,var,AUC_loss
655,DPC_RK.np,5.33E-05
108,CTriad_g3.g2.g3.np,5.30E-05
562,DPC_LS.np,5.26E-05
607,DPC_PA.np,5.25E-05
404,DPC_CV.np,5.14E-05
75,CTriad_g2.g4.g5.np,5.11E-05
722,DPC_VS.np,5.07E-05
114,CTriad_g3.g3.g2.np,4.99E-05
46,CTriad_g1.g7.g4.np,4.86E-05
375,DPC_AK.np,4.78E-05
435,DPC_EK.np,4.77E-05
720,DPC_VQ.np,4.69E-05
269,CTriad_g6.g4.g3.np,4.60E-05
484,DPC_GV.np,4.41E-05
596,DPC_NL.np,4.40E-05
556,DPC_LL.np,4.37E-05
557,DPC_LM.np,4.29E-05
370,DPC_AE.np,4.25E-05
303,CTriad_g7.g2.g2.np,4.22E-05
380,DPC_AQ.np,4.22E-05
39,CTriad_g1.g6.g4.np,4.13E-05
444,DPC_EV.np,4.09E-05
537,DPC_KM.np,4.08E-05
710,DPC_VE.np,4.08E-05
434,DPC_EI.np,4.07E-05
117,CTriad_g3.g3.g5.np,4.06E-05
1,CTriad_g1.g1.g1.np,3.98E-05
411,DPC_DF.np,3.98E-05
415,DPC_DK.np,3.84E-05
615,DPC_PK.np,3.81E-05
418,DPC_DN.np,3.80E-05
217,CTriad_g5.g3.g7.np,3.80E-05
79,CTriad_g2.g5.g2.np,3.77E-05
212,CTriad_g5.g3.g2.np,3.76E-05
590,DPC_NE.np,3.57E-05
234,CTriad_g5.g6.g3.np,3.56E-05
402,DPC_CS.np,3.48E-05
991,CTDD_solventaccess.2.residue0.np,3.44E-05
526,DPC_IY.np,3.43E-05
373,DPC_AH.np,3.39E-05
517,DPC_IM.np,3.39E-05
398,DPC_CN.np,3.32E-05
713,DPC_VH.np,3.27E-05
143,CTriad_g3.g7.g3.np,3.14E-05
566,DPC_LY.np,3.11E-05
925,CTDD_normwaalsvolume.3.residue100.np,3.08E-05
246,CTriad_g6.g1.g1.np,3.03E-05
819,CTDD_hydrophobicity_PRAM900101.3.residue75.np,2.97E-05
502,DPC_HS.np,2.95E-05
520,DPC_IQ.np,2.94E-05
601,DPC_NR.np,2.92E-05
621,DPC_PR.np,2.86E-05
204,CTriad_g5.g2.g1.np,2.86E-05
88,CTriad_g2.g6.g4.np,2.84E-05
712,DPC_VG.np,2.84E-05
532,DPC_KG.np,2.78E-05
611,DPC_PF.np,2.77E-05
420,DPC_DQ.np,2.75E-05
27,CTriad_g1.g4.g6.np,2.70E-05
687,DPC_TA.np,2.69E-05
222,CTriad_g5.g4.g5.np,2.67E-05
148,CTriad_g4.g1.g1.np,2.59E-05
671,DPC_SF.np,2.57E-05
371,DPC_AF.np,2.54E-05
68,CTriad_g2.g3.g5.np,2.53E-05
589,DPC_ND.np,2.52E-05
603,DPC_NT.np,2.52E-05
268,CTriad_g6.g4.g2.np,2.50E-05
592,DPC_NG.np,2.49E-05
781,CTDC_hydrophobicity_CASG920101.G3.np,2.49E-05
409,DPC_DD.np,2.44E-05
467,DPC_GA.np,2.43E-05
386,DPC_AY.np,2.42E-05
85,CTriad_g2.g6.g1.np,2.41E-05
131,CTriad_g3.g5.g5.np,2.40E-05
703,DPC_TT.np,2.38E-05
564,DPC_LV.np,2.36E-05
614,DPC_PI.np,2.30E-05
284,CTriad_g6.g6.g4.np,2.26E-05
99,CTriad_g3.g1.g1.np,2.22E-05
248,CTriad_g6.g1.g3.np,2.20E-05
758,DPC_YN.np,2.20E-05
721,DPC_VR.np,2.20E-05
639,DPC_QP.np,2.16E-05
19,CTriad_g1.g3.g5.np,2.15E-05
454,DPC_FI.np,2.12E-05
74,CTriad_g2.g4.g4.np,2.11E-05
752,DPC_YG.np,2.07E-05
372,DPC_AG.np,2.06E-05
478,DPC_GN.np,2.05E-05
482,DPC_GS.np,2.02E-05
267,CTriad_g6.g4.g1.np,1.96E-05
765,DPC_YW.np,1.94E-05
211,CTriad_g5.g3.g1.np,1.92E-05
51,CTriad_g2.g1.g2.np,1.91E-05
105,CTriad_g3.g1.g7.np,1.87E-05
686,DPC_SY.np,1.82E-05
317,CTriad_g7.g4.g2.np,1.77E-05
512,DPC_IG.np,1.76E-05
582,DPC_MS.np,1.75E-05
130,CTriad_g3.g5.g4.np,1.74E-05
174,CTriad_g4.g4.g6.np,1.72E-05
670,DPC_SE.np,1.72E-05
541,DPC_KR.np,1.65E-05
443,DPC_ET.np,1.63E-05
275,CTriad_g6.g5.g2.np,1.58E-05
662,DPC_RS.np,1.58E-05
465,DPC_FW.np,1.51E-05
723,DPC_VT.np,1.51E-05
138,CTriad_g3.g6.g5.np,1.44E-05
297,CTriad_g7.g1.g3.np,1.43E-05
376,DPC_AL.np,1.41E-05
637,DPC_QM.np,1.36E-05
1005,CTDT_hydrophobicity_ARGP820101.Tr1331.np,1.36E-05
124,CTriad_g3.g4.g5.np,1.35E-05
545,DPC_KW.np,1.33E-05
60,CTriad_g2.g2.g4.np,1.33E-05
692,DPC_TG.np,1.24E-05
652,DPC_RG.np,1.24E-05
659,DPC_RP.np,1.23E-05
132,CTriad_g3.g5.g6.np,1.22E-05
572,DPC_MG.np,1.21E-05
764,DPC_YV.np,1.21E-05
583,DPC_MT.np,1.17E-05
384,DPC_AV.np,1.14E-05
430,DPC_EE.np,1.14E-05
2,CTriad_g1.g1.g2.np,1.12E-05
534,DPC_KI.np,1.10E-05
158,CTriad_g4.g2.g4.np,1.07E-05
141,CTriad_g3.g7.g1.np,1.03E-05
741,DPC_WR.np,1.02E-05
602,DPC_NS.np,1.02E-05
669,DPC_SD.np,1.01E-05
279,CTriad_g6.g5.g6.np,9.92E-06
756,DPC_YL.np,9.47E-06
673,DPC_SH.np,8.96E-06
561,DPC_LR.np,8.93E-06
120,CTriad_g3.g4.g1.np,8.93E-06
396,DPC_CL.np,8.61E-06
223,CTriad_g5.g4.g6.np,8.45E-06
730,DPC_WE.np,8.37E-06
410,DPC_DE.np,8.31E-06
627,DPC_QA.np,8.06E-06
751,DPC_YF.np,7.81E-06
237,CTriad_g5.g6.g6.np,7.50E-06
142,CTriad_g3.g7.g2.np,7.31E-06
374,DPC_AI.np,7.13E-06
460,DPC_FQ.np,6.96E-06
542,DPC_KS.np,6.35E-06
387,DPC_CA.np,6.23E-06
668,DPC_SC.np,6.22E-06
697,DPC_TM.np,5.73E-06
665,DPC_RW.np,5.17E-06
210,CTriad_g5.g2.g7.np,5.05E-06
314,CTriad_g7.g3.g6.np,4.87E-06
29,CTriad_g1.g5.g1.np,4.82E-06
870,CTDD_hydrophobicity_CASG920101.1.residue100.np,4.71E-06
381,DPC_AR.np,4.62E-06
487,DPC_HA.np,4.54E-06
522,DPC_IS.np,4.39E-06
674,DPC_SI.np,4.15E-06
456,DPC_FL.np,4.04E-06
119,CTriad_g3.g3.g7.np,3.99E-06
414,DPC_DI.np,3.83E-06
1027,CTDT_polarity.Tr2332.np,3.70E-06
743,DPC_WT.np,3.67E-06
623,DPC_PT.np,3.64E-06
123,CTriad_g3.g4.g4.np,3.58E-06
552,DPC_LG.np,3.55E-06
368,DPC_AC.np,3.39E-06
278,CTriad_g6.g5.g5.np,3.38E-06
680,DPC_SQ.np,3.20E-06
393,DPC_CH.np,2.94E-06
642,DPC_QS.np,2.82E-06
691,DPC_TF.np,2.71E-06
186,CTriad_g4.g6.g4.np,2.67E-06
205,CTriad_g5.g2.g2.np,2.62E-06
736,DPC_WL.np,2.54E-06
82,CTriad_g2.g5.g5.np,2.45E-06
369,DPC_AD.np,2.34E-06
181,CTriad_g4.g5.g6.np,2.24E-06
180,CTriad_g4.g5.g5.np,2.23E-06
718,DPC_VN.np,2.22E-06
594,DPC_NI.np,1.77E-06
640,DPC_QQ.np,1.44E-06
452,DPC_FG.np,1.27E-06
523,DPC_IT.np,1.08E-06
433,DPC_EH.np,6.25E-07
173,CTriad_g4.g4.g5.np,5.62E-07
449,DPC_FD.np,5.44E-07
176,CTriad_g4.g5.g1.np,3.25E-07
609,DPC_PD.np,2.81E-07
549,DPC_LD.np,2.05E-07
7,CTriad_g1.g1.g7.np,0
14,CTriad_g1.g2.g7.np,0
21,CTriad_g1.g3.g7.np,0
28,CTriad_g1.g4.g7.np,0
35,CTriad_g1.g5.g7.np,0
42,CTriad_g1.g6.g7.np,0
45,CTriad_g1.g7.g3.np,0
47,CTriad_g1.g7.g5.np,0
48,CTriad_g1.g7.g6.np,0
49,CTriad_g1.g7.g7.np,0
63,CTriad_g2.g2.g7.np,0
70,CTriad_g2.g3.g7.np,0
77,CTriad_g2.g4.g7.np,0
81,CTriad_g2.g5.g4.np,0
84,CTriad_g2.g5.g7.np,0
91,CTriad_g2.g6.g7.np,0
92,CTriad_g2.g7.g1.np,0
93,CTriad_g2.g7.g2.np,0
94,CTriad_g2.g7.g3.np,0
95,CTriad_g2.g7.g4.np,0
96,CTriad_g2.g7.g5.np,0
97,CTriad_g2.g7.g6.np,0
98,CTriad_g2.g7.g7.np,0
112,CTriad_g3.g2.g7.np,0
126,CTriad_g3.g4.g7.np,0
133,CTriad_g3.g5.g7.np,0
140,CTriad_g3.g6.g7.np,0
145,CTriad_g3.g7.g5.np,0
146,CTriad_g3.g7.g6.np,0
147,CTriad_g3.g7.g7.np,0
154,CTriad_g4.g1.g7.np,0
161,CTriad_g4.g2.g7.np,0
170,CTriad_g4.g4.g2.np,0
175,CTriad_g4.g4.g7.np,0
182,CTriad_g4.g5.g7.np,0
189,CTriad_g4.g6.g7.np,0
190,CTriad_g4.g7.g1.np,0
191,CTriad_g4.g7.g2.np,0
192,CTriad_g4.g7.g3.np,0
193,CTriad_g4.g7.g4.np,0
194,CTriad_g4.g7.g5.np,0
195,CTriad_g4.g7.g6.np,0
196,CTriad_g4.g7.g7.np,0
203,CTriad_g5.g1.g7.np,0
224,CTriad_g5.g4.g7.np,0
231,CTriad_g5.g5.g7.np,0
238,CTriad_g5.g6.g7.np,0
239,CTriad_g5.g7.g1.np,0
240,CTriad_g5.g7.g2.np,0
241,CTriad_g5.g7.g3.np,0
242,CTriad_g5.g7.g4.np,0
243,CTriad_g5.g7.g5.np,0
244,CTriad_g5.g7.g6.np,0
245,CTriad_g5.g7.g7.np,0
249,CTriad_g6.g1.g4.np,0
252,CTriad_g6.g1.g7.np,0
259,CTriad_g6.g2.g7.np,0
266,CTriad_g6.g3.g7.np,0
273,CTriad_g6.g4.g7.np,0
280,CTriad_g6.g5.g7.np,0
286,CTriad_g6.g6.g6.np,0
287,CTriad_g6.g6.g7.np,0
288,CTriad_g6.g7.g1.np,0
289,CTriad_g6.g7.g2.np,0
290,CTriad_g6.g7.g3.np,0
291,CTriad_g6.g7.g4.np,0
292,CTriad_g6.g7.g5.np,0
293,CTriad_g6.g7.g6.np,0
294,CTriad_g6.g7.g7.np,0
295,CTriad_g7.g1.g1.np,0
296,CTriad_g7.g1.g2.np,0
298,CTriad_g7.g1.g4.np,0
299,CTriad_g7.g1.g5.np,0
300,CTriad_g7.g1.g6.np,0
301,CTriad_g7.g1.g7.np,0
302,CTriad_g7.g2.g1.np,0
305,CTriad_g7.g2.g4.np,0
306,CTriad_g7.g2.g5.np,0
307,CTriad_g7.g2.g6.np,0
308,CTriad_g7.g2.g7.np,0
309,CTriad_g7.g3.g1.np,0
311,CTriad_g7.g3.g3.np,0
312,CTriad_g7.g3.g4.np,0
313,CTriad_g7.g3.g5.np,0
315,CTriad_g7.g3.g7.np,0
316,CTriad_g7.g4.g1.np,0
319,CTriad_g7.g4.g4.np,0
320,CTriad_g7.g4.g5.np,0
321,CTriad_g7.g4.g6.np,0
322,CTriad_g7.g4.g7.np,0
323,CTriad_g7.g5.g1.np,0
324,CTriad_g7.g5.g2.np,0
325,CTriad_g7.g5.g3.np,0
326,CTriad_g7.g5.g4.np,0
327,CTriad_g7.g5.g5.np,0
328,CTriad_g7.g5.g6.np,0
329,CTriad_g7.g5.g7.np,0
330,CTriad_g7.g6.g1.np,0
331,CTriad_g7.g6.g2.np,0
332,CTriad_g7.g6.g3.np,0
333,CTriad_g7.g6.g4.np,0
334,CTriad_g7.g6.g5.np,0
335,CTriad_g7.g6.g6.np,0
336,CTriad_g7.g6.g7.np,0
337,CTriad_g7.g7.g1.np,0
338,CTriad_g7.g7.g2.np,0
339,CTriad_g7.g7.g3.np,0
340,CTriad_g7.g7.g4.np,0
341,CTriad_g7.g7.g5.np,0
342,CTriad_g7.g7.g6.np,0
343,CTriad_g7.g7.g7.np,0
385,DPC_AW.np,0
388,DPC_CC.np,0
389,DPC_CD.np,0
390,DPC_CE.np,0
391,DPC_CF.np,0
392,DPC_CG.np,0
395,DPC_CK.np,0
397,DPC_CM.np,0
399,DPC_CP.np,0
400,DPC_CQ.np,0
401,DPC_CR.np,0
405,DPC_CW.np,0
406,DPC_CY.np,0
408,DPC_DC.np,0
425,DPC_DW.np,0
437,DPC_EM.np,0
439,DPC_EP.np,0
445,DPC_EW.np,0
448,DPC_FC.np,0
453,DPC_FH.np,0
457,DPC_FM.np,0
458,DPC_FN.np,0
459,DPC_FP.np,0
464,DPC_FV.np,0
468,DPC_GC.np,0
485,DPC_GW.np,0
488,DPC_HC.np,0
492,DPC_HG.np,0
493,DPC_HH.np,0
498,DPC_HN.np,0
501,DPC_HR.np,0
503,DPC_HT.np,0
504,DPC_HV.np,0
505,DPC_HW.np,0
508,DPC_IC.np,0
513,DPC_IH.np,0
528,DPC_KC.np,0
533,DPC_KH.np,0
548,DPC_LC.np,0
565,DPC_LW.np,0
571,DPC_MF.np,0
573,DPC_MH.np,0
575,DPC_MK.np,0
576,DPC_ML.np,0
579,DPC_MP.np,0
585,DPC_MW.np,0
586,DPC_MY.np,0
588,DPC_NC.np,0
593,DPC_NH.np,0
605,DPC_NW.np,0
608,DPC_PC.np,0
613,DPC_PH.np,0
617,DPC_PM.np,0
619,DPC_PP.np,0
620,DPC_PQ.np,0
625,DPC_PW.np,0
628,DPC_QC.np,0
630,DPC_QE.np,0
631,DPC_QF.np,0
645,DPC_QW.np,0
646,DPC_QY.np,0
648,DPC_RC.np,0
653,DPC_RH.np,0
685,DPC_SW.np,0
688,DPC_TC.np,0
699,DPC_TP.np,0
705,DPC_TW.np,0
708,DPC_VC.np,0
728,DPC_WC.np,0
729,DPC_WD.np,0
731,DPC_WF.np,0
732,DPC_WG.np,0
738,DPC_WN.np,0
739,DPC_WP.np,0
740,DPC_WQ.np,0
742,DPC_WS.np,0
745,DPC_WW.np,0
746,DPC_WY.np,0
747,DPC_YA.np,0
748,DPC_YC.np,0
753,DPC_YH.np,0
759,DPC_YP.np,0
763,DPC_YT.np,0
633,DPC_QH.np,-1.23E-08
757,DPC_YM.np,-1.23E-08
254,CTriad_g6.g2.g2.np,-1.42E-07
506,DPC_HY.np,-3.02E-07
606,DPC_NY.np,-3.02E-07
553,DPC_LH.np,-3.64E-07
651,DPC_RF.np,-3.88E-07
115,CTriad_g3.g3.g3.np,-8.87E-07
578,DPC_MN.np,-9.10E-07
491,DPC_HF.np,-1.08E-06
233,CTriad_g5.g6.g2.np,-1.10E-06
318,CTriad_g7.g4.g3.np,-1.18E-06
495,DPC_HK.np,-1.29E-06
177,CTriad_g4.g5.g2.np,-1.44E-06
167,CTriad_g4.g3.g6.np,-1.60E-06
236,CTriad_g5.g6.g5.np,-1.64E-06
500,DPC_HQ.np,-1.66E-06
78,CTriad_g2.g5.g1.np,-1.70E-06
65,CTriad_g2.g3.g2.np,-1.72E-06
497,DPC_HM.np,-1.77E-06
518,DPC_IN.np,-1.78E-06
516,DPC_IL.np,-1.85E-06
271,CTriad_g6.g4.g5.np,-2.00E-06
277,CTriad_g6.g5.g4.np,-2.01E-06
285,CTriad_g6.g6.g5.np,-2.14E-06
394,DPC_CI.np,-2.16E-06
677,DPC_SM.np,-2.41E-06
413,DPC_DH.np,-2.46E-06
616,DPC_PL.np,-2.49E-06
55,CTriad_g2.g1.g6.np,-2.51E-06
700,DPC_TQ.np,-2.59E-06
683,DPC_ST.np,-2.66E-06
436,DPC_EL.np,-3.07E-06
540,DPC_KQ.np,-3.33E-06
270,CTriad_g6.g4.g4.np,-3.65E-06
58,CTriad_g2.g2.g2.np,-3.94E-06
67,CTriad_g2.g3.g4.np,-4.07E-06
451,DPC_FF.np,-4.60E-06
428,DPC_EC.np,-5.11E-06
44,CTriad_g1.g7.g2.np,-5.17E-06
43,CTriad_g1.g7.g1.np,-5.19E-06
715,DPC_VK.np,-5.46E-06
144,CTriad_g3.g7.g4.np,-6.24E-06
200,CTriad_g5.g1.g4.np,-6.95E-06
702,DPC_TS.np,-7.04E-06
754,DPC_YI.np,-7.08E-06
