,var,AUC_loss
74,CTriad_g2.g4.g4.ha,0.00026694
848,CTDD_hydrophobicity_ZIMJ680101.3.residue50.ha,0.000266147
394,DPC_CI.ha,0.000264408
435,DPC_EK.ha,0.00026375
621,DPC_PR.ha,0.000261071
596,DPC_NL.ha,0.000260935
841,CTDD_hydrophobicity_ZIMJ680101.2.residue0.ha,0.000260486
1026,CTDT_polarity.Tr1331.ha,0.00025761
549,DPC_LD.ha,0.00025595
155,CTriad_g4.g2.g1.ha,0.000252091
677,DPC_SM.ha,0.000251025
628,DPC_QC.ha,0.000248748
688,DPC_TC.ha,0.000243774
247,CTriad_g6.g1.g2.ha,0.000243081
458,DPC_FN.ha,0.000242287
584,DPC_MV.ha,0.000240036
485,DPC_GW.ha,0.000239902
475,DPC_GK.ha,0.000239837
727,DPC_WA.ha,0.000239828
853,CTDD_hydrophobicity_PONP930101.1.residue50.ha,0.000238034
984,CTDD_secondarystruct.3.residue75.ha,0.000234336
103,CTriad_g3.g1.g5.ha,0.000232097
680,DPC_SQ.ha,0.00023075
953,CTDD_polarizability.3.residue50.ha,0.000229403
624,DPC_PV.ha,0.000229324
592,DPC_NG.ha,0.000228145
660,DPC_RQ.ha,0.000226898
254,CTriad_g6.g2.g2.ha,0.00022226
826,CTDD_hydrophobicity_ARGP820101.2.residue0.ha,0.000221941
83,CTriad_g2.g5.g6.ha,0.000220278
831,CTDD_hydrophobicity_ARGP820101.3.residue0.ha,0.00021993
600,DPC_NQ.ha,0.000218544
310,CTriad_g7.g3.g2.ha,0.000218102
900,CTDD_hydrophobicity_FASG890101.1.residue100.ha,0.000217151
194,CTriad_g4.g7.g5.ha,0.000212059
936,CTDD_polarity.3.residue0.ha,0.000211699
605,DPC_NW.ha,0.00021073
578,DPC_MN.ha,0.000209359
696,DPC_TL.ha,0.000209169
901,CTDD_hydrophobicity_FASG890101.2.residue0.ha,0.000207637
419,DPC_DP.ha,0.000205208
369,DPC_AD.ha,0.000204313
508,DPC_IC.ha,0.000203583
653,DPC_RH.ha,0.000202716
178,CTriad_g4.g5.g3.ha,0.000200928
522,DPC_IS.ha,0.000198514
832,CTDD_hydrophobicity_ARGP820101.3.residue25.ha,0.000197585
422,DPC_DS.ha,0.000196627
699,DPC_TP.ha,0.00019606
957,CTDD_charge.1.residue25.ha,0.000195742
887,CTDD_hydrophobicity_ENGD860101.2.residue25.ha,0.000195188
718,DPC_VN.ha,0.000192006
861,CTDD_hydrophobicity_PONP930101.3.residue0.ha,0.000189521
61,CTriad_g2.g2.g5.ha,0.000188049
130,CTriad_g3.g5.g4.ha,0.000186357
649,DPC_RD.ha,0.000186255
975,CTDD_secondarystruct.1.residue100.ha,0.000185776
560,DPC_LQ.ha,0.000185157
273,CTriad_g6.g4.g7.ha,0.00018439
642,DPC_QS.ha,0.000183578
864,CTDD_hydrophobicity_PONP930101.3.residue75.ha,0.0001835
947,CTDD_polarizability.2.residue25.ha,0.000182527
725,DPC_VW.ha,0.000181834
510,DPC_IE.ha,0.000179013
673,DPC_SH.ha,0.000176632
925,CTDD_normwaalsvolume.3.residue100.ha,0.000176063
554,DPC_LI.ha,0.00017576
646,DPC_QY.ha,0.000175404
909,CTDD_hydrophobicity_FASG890101.3.residue75.ha,0.000174355
685,DPC_SW.ha,0.000172743
538,DPC_KN.ha,0.000172342
163,CTriad_g4.g3.g2.ha,0.000171804
962,CTDD_charge.2.residue25.ha,0.000171621
566,DPC_LY.ha,0.000170509
195,CTriad_g4.g7.g6.ha,0.000170323
47,CTriad_g1.g7.g5.ha,0.000170016
847,CTDD_hydrophobicity_ZIMJ680101.3.residue25.ha,0.000168116
38,CTriad_g1.g6.g3.ha,0.000167911
528,DPC_KC.ha,0.000167857
57,CTriad_g2.g2.g1.ha,0.000167545
82,CTriad_g2.g5.g5.ha,0.000166745
532,DPC_KG.ha,0.000166312
948,CTDD_polarizability.2.residue50.ha,0.00016595
403,DPC_CT.ha,0.000165587
651,DPC_RF.ha,0.000165063
92,CTriad_g2.g7.g1.ha,0.000164905
882,CTDD_hydrophobicity_ENGD860101.1.residue25.ha,0.000163048
429,DPC_ED.ha,0.000163002
513,DPC_IH.ha,0.000162588
87,CTriad_g2.g6.g3.ha,0.000160728
681,DPC_SR.ha,0.000160019
589,DPC_ND.ha,0.000158276
989,CTDD_solventaccess.1.residue75.ha,0.000154022
281,CTriad_g6.g6.g1.ha,0.000153126
448,DPC_FC.ha,0.000151262
976,CTDD_secondarystruct.2.residue0.ha,0.000151168
367,DPC_AA.ha,0.000148149
58,CTriad_g2.g2.g2.ha,0.000144525
907,CTDD_hydrophobicity_FASG890101.3.residue25.ha,0.000144154
849,CTDD_hydrophobicity_ZIMJ680101.3.residue75.ha,0.000144118
484,DPC_GV.ha,0.000143776
470,DPC_GE.ha,0.000143554
444,DPC_EV.ha,0.000143193
507,DPC_IA.ha,0.000141841
658,DPC_RN.ha,0.000141306
604,DPC_NV.ha,0.000140709
539,DPC_KP.ha,0.000140142
219,CTriad_g5.g4.g2.ha,0.000138371
535,DPC_KK.ha,0.000136516
244,CTriad_g5.g7.g6.ha,0.000136321
612,DPC_PG.ha,0.000134863
921,CTDD_normwaalsvolume.3.residue0.ha,0.00013477
465,DPC_FW.ha,0.000134671
746,DPC_WY.ha,0.000133665
806,CTDD_hydrophobicity_PRAM900101.1.residue0.ha,0.000133484
233,CTriad_g5.g6.g2.ha,0.000133296
148,CTriad_g4.g1.g1.ha,0.000132192
872,CTDD_hydrophobicity_CASG920101.2.residue25.ha,0.000131208
511,DPC_IF.ha,0.000130028
18,CTriad_g1.g3.g4.ha,0.000128809
283,CTriad_g6.g6.g3.ha,0.000128747
118,CTriad_g3.g3.g6.ha,0.000127192
609,DPC_PD.ha,0.000126605
490,DPC_HE.ha,0.000126501
694,DPC_TI.ha,0.000125921
857,CTDD_hydrophobicity_PONP930101.2.residue25.ha,0.000123634
210,CTriad_g5.g2.g7.ha,0.000123471
568,DPC_MC.ha,0.00012317
652,DPC_RG.ha,0.000122348
452,DPC_FG.ha,0.000121384
443,DPC_ET.ha,0.000119933
401,DPC_CR.ha,0.000118713
400,DPC_CQ.ha,0.000118129
676,DPC_SL.ha,0.00011728
102,CTriad_g3.g1.g4.ha,0.000117253
954,CTDD_polarizability.3.residue75.ha,0.000116967
721,DPC_VR.ha,0.000116914
105,CTriad_g3.g1.g7.ha,0.000116884
631,DPC_QF.ha,0.000116433
211,CTriad_g5.g3.g1.ha,0.000115909
905,CTDD_hydrophobicity_FASG890101.2.residue100.ha,0.000115328
459,DPC_FP.ha,0.000113386
825,CTDD_hydrophobicity_ARGP820101.1.residue100.ha,0.000113291
303,CTriad_g7.g2.g2.ha,0.000112913
411,DPC_DF.ha,0.00011267
697,DPC_TM.ha,0.000111534
518,DPC_IN.ha,0.000107954
814,CTDD_hydrophobicity_PRAM900101.2.residue75.ha,0.000107079
968,CTDD_charge.3.residue50.ha,0.000106539
84,CTriad_g2.g5.g7.ha,0.000105716
304,CTriad_g7.g2.g3.ha,0.000105097
827,CTDD_hydrophobicity_ARGP820101.2.residue25.ha,0.000103965
818,CTDD_hydrophobicity_PRAM900101.3.residue50.ha,0.00010313
706,DPC_TY.ha,0.000102784
28,CTriad_g1.g4.g7.ha,0.000101808
134,CTriad_g3.g6.g1.ha,0.0001015
516,DPC_IL.ha,0.000101494
119,CTriad_g3.g3.g7.ha,0.000101386
133,CTriad_g3.g5.g7.ha,0.000101054
152,CTriad_g4.g1.g5.ha,9.93E-05
1000,CTDD_solventaccess.3.residue100.ha,9.83E-05
113,CTriad_g3.g3.g1.ha,9.82E-05
765,DPC_YW.ha,9.79E-05
915,CTDD_normwaalsvolume.1.residue100.ha,9.77E-05
813,CTDD_hydrophobicity_PRAM900101.2.residue50.ha,9.76E-05
409,DPC_DD.ha,9.70E-05
619,DPC_PP.ha,9.66E-05
552,DPC_LG.ha,9.61E-05
404,DPC_CV.ha,9.50E-05
482,DPC_GS.ha,9.37E-05
679,DPC_SP.ha,9.28E-05
420,DPC_DQ.ha,9.26E-05
509,DPC_ID.ha,9.24E-05
880,CTDD_hydrophobicity_CASG920101.3.residue100.ha,9.00E-05
904,CTDD_hydrophobicity_FASG890101.2.residue75.ha,8.88E-05
812,CTDD_hydrophobicity_PRAM900101.2.residue25.ha,8.66E-05
80,CTriad_g2.g5.g3.ha,8.65E-05
744,DPC_WV.ha,8.57E-05
978,CTDD_secondarystruct.2.residue50.ha,8.48E-05
188,CTriad_g4.g6.g6.ha,8.47E-05
181,CTriad_g4.g5.g6.ha,8.40E-05
185,CTriad_g4.g6.g3.ha,8.38E-05
836,CTDD_hydrophobicity_ZIMJ680101.1.residue0.ha,8.35E-05
502,DPC_HS.ha,8.24E-05
749,DPC_YD.ha,8.21E-05
965,CTDD_charge.2.residue100.ha,8.17E-05
724,DPC_VV.ha,7.94E-05
730,DPC_WE.ha,7.86E-05
501,DPC_HR.ha,7.74E-05
32,CTriad_g1.g5.g4.ha,7.69E-05
407,DPC_DA.ha,7.65E-05
692,DPC_TG.ha,7.62E-05
633,DPC_QH.ha,7.62E-05
971,CTDD_secondarystruct.1.residue0.ha,7.60E-05
453,DPC_FH.ha,7.39E-05
462,DPC_FS.ha,7.21E-05
76,CTriad_g2.g4.g6.ha,7.14E-05
636,DPC_QL.ha,7.11E-05
524,DPC_IV.ha,6.98E-05
505,DPC_HW.ha,6.96E-05
760,DPC_YQ.ha,6.92E-05
186,CTriad_g4.g6.g4.ha,6.89E-05
495,DPC_HK.ha,6.82E-05
908,CTDD_hydrophobicity_FASG890101.3.residue50.ha,6.48E-05
935,CTDD_polarity.2.residue100.ha,6.45E-05
743,DPC_WT.ha,6.37E-05
457,DPC_FM.ha,6.28E-05
838,CTDD_hydrophobicity_ZIMJ680101.1.residue50.ha,5.86E-05
993,CTDD_solventaccess.2.residue50.ha,5.85E-05
73,CTriad_g2.g4.g3.ha,5.84E-05
65,CTriad_g2.g3.g2.ha,5.77E-05
990,CTDD_solventaccess.1.residue100.ha,5.77E-05
715,DPC_VK.ha,5.75E-05
556,DPC_LL.ha,5.70E-05
437,DPC_EM.ha,5.53E-05
153,CTriad_g4.g1.g6.ha,4.98E-05
597,DPC_NM.ha,4.86E-05
228,CTriad_g5.g5.g4.ha,4.70E-05
46,CTriad_g1.g7.g4.ha,4.63E-05
460,DPC_FQ.ha,4.62E-05
43,CTriad_g1.g7.g1.ha,4.53E-05
287,CTriad_g6.g6.g7.ha,4.46E-05
707,DPC_VA.ha,4.40E-05
413,DPC_DH.ha,4.35E-05
94,CTriad_g2.g7.g3.ha,4.29E-05
12,CTriad_g1.g2.g5.ha,4.19E-05
289,CTriad_g6.g7.g2.ha,4.13E-05
756,DPC_YL.ha,4.03E-05
461,DPC_FR.ha,4.03E-05
349,PAAC_Xc1.Q.ha,4.01E-05
895,CTDD_hydrophobicity_ENGD860101.3.residue100.ha,4.00E-05
639,DPC_QP.ha,3.89E-05
271,CTriad_g6.g4.g5.ha,3.88E-05
698,DPC_TN.ha,3.87E-05
167,CTriad_g4.g3.g6.ha,3.86E-05
251,CTriad_g6.g1.g6.ha,3.82E-05
893,CTDD_hydrophobicity_ENGD860101.3.residue50.ha,3.79E-05
751,DPC_YF.ha,3.78E-05
24,CTriad_g1.g4.g3.ha,3.71E-05
737,DPC_WM.ha,3.63E-05
708,DPC_VC.ha,3.57E-05
439,DPC_EP.ha,3.47E-05
999,CTDD_solventaccess.3.residue75.ha,3.45E-05
297,CTriad_g7.g1.g3.ha,3.42E-05
312,CTriad_g7.g3.g4.ha,3.31E-05
961,CTDD_charge.2.residue0.ha,3.27E-05
88,CTriad_g2.g6.g4.ha,3.21E-05
941,CTDD_polarizability.1.residue0.ha,3.10E-05
1036,CTDT_secondarystruct.Tr2332.ha,3.09E-05
313,CTriad_g7.g3.g5.ha,3.06E-05
955,CTDD_polarizability.3.residue100.ha,3.03E-05
822,CTDD_hydrophobicity_ARGP820101.1.residue25.ha,3.03E-05
127,CTriad_g3.g5.g1.ha,3.02E-05
486,DPC_GY.ha,2.93E-05
496,DPC_HL.ha,2.89E-05
478,DPC_GN.ha,2.68E-05
738,DPC_WN.ha,2.64E-05
498,DPC_HN.ha,2.62E-05
586,DPC_MY.ha,2.61E-05
115,CTriad_g3.g3.g3.ha,2.58E-05
215,CTriad_g5.g3.g5.ha,2.56E-05
748,DPC_YC.ha,2.54E-05
332,CTriad_g7.g6.g3.ha,2.42E-05
491,DPC_HF.ha,2.38E-05
364,PAAC_Xc2.lambda1.ha,2.25E-05
492,DPC_HG.ha,2.15E-05
878,CTDD_hydrophobicity_CASG920101.3.residue50.ha,2.13E-05
761,DPC_YR.ha,1.87E-05
141,CTriad_g3.g7.g1.ha,1.79E-05
229,CTriad_g5.g5.g5.ha,1.74E-05
493,DPC_HH.ha,1.56E-05
311,CTriad_g7.g3.g3.ha,1.49E-05
436,DPC_EL.ha,1.45E-05
385,DPC_AW.ha,1.29E-05
645,DPC_QW.ha,1.29E-05
865,CTDD_hydrophobicity_PONP930101.3.residue100.ha,1.27E-05
44,CTriad_g1.g7.g2.ha,1.27E-05
910,CTDD_hydrophobicity_FASG890101.3.residue100.ha,1.15E-05
702,DPC_TS.ha,1.02E-05
593,DPC_NH.ha,1.00E-05
41,CTriad_g1.g6.g6.ha,9.24E-06
392,DPC_CG.ha,8.48E-06
533,DPC_KH.ha,7.09E-06
326,CTriad_g7.g5.g4.ha,7.08E-06
266,CTriad_g6.g3.g7.ha,6.68E-06
950,CTDD_polarizability.2.residue100.ha,6.26E-06
168,CTriad_g4.g3.g7.ha,5.24E-06
191,CTriad_g4.g7.g2.ha,4.10E-06
664,DPC_RV.ha,3.67E-06
331,CTriad_g7.g6.g2.ha,3.48E-06
237,CTriad_g5.g6.g6.ha,3.46E-06
504,DPC_HV.ha,3.34E-06
695,DPC_TK.ha,3.24E-06
423,DPC_DT.ha,1.90E-06
295,CTriad_g7.g1.g1.ha,1.23E-06
647,DPC_RA.ha,6.27E-07
663,DPC_RT.ha,3.27E-07
49,CTriad_g1.g7.g7.ha,0
98,CTriad_g2.g7.g7.ha,0
145,CTriad_g3.g7.g5.ha,0
147,CTriad_g3.g7.g7.ha,0
196,CTriad_g4.g7.g7.ha,0
231,CTriad_g5.g5.g7.ha,0
239,CTriad_g5.g7.g1.ha,0
243,CTriad_g5.g7.g5.ha,0
245,CTriad_g5.g7.g7.ha,0
280,CTriad_g6.g5.g7.ha,0
288,CTriad_g6.g7.g1.ha,0
292,CTriad_g6.g7.g5.ha,0
294,CTriad_g6.g7.g7.ha,0
298,CTriad_g7.g1.g4.ha,0
299,CTriad_g7.g1.g5.ha,0
300,CTriad_g7.g1.g6.ha,0
301,CTriad_g7.g1.g7.ha,0
308,CTriad_g7.g2.g7.ha,0
315,CTriad_g7.g3.g7.ha,0
321,CTriad_g7.g4.g6.ha,0
322,CTriad_g7.g4.g7.ha,0
325,CTriad_g7.g5.g3.ha,0
328,CTriad_g7.g5.g6.ha,0
