"PROT","HOLD","FEAT","IMP","value","sd"
"HA","H9N2","CTDd",0,0.992064369070296,0.00302071796870621
"HA","H9N2","CTDt",0.001,0.99315310851971,0.00254859103858945
"HA","H9N2","triad",0.1733,0.99432389376219,0.00242700545444704
"HA","H9N2","pseaac",0,0.991836124238833,0.0032479048472555
"M1","H10N7","two_mer",1,0.990058570748552,0.00263091551241721
"M1","H10N7","CTDc",0,0.986925921481387,0.00307214533198187
"M1","H10N7","CTDd",0,0.987858042725145,0.00308902767753104
"M1","H10N7","CTDt",0,0.988150935987823,0.00312489799247058
"M1","H10N7","triad",0,0.987788297435764,0.00331832697265513
"M1","H10N7","pseaac",0,0.988076766105122,0.0031241358509293
"M1","H16N3","two_mer",1,0.990389498264431,0.00281050756846401
"M1","H16N3","CTDc",0,0.986731090486801,0.00226471871844101
"M1","H16N3","CTDd",0,0.9883016871976,0.00270670228280635
"M1","H16N3","CTDt",0,0.987786186485718,0.00310672952851163
"M1","H16N3","triad",0,0.988283029045795,0.00310698245879326
"M1","H16N3","pseaac",0,0.987829246916777,0.00283467135603906
"M1","H17N10","two_mer",1,0.991100382802671,0.00156346120763362
"M1","H17N10","CTDc",0,0.987977470105525,0.00192255087673635
"M1","H17N10","CTDd",0,0.989192084466899,0.00252592717695214
"M1","H17N10","CTDt",0,0.988321822023375,0.00362914435342509
"M1","H17N10","triad",0,0.989028012951319,0.00230550183899855
"M1","H17N10","pseaac",0,0.988444074010607,0.00252437357422957
"M1","H18N11","two_mer",0.2234,0.990313064951904,0.00270168111201465
"M1","H18N11","CTDc",0.1304,0.987643062220056,0.00271356357190056
"M1","H18N11","CTDd",0.1524,0.988547892006587,0.00237012685275531
"M1","H18N11","CTDt",0.1475,0.989042962180811,0.00229721142197579
"M1","H18N11","triad",0.1918,0.988520878653604,0.0026905347572484
"M1","H18N11","pseaac",0.1546,0.988827721968566,0.00344012319831096
"M1","H1N1","two_mer",0.54,0.980561115825791,0.00959787458450549
"M1","H1N1","CTDc",0.0645,0.978000888073485,0.0102161992905293
"M1","H1N1","CTDd",0.0538,0.97685400293163,0.0104316153395223
"M1","H1N1","CTDt",0.0236,0.977705004888072,0.00972868523270538
"M1","H1N1","triad",0.2126,0.979395308354396,0.00753804941089801
"M1","H1N1","pseaac",0.1055,0.979402925510241,0.00862235235522591
"M1","H1N2","two_mer",0.9716,0.989899999765681,0.00316050484201114
"M1","H1N2","CTDc",0,0.98598456382947,0.00362131989676291
"M1","H1N2","CTDd",0,0.987160403107791,0.00445881571065392
"M1","H1N2","CTDt",0,0.987525840817338,0.00305054952255283
"M1","H1N2","triad",0.0284,0.987891606753099,0.00507179430463188
"M1","H1N2","pseaac",0,0.987846876790744,0.00393091530875738
"M1","H3N2","two_mer",0.9419,0.991478524478326,0.00146895302546633
"M1","H3N2","CTDc",7e-04,0.987701121760431,0.0029445912013779
"M1","H3N2","CTDd",0,0.989603564737457,0.00264039982373165
"M1","H3N2","CTDt",0,0.988537175760716,0.00194947235570077
"M1","H3N2","triad",0.0575,0.98881471263979,0.00299666402863022
"M1","H3N2","pseaac",0,0.988617271818906,0.00235718078857784
"M1","H3N6","two_mer",0.8852,0.990919041835602,0.00150219168050574
"M1","H3N6","CTDc",0.0029,0.98697700901634,0.00213114606261501
"M1","H3N6","CTDd",0.0077,0.989022483206932,0.00267117000829583
"M1","H3N6","CTDt",0,0.98854028984464,0.00236704107772042
"M1","H3N6","triad",0.0902,0.989351269471447,0.00317286439594828
"M1","H3N6","pseaac",0.0141,0.988781296422953,0.00184535916357237
"M1","H3N8","two_mer",0.9592,0.990107069800581,0.00309565796264674
"M1","H3N8","CTDc",0,0.986826600065296,0.00227174030644947
"M1","H3N8","CTDd",0,0.988799945670739,0.00393454849603841
"M1","H3N8","CTDt",0,0.988408379321556,0.00301172148383834
"M1","H3N8","triad",0.0408,0.9885929782545,0.00299125945405295
"M1","H3N8","pseaac",0,0.988025608225815,0.00277998583598288
"M1","H4N2","two_mer",0.8644,0.990070105405138,0.00433830746035708
"M1","H4N2","CTDc",1e-04,0.986487850887962,0.00497697117103779
"M1","H4N2","CTDd",0.0076,0.987996193991885,0.00412748724695313
"M1","H4N2","CTDt",0,0.987873239095985,0.0041874295946572
"M1","H4N2","triad",0.1071,0.988616888115168,0.00472793087437371
"M1","H4N2","pseaac",0.0208,0.987352395489149,0.00396480640429762
"M1","H4N6","two_mer",1,0.990918804086492,0.00303652761094941
"M1","H4N6","CTDc",0,0.987244014174122,0.00431370956733771
"M1","H4N6","CTDd",0,0.988867902192769,0.00401630986122521
"M1","H4N6","CTDt",0,0.988807692688978,0.00367185272545826
"M1","H4N6","triad",0,0.988636250989344,0.00292202542352103
"M1","H4N6","pseaac",0,0.988625821625422,0.00220022869363168
"M1","H5N1","two_mer",0.9734,0.991969229837229,0.00438127010728598
"M1","H5N1","CTDc",0,0.988591242973329,0.00442076006767457
"M1","H5N1","CTDd",0,0.99053132494185,0.00343305957446595
"M1","H5N1","CTDt",0,0.989974106521016,0.00346228428645363
"M1","H5N1","triad",0.0266,0.989873179242542,0.00318345048069089
"M1","H5N1","pseaac",0,0.989835097351089,0.00410274639468092
"M1","H5N2","two_mer",0.8068,0.990364204527917,0.00478583402068666
"M1","H5N2","CTDc",0.01,0.987151802609394,0.00494565913724127
"M1","H5N2","CTDd",0.0234,0.988810676959497,0.00517201884937114
"M1","H5N2","CTDt",9e-04,0.988783453374172,0.00502039131289292
"M1","H5N2","triad",0.1199,0.98861337968067,0.00511455546796216
"M1","H5N2","pseaac",0.039,0.988623849573207,0.00474605130440621
"M1","H5N3","two_mer",0.8622,0.990648910521675,0.00158198932273609
"M1","H5N3","CTDc",0.0038,0.987296403988128,0.00359065460208018
"M1","H5N3","CTDd",0.0114,0.988757612449032,0.001854732363525
"M1","H5N3","CTDt",0,0.988510016380611,0.00327925243785303
"M1","H5N3","triad",0.0904,0.988767842031936,0.000872024871908547
"M1","H5N3","pseaac",0.0322,0.988599742480443,0.00280067855749126
"M1","H5N5","two_mer",0.977,0.990714000739849,0.00224450185061778
"M1","H5N5","CTDc",0,0.987556073080329,0.00238703877194545
"M1","H5N5","CTDd",0,0.988647744611417,0.00227703182912777
"M1","H5N5","CTDt",0,0.988594402217598,0.00212279938049957
"M1","H5N5","triad",0.023,0.988206374627222,0.00206486947662102
"M1","H5N5","pseaac",0,0.988298809344466,0.00314036005524862
"M1","H5N6","two_mer",0.5088,0.989955709984453,0.00146646107848746
"M1","H5N6","CTDc",0.0463,0.986680913397465,0.00246230966823751
"M1","H5N6","CTDd",0.097,0.988618248977049,0.00190847071028318
"M1","H5N6","CTDt",0.0683,0.988456954872714,0.00117471933262622
"M1","H5N6","triad",0.1798,0.988389766748703,0.000965483997506139
"M1","H5N6","pseaac",0.0999,0.988411102186458,0.000933010606355908
"M1","H5N8","two_mer",0.9653,0.989725107572689,0.00827888109187534
"M1","H5N8","CTDc",0,0.985927599511616,0.00862898164338529
"M1","H5N8","CTDd",0,0.987463470009071,0.0091248206004483
"M1","H5N8","CTDt",0,0.987621842679736,0.00809025770443114
"M1","H5N8","triad",0.0333,0.987460199176338,0.00933039631493705
"M1","H5N8","pseaac",0.0015,0.987225963205704,0.00814843576052626
"M1","H6N1","two_mer",0.8741,0.989862065284695,0.00238794214130356
"M1","H6N1","CTDc",0.0082,0.986695543935243,0.00367353188081541
"M1","H6N1","CTDd",0.0039,0.988523187832202,0.00289999114146749
"M1","H6N1","CTDt",0,0.988675666474642,0.00344493740712462
"M1","H6N1","triad",0.0921,0.988105442175227,0.00251856163021892
"M1","H6N1","pseaac",0.0217,0.988681245831435,0.00307338175015558
"M1","H6N2","two_mer",0.8576,0.989990088478523,0.00224300976543446
"M1","H6N2","CTDc",5e-04,0.987095376565849,0.00237615128446008
"M1","H6N2","CTDd",0.0093,0.988356234740727,0.00314971193344797
"M1","H6N2","CTDt",0,0.988191742035591,0.00290540420157568
"M1","H6N2","triad",0.1113,0.988581135395217,0.0019375388988012
"M1","H6N2","pseaac",0.0213,0.988126053163388,0.00184998741176056
"M1","H6N6","two_mer",0.976,0.991222426798335,0.00413178634036267
"M1","H6N6","CTDc",1e-04,0.987268350617277,0.00476046334091606
"M1","H6N6","CTDd",0,0.989208594691571,0.0039784673962154
"M1","H6N6","CTDt",0,0.988689111350523,0.00442046304109269
"M1","H6N6","triad",0.0238,0.988953350754176,0.00447382369053673
"M1","H6N6","pseaac",0,0.988338829133178,0.00421628808280544
"M1","H7N1","two_mer",0.8393,0.990127982947576,0.00296844159903403
"M1","H7N1","CTDc",0.0078,0.986794372085797,0.00306762567612125
"M1","H7N1","CTDd",0.0365,0.988448247670383,0.0027992818332424
"M1","H7N1","CTDt",0.0022,0.987936349104748,0.00277995391021645
"M1","H7N1","triad",0.0865,0.988248533200858,0.00346123286317893
"M1","H7N1","pseaac",0.0278,0.988055935787431,0.00423844916344293
"M1","H7N3","two_mer",0.9565,0.990894170542648,0.00417751165994888
"M1","H7N3","CTDc",0,0.986954828048205,0.00426421630124796
"M1","H7N3","CTDd",0,0.988714536727991,0.00506188639746173
"M1","H7N3","CTDt",0,0.988381710081272,0.00465979638496366
"M1","H7N3","triad",0.0435,0.988526747159603,0.00524177140439931
"M1","H7N3","pseaac",0,0.988326007984786,0.00353059643573056
"M1","H7N7","two_mer",0.9031,0.989534532998079,0.00160062657264746
"M1","H7N7","CTDc",0.0159,0.98705655022795,0.00392848104817011
"M1","H7N7","CTDd",0,0.987323611249856,0.00378920523617534
"M1","H7N7","CTDt",0,0.987664304990373,0.00322917251997038
"M1","H7N7","triad",0.0761,0.987661791544157,0.00350275136859127
"M1","H7N7","pseaac",0.0048,0.987771399865436,0.00395912329430377
"M1","H7N9","two_mer",0.9528,0.990406605540402,0.00366980190531454
"M1","H7N9","CTDc",0,0.987074143664748,0.00307925129019724
"M1","H7N9","CTDd",0,0.988123771900674,0.00415132219292462
"M1","H7N9","CTDt",0,0.988722199438473,0.0040673827440695
"M1","H7N9","triad",0.0445,0.988157521481588,0.00508719441783497
"M1","H7N9","pseaac",0.0026,0.988622450418311,0.0033597831488635
"M1","H9N2","two_mer",1,0.991586050914064,0.0021209010257413
"M1","H9N2","CTDc",0,0.989039331121616,0.00318864621100202
"M1","H9N2","CTDd",0,0.990544394620748,0.00292281838491994
"M1","H9N2","CTDt",0,0.989761212584214,0.00280893269566595
"M1","H9N2","triad",0,0.990076993674983,0.00218562844271299
"M1","H9N2","pseaac",0,0.989968778882372,0.00264528917639347
"NA","H10N7","two_mer",0.414,0.992789469761005,0.00270599153799222
"NA","H10N7","CTDc",0.0073,0.991219824379731,0.0022752507596224
"NA","H10N7","CTDd",0.0039,0.990259272179078,0.00387158882672321
"NA","H10N7","CTDt",0.0728,0.992654691813378,0.00266130084851755
"NA","H10N7","triad",0.4892,0.992267734207346,0.00358502350697558
"NA","H10N7","pseaac",0.0128,0.99083761399186,0.00426854185084036
"NA","H16N3","two_mer",0.4012,0.9918893690768,0.00297863244043765
"NA","H16N3","CTDc",0.0248,0.991570111814159,0.00199590633654635
"NA","H16N3","CTDd",0.0011,0.989879963028884,0.00258239007023356
"NA","H16N3","CTDt",0.1162,0.993342282581273,0.00246474455433863
"NA","H16N3","triad",0.4384,0.99189743000066,0.00210179827062961
"NA","H16N3","pseaac",0.0183,0.991070100793299,0.00206138448570988
"NA","H17N10","two_mer",0.3818,0.993005889512787,0.00166413840010697
"NA","H17N10","CTDc",0.0253,0.991991211724007,0.00150014199101083
"NA","H17N10","CTDd",0,0.99048170346529,0.00221956077482956
"NA","H17N10","CTDt",0.0656,0.99271211918719,0.00321981101572737
"NA","H17N10","triad",0.5159,0.992155708066478,0.00194880708013882
"NA","H17N10","pseaac",0.0115,0.991317659136982,0.00112168462204045
"NA","H18N11","two_mer",0.3665,0.991458056196314,0.0015161045937422
"NA","H18N11","CTDc",0.0396,0.99145541113468,0.00238535096669361
"NA","H18N11","CTDd",0,0.989464424549799,0.00189905861760203
"NA","H18N11","CTDt",0.0914,0.992399541844064,0.00140547818853937
"NA","H18N11","triad",0.4805,0.992310684265311,0.00251255400340806
"NA","H18N11","pseaac",0.022,0.990467626509682,0.00236415647459589
"NA","H1N1","two_mer",0.2009,0.984092000472937,0.00434021115264625
"NA","H1N1","CTDc",0.0083,0.982811519980278,0.00539114206681557
"NA","H1N1","CTDd",0.0099,0.983140031147354,0.00462185144088607
"NA","H1N1","CTDt",0.0357,0.984961790795066,0.00725423134762
"NA","H1N1","triad",0.4658,0.985526269694092,0.00421285084977847
"NA","H1N1","pseaac",0.2794,0.984630912316986,0.00491596558823542
"NA","H1N2","two_mer",0.3378,0.991868723715322,0.000669356955954914
"NA","H1N2","CTDc",0.0265,0.991531308377931,0.00294400282177462
"NA","H1N2","CTDd",0.0041,0.989953159707233,0.00159047724083808
"NA","H1N2","CTDt",0.1444,0.992822316863183,0.00154268806198886
"NA","H1N2","triad",0.474,0.991608226026194,0.00163668403162335
"NA","H1N2","pseaac",0.0132,0.99018700996797,0.00230784387068926
"NA","H3N2","two_mer",0.4415,0.991178575600302,0.0035314990191714
"NA","H3N2","CTDc",0.02,0.990831014600351,0.00405588576728404
"NA","H3N2","CTDd",0,0.989089481613283,0.00305730511892747
"NA","H3N2","CTDt",0.1646,0.991907533034332,0.00298510776876355
"NA","H3N2","triad",0.3306,0.990447778921716,0.00314879424524255
"NA","H3N2","pseaac",0.0432,0.990653805452441,0.00221477746765199
"NA","H3N6","two_mer",0.3033,0.991936040631988,0.00159763073673298
"NA","H3N6","CTDc",0.017,0.992040396557761,0.00223758664858063
"NA","H3N6","CTDd",3e-04,0.990304955871729,0.00107639500256033
"NA","H3N6","CTDt",0.1589,0.993145707455925,0.00138013669192993
"NA","H3N6","triad",0.4961,0.992397850540859,0.00190550606301645
"NA","H3N6","pseaac",0.0242,0.99097682207763,0.00134276647885128
"NA","H3N8","two_mer",0.3936,0.992135976423738,0.00228368979414351
"NA","H3N8","CTDc",0.0268,0.992141060915472,0.00257944540663049
"NA","H3N8","CTDd",0.0031,0.990508773337041,0.00426330038930558
"NA","H3N8","CTDt",0.1393,0.993437691068653,0.00223995736401399
"NA","H3N8","triad",0.4164,0.992426660350472,0.00322504020877068
"NA","H3N8","pseaac",0.0208,0.99134606828129,0.00218335320065539
"NA","H4N2","two_mer",0.4097,0.991906173262476,0.00462859369449154
"NA","H4N2","CTDc",0.0212,0.992069919312615,0.00217072900115294
"NA","H4N2","CTDd",0.0031,0.990357282048194,0.00350378954104725
"NA","H4N2","CTDt",0.0945,0.993319860502624,0.00296958389948443
"NA","H4N2","triad",0.451,0.992577310424953,0.00347232121075629
"NA","H4N2","pseaac",0.0205,0.991492367320223,0.00286527315450942
"NA","H4N6","two_mer",0.3892,0.992613747905629,0.00244248890315943
"NA","H4N6","CTDc",0.0164,0.991596574382287,0.00146257648644274
"NA","H4N6","CTDd",0.0073,0.990220826023968,0.00248824072493634
"NA","H4N6","CTDt",0.1502,0.993406414007677,0.00175044085201169
"NA","H4N6","triad",0.4197,0.992442986039158,0.00301166849660689
"NA","H4N6","pseaac",0.0172,0.990997666592741,0.00298882763781884
"NA","H5N1","two_mer",0.5805,0.994617960346936,0.00427163913482956
"NA","H5N1","CTDc",0.0159,0.993643971612728,0.00456783638649633
"NA","H5N1","CTDd",0.0052,0.992383208943126,0.00478510780624067
"NA","H5N1","CTDt",0.0481,0.994334401186412,0.00335798893360675
"NA","H5N1","triad",0.3341,0.99461358758855,0.00358240506055884
"NA","H5N1","pseaac",0.0162,0.992939270338946,0.00439448145727515
"NA","H5N2","two_mer",0.3658,0.992665373818502,0.00221645406174898
"NA","H5N2","CTDc",0,0.992074162212517,0.00297192220152545
"NA","H5N2","CTDd",0,0.990763987437338,0.00385157552949174
"NA","H5N2","CTDt",0.0973,0.993498391510364,0.00172085848933823
"NA","H5N2","triad",0.5369,0.992702450404984,0.00239139032142341
"NA","H5N2","pseaac",0,0.991292195292945,0.00447776914396029
"NA","H5N3","two_mer",0.393,0.99144360092195,0.00133522120549443
"NA","H5N3","CTDc",0.0392,0.991494756387113,0.00130541570622327
"NA","H5N3","CTDd",0.0039,0.989856057580652,0.00203166985605314
"NA","H5N3","CTDt",0.1216,0.992265857224956,0.000860901222832713
"NA","H5N3","triad",0.4181,0.99164882404891,0.00172191917352495
"NA","H5N3","pseaac",0.0242,0.990535852759692,0.00141070205694986
"NA","H5N5","two_mer",0.44,0.99182531114187,0.00400012629777621
"NA","H5N5","CTDc",0.0124,0.990894671100881,0.00256330329017364
"NA","H5N5","CTDd",0,0.989770577931403,0.00345756908109115
"NA","H5N5","CTDt",0.0916,0.992532679857098,0.00267640217445117
"NA","H5N5","triad",0.4296,0.992073373870913,0.00338049648113025
"NA","H5N5","pseaac",0.0265,0.990940480762015,0.00323426950077441
"NA","H5N6","two_mer",0.3445,0.991968918790401,0.00333909503810182
"NA","H5N6","CTDc",0.0237,0.991821543511555,0.00229149092881671
"NA","H5N6","CTDd",0.0039,0.99011595091865,0.00283052292449123
"NA","H5N6","CTDt",0.1293,0.993162138176921,0.00139629486215182
"NA","H5N6","triad",0.4801,0.992295971174226,0.00284723130788926
"NA","H5N6","pseaac",0.0184,0.99077497245598,0.00235183671462449
"NA","H5N8","two_mer",0.4102,0.992429403036709,0.00618839202737281
"NA","H5N8","CTDc",0.0236,0.99199004751713,0.0053226187554687
"NA","H5N8","CTDd",1e-04,0.990684342078491,0.0066354159104107
"NA","H5N8","CTDt",0.0948,0.993018665189026,0.00467145307591854
"NA","H5N8","triad",0.4551,0.992027514299603,0.00515586435915465
"NA","H5N8","pseaac",0.0162,0.991231023482219,0.00589458902539697
"NA","H6N1","two_mer",0.2697,0.991361563530198,0.0039068598984385
"NA","H6N1","CTDc",0,0.991239445301461,0.00249183264823519
"NA","H6N1","CTDd",0,0.989001754446208,0.00408023469911097
