"PROT","HOLD","FEAT","IMP","value","sd"
"NA","H6N1","CTDt",0.0641,0.992410627476777,0.00272210063241044
"NA","H6N1","triad",0.6609,0.992173661456711,0.00221915574017961
"NA","H6N1","pseaac",0.0053,0.990242605244557,0.00294045021511096
"NA","H6N2","two_mer",0.463,0.992187985452451,0.00408046170361465
"NA","H6N2","CTDc",0.0323,0.991796710392889,0.00238443352748488
"NA","H6N2","CTDd",0.0028,0.989754086518114,0.00441874862297025
"NA","H6N2","CTDt",0.1113,0.993148305323189,0.0021885412235414
"NA","H6N2","triad",0.3806,0.992177773776019,0.00403915247143398
"NA","H6N2","pseaac",0.01,0.990855681376447,0.00348399220148758
"NA","H6N6","two_mer",0.3864,0.992693412334613,0.00272249435430652
"NA","H6N6","CTDc",0.0195,0.991909301427074,0.00317364557704852
"NA","H6N6","CTDd",0,0.990794814791846,0.00279523114533742
"NA","H6N6","CTDt",0.0777,0.993138732558416,0.00254311031341844
"NA","H6N6","triad",0.5029,0.992590080057346,0.00160615650458904
"NA","H6N6","pseaac",0.0135,0.991250487166184,0.00310645811866621
"NA","H7N1","two_mer",0.3523,0.991620152565632,0.00555835634117084
"NA","H7N1","CTDc",0.0225,0.991741107387894,0.003602291370278
"NA","H7N1","CTDd",8e-04,0.98990869012094,0.00477465582691648
"NA","H7N1","CTDt",0.093,0.992880576759691,0.00328940691297894
"NA","H7N1","triad",0.5149,0.99232230463896,0.00457562103439383
"NA","H7N1","pseaac",0.0165,0.990811635903414,0.00386115334680672
"NA","H7N3","two_mer",0.3509,0.99168041277566,0.00321789770110081
"NA","H7N3","CTDc",7e-04,0.990889463741007,0.00275666491917509
"NA","H7N3","CTDd",0,0.989329484456604,0.00339769859968201
"NA","H7N3","CTDt",0.0756,0.992170347947892,0.00246317504135558
"NA","H7N3","triad",0.57,0.992367824406239,0.00238886455775659
"NA","H7N3","pseaac",0.0027,0.990357581090031,0.00263197768481413
"NA","H7N7","two_mer",0.3741,0.992163839427101,0.00303040912114855
"NA","H7N7","CTDc",0.0198,0.991043679459282,0.00329525302628319
"NA","H7N7","CTDd",0.0025,0.990216223046238,0.00349487644216302
"NA","H7N7","CTDt",0.1155,0.992413295191029,0.00253495153759072
"NA","H7N7","triad",0.4735,0.991932289343567,0.00264050554463771
"NA","H7N7","pseaac",0.0147,0.990770368959854,0.00306190350565701
"NA","H7N9","two_mer",0.3991,0.991948202044155,0.00396582640553835
"NA","H7N9","CTDc",0.0228,0.991178831412706,0.00377047178409882
"NA","H7N9","CTDd",0,0.990420669604648,0.00425974681567623
"NA","H7N9","CTDt",0.0666,0.992197350613934,0.00327178429352416
"NA","H7N9","triad",0.5005,0.99160950943723,0.00404051427211392
"NA","H7N9","pseaac",0.011,0.990844430605403,0.004525578081632
"NA","H9N2","two_mer",0.4376,0.993434859093149,0.00220861993925146
"NA","H9N2","CTDc",0.0197,0.993165703249147,0.00191329207084335
"NA","H9N2","CTDd",0,0.991774682883711,0.00268146396594232
"NA","H9N2","CTDt",0.1563,0.993697962828076,0.0022289289090894
"NA","H9N2","triad",0.3558,0.9925223939891,0.00225920773013331
"NA","H9N2","pseaac",0.0306,0.992452179743253,0.00144402208081665
"NP","H10N7","two_mer",0.6383,0.992624041587284,0.00298801733849849
"NP","H10N7","CTDc",0.0049,0.991284025552799,0.00254600830435536
"NP","H10N7","CTDd",0.0086,0.991283060517669,0.00219711854636444
"NP","H10N7","CTDt",0.0164,0.992018804265058,0.00300073676082579
"NP","H10N7","triad",0.3319,0.993191004960114,0.00263647919837693
"NP","H10N7","pseaac",0,0.991153422706019,0.00298371557042211
"NP","H16N3","two_mer",0.6694,0.992757700585085,0.0023052133065305
"NP","H16N3","CTDc",0.0095,0.991537916969262,0.00218350174165853
"NP","H16N3","CTDd",0.0058,0.991508111991164,0.00255385674299479
"NP","H16N3","CTDt",0.0072,0.992455743836941,0.00260353272189965
"NP","H16N3","triad",0.3081,0.993448488297713,0.00257285302648125
"NP","H16N3","pseaac",0,0.991265853870472,0.00110398121796467
"NP","H17N10","two_mer",0.6399,0.992972679294846,0.00227152170600064
"NP","H17N10","CTDc",0.0066,0.99166296294825,0.00269530635381977
"NP","H17N10","CTDd",0.0063,0.991350851146401,0.0026166055887558
"NP","H17N10","CTDt",0.0051,0.992132938318653,0.00210899736551124
"NP","H17N10","triad",0.3421,0.993522789226733,0.00187907780259281
"NP","H17N10","pseaac",0,0.99089050590681,0.00337885350315849
"NP","H18N11","two_mer",0.7816,0.992561197035626,0.00197673643667866
"NP","H18N11","CTDc",0,0.990822935026778,0.00312987509022788
"NP","H18N11","CTDd",0.0047,0.990722096004931,0.00254155665321438
"NP","H18N11","CTDt",0.0203,0.991741389224987,0.00219479701107592
"NP","H18N11","triad",0.1933,0.993024056342415,0.00188538179374546
"NP","H18N11","pseaac",0,0.990997900234825,0.00269578505137262
"NP","H1N1","two_mer",0.6614,0.985033257127387,0.00725228792742356
"NP","H1N1","CTDc",0.0333,0.985927121119977,0.00361134130623323
"NP","H1N1","CTDd",0,0.985002890261811,0.00527896091147147
"NP","H1N1","CTDt",0.015,0.984472613225598,0.00695401670167432
"NP","H1N1","triad",0.2903,0.987089675743433,0.00512246310117009
"NP","H1N1","pseaac",0,0.98469021208397,0.0060893315973567
"NP","H1N2","two_mer",0.7873,0.99242050319024,0.00216470700469937
"NP","H1N2","CTDc",0.0189,0.991051282670164,0.000901144068298194
"NP","H1N2","CTDd",0,0.990552819253369,0.00246682526086045
"NP","H1N2","CTDt",0.0038,0.991355329293867,0.00186541408187668
"NP","H1N2","triad",0.19,0.992998252926413,0.00167275459276039
"NP","H1N2","pseaac",0,0.99033031090757,0.00216466645757531
"NP","H3N2","two_mer",0.6641,0.991613872529331,0.00261590987790248
"NP","H3N2","CTDc",0.0409,0.990583999933322,0.00288777757201894
"NP","H3N2","CTDd",0.0034,0.989752593456975,0.00178512809137104
"NP","H3N2","CTDt",0.0055,0.990843386571527,0.0039048167400386
"NP","H3N2","triad",0.2861,0.992564922817007,0.00367138869672642
"NP","H3N2","pseaac",0,0.989229039850627,0.00375514250076117
"NP","H3N6","two_mer",0.7435,0.993295958904173,0.00266288285304983
"NP","H3N6","CTDc",0.0059,0.991681502929264,0.00286214717385268
"NP","H3N6","CTDd",0.0028,0.991597196769834,0.00221236060139687
"NP","H3N6","CTDt",0.0127,0.992614736027163,0.0023369345478124
"NP","H3N6","triad",0.2335,0.993207788281777,0.00328396204910269
"NP","H3N6","pseaac",0.0014,0.99204590619153,0.0023871277345168
"NP","H3N8","two_mer",0.9957,0.993294595250736,0.0036687761106932
"NP","H3N8","CTDc",0,0.991495107340453,0.00344302814784435
"NP","H3N8","CTDd",0,0.991594105716522,0.00408956698624202
"NP","H3N8","CTDt",0,0.992426462488295,0.00344558193765805
"NP","H3N8","triad",0.0043,0.992459144786976,0.00374098515761414
"NP","H3N8","pseaac",0,0.991249831292316,0.00419371449975983
"NP","H4N2","two_mer",0.6831,0.992808858165434,0.00298028176420792
"NP","H4N2","CTDc",0.0113,0.991049051145633,0.00226553100714687
"NP","H4N2","CTDd",0.0107,0.991096744121776,0.00267654429619567
"NP","H4N2","CTDt",0.0069,0.991849710987641,0.00326791103706568
"NP","H4N2","triad",0.288,0.992882876621466,0.0033340694683954
"NP","H4N2","pseaac",0,0.99099730665247,0.00267652597461253
"NP","H4N6","two_mer",0.6561,0.993002297020035,0.00188168585813745
"NP","H4N6","CTDc",0.0181,0.991739283821382,0.00227742408901229
"NP","H4N6","CTDd",0,0.991492056737202,0.00192730880239574
"NP","H4N6","CTDt",0.0123,0.992240811835751,0.00277187197039483
"NP","H4N6","triad",0.3135,0.993347807152665,0.00268359624690972
"NP","H4N6","pseaac",0,0.991083912502493,0.00259812871328808
"NP","H5N1","two_mer",0.633,0.994720650625425,0.00310039069257974
"NP","H5N1","CTDc",0.0303,0.993053175809313,0.00348705752377646
"NP","H5N1","CTDd",0.0222,0.993599650326834,0.00272346253845973
"NP","H5N1","CTDt",0.0327,0.993894377154919,0.00370407661789487
"NP","H5N1","triad",0.2816,0.994120295392072,0.00420637912809006
"NP","H5N1","pseaac",1e-04,0.992938729348869,0.00379528776101363
"NP","H5N2","two_mer",0.7104,0.992962123180289,0.00298662012717148
"NP","H5N2","CTDc",0.0066,0.99052965298638,0.00404682670591925
"NP","H5N2","CTDd",0,0.990734786429136,0.00553451039381295
"NP","H5N2","CTDt",0.0078,0.991795058639925,0.00393427318407411
"NP","H5N2","triad",0.2752,0.992783043204474,0.00315742757340951
"NP","H5N2","pseaac",0,0.990293720738258,0.00481683827536452
"NP","H5N3","two_mer",0.6778,0.993111394660832,0.00102776575844819
"NP","H5N3","CTDc",0.0173,0.991736978311319,0.00169482566259009
"NP","H5N3","CTDd",0.0124,0.991881049771121,0.00169222921333731
"NP","H5N3","CTDt",0.0083,0.992574733283157,0.00132318970272788
"NP","H5N3","triad",0.2842,0.993607613138371,0.0013585936910297
"NP","H5N3","pseaac",0,0.991454277198146,0.000910249118459648
"NP","H5N5","two_mer",0.6862,0.992553080540844,0.00206266866044922
"NP","H5N5","CTDc",0.0338,0.991477976827635,0.00349426768231607
"NP","H5N5","CTDd",0.0018,0.990983451516525,0.00259687842936884
"NP","H5N5","CTDt",0.0104,0.991657954690262,0.0026775749933228
"NP","H5N5","triad",0.2679,0.992835006718743,0.00259418381081541
"NP","H5N5","pseaac",0,0.990831233699214,0.00302477901239436
"NP","H5N6","two_mer",0.7203,0.992470368007022,0.00162127811110307
"NP","H5N6","CTDc",0,0.990700445855919,0.00310086935636814
"NP","H5N6","CTDd",0.0175,0.990929611687284,0.00219212149865526
"NP","H5N6","CTDt",0.0173,0.991765914174844,0.00193423551097784
"NP","H5N6","triad",0.2449,0.993127762689965,0.00129655962228981
"NP","H5N6","pseaac",0,0.991036485560429,0.00189246461077213
"NP","H5N8","two_mer",0.6925,0.992961037131682,0.0042651230329345
"NP","H5N8","CTDc",0.0104,0.991780971217737,0.00412822051982516
"NP","H5N8","CTDd",0.0019,0.991520932111989,0.0036340185723715
"NP","H5N8","CTDt",0.0099,0.992486371674291,0.00451092856433797
"NP","H5N8","triad",0.2854,0.993183942361141,0.00469102372031381
"NP","H5N8","pseaac",0,0.991319297014789,0.00443345691467092
"NP","H6N1","two_mer",0.7171,0.992438002488812,0.00228544229842207
"NP","H6N1","CTDc",0.0079,0.990909020966684,0.00262981150465475
"NP","H6N1","CTDd",0,0.990595664040717,0.00188415815810766
"NP","H6N1","CTDt",0.0129,0.99163121165705,0.00259109736985947
"NP","H6N1","triad",0.262,0.992913728061845,0.00214607613331392
"NP","H6N1","pseaac",0,0.990827875426781,0.00191999048140525
"NP","H6N2","two_mer",0.6039,0.992598886986691,0.00203993878007788
"NP","H6N2","CTDc",0.004,0.991176265436053,0.00258682279879508
"NP","H6N2","CTDd",0.0126,0.990860040820015,0.00297077597219898
"NP","H6N2","CTDt",0.0118,0.992088142874035,0.00150770339214617
"NP","H6N2","triad",0.3677,0.993123264913042,0.000986407596100171
"NP","H6N2","pseaac",0,0.991114646261795,0.002681597942976
"NP","H6N6","two_mer",0.9278,0.993682140034676,0.00367705850803343
"NP","H6N6","CTDc",0,0.991892959381201,0.00425649393409242
"NP","H6N6","CTDd",0,0.991974894886258,0.00410924479709876
"NP","H6N6","CTDt",0,0.992657123968537,0.00383731900888402
"NP","H6N6","triad",0.0722,0.994180076240446,0.00368377893874156
"NP","H6N6","pseaac",0,0.992220779665026,0.00379994706464836
"NP","H7N1","two_mer",0.7451,0.993358942010217,0.00327728797312959
"NP","H7N1","CTDc",0.0209,0.991776599253319,0.00417580515967625
"NP","H7N1","CTDd",0.0042,0.991833475718961,0.00388199351903688
"NP","H7N1","CTDt",0.0059,0.992562481093333,0.00471478809648494
"NP","H7N1","triad",0.2239,0.99301938491616,0.00360972905863647
"NP","H7N1","pseaac",0,0.991333765172471,0.00505579300394186
"NP","H7N3","two_mer",0.8737,0.992360586232983,0.00317513051662896
"NP","H7N3","CTDc",0,0.990938267860911,0.00182361394131978
"NP","H7N3","CTDd",0,0.990222760180949,0.00372419387467527
"NP","H7N3","CTDt",0,0.991449024416881,0.00322086685888098
"NP","H7N3","triad",0.1263,0.99293884040208,0.00370681277189071
"NP","H7N3","pseaac",0,0.990454490857538,0.00243826996461906
"NP","H7N7","two_mer",0.8257,0.992381181735277,0.00356191665706369
"NP","H7N7","CTDc",0,0.989875938145679,0.0049293986950682
"NP","H7N7","CTDd",0,0.990368440862757,0.00474405230372595
"NP","H7N7","CTDt",0,0.990801408496519,0.00490741203312601
"NP","H7N7","triad",0.1743,0.992797413061328,0.00326798951773512
"NP","H7N7","pseaac",0,0.990644202831395,0.00519121700855714
"NP","H7N9","two_mer",0.9889,0.992646901277784,0.00313562563033947
"NP","H7N9","CTDc",0,0.990673430432032,0.00464554199025492
"NP","H7N9","CTDd",0,0.990899626081676,0.00286988612382325
"NP","H7N9","CTDt",0,0.991640575344367,0.00333341138375605
"NP","H7N9","triad",0.0111,0.992566084836815,0.0024575485799674
"NP","H7N9","pseaac",0,0.990952358199945,0.00299579012979952
"NP","H9N2","two_mer",0.7991,0.994367192127255,0.00202916073390559
"NP","H9N2","CTDc",0.015,0.99280365405125,0.00317157839624141
"NP","H9N2","CTDd",0,0.991881325372765,0.00359127738356086
"NP","H9N2","CTDt",0.0043,0.993318461208885,0.00243808395909469
"NP","H9N2","triad",0.1816,0.993881013935144,0.00277608408279738
"NP","H9N2","pseaac",0,0.992473114646507,0.00275774451684824
"NS1","H10N7","two_mer",0.3052,0.992238558859613,0.00266323602359593
"NS1","H10N7","CTDc",0,0.99101361784414,0.00236914985536172
"NS1","H10N7","CTDd",0,0.991456390628008,0.00243407813433587
"NS1","H10N7","CTDt",0.0092,0.99091460925368,0.00256299585258038
"NS1","H10N7","triad",0.6857,0.992233005024009,0.00236002656271159
"NS1","H10N7","pseaac",0,0.98958579019524,0.00443361045151252
"NS1","H16N3","two_mer",0.3081,0.992753105481363,0.00386196637866841
"NS1","H16N3","CTDc",0.0572,0.992392552075087,0.00419287109117518
"NS1","H16N3","CTDd",0.0568,0.992753840839829,0.00385005396813011
"NS1","H16N3","CTDt",0.0865,0.992481338319062,0.00306230028769289
"NS1","H16N3","triad",0.4915,0.992995804472805,0.00344825315029798
"NS1","H16N3","pseaac",0,0.990827591212339,0.00373501979041317
"NS1","H17N10","two_mer",0.3084,0.992766108480375,0.00355159035769971
"NS1","H17N10","CTDc",0.0451,0.991902839376492,0.00427123867174072
"NS1","H17N10","CTDd",0.0791,0.992532868861174,0.00389709154102327
"NS1","H17N10","CTDt",0.0802,0.991984995163612,0.00371666547455769
"NS1","H17N10","triad",0.4872,0.992845869064599,0.00366005718855139
"NS1","H17N10","pseaac",0,0.990404304981807,0.00411887413297608
"NS1","H18N11","two_mer",0.2515,0.992063427884175,0.00105644049312614
"NS1","H18N11","CTDc",0.1267,0.992030893377268,0.00139455474832358
"NS1","H18N11","CTDd",0.1261,0.99242532499392,0.000970629025258122
"NS1","H18N11","CTDt",0.1421,0.99167208194244,0.0013716541895369
"NS1","H18N11","triad",0.2975,0.992240556627531,0.00080342100803494
"NS1","H18N11","pseaac",0.0562,0.990295098007462,0.00140428530680494
"NS1","H1N1","two_mer",0.3636,0.986295468692452,0.0111912612032798
"NS1","H1N1","CTDc",0.0454,0.985943406509914,0.00845238983802063
"NS1","H1N1","CTDd",0,0.985499853486511,0.00812276213117442
"NS1","H1N1","CTDt",0.1707,0.985161721289161,0.00703648014842808
"NS1","H1N1","triad",0.4203,0.985972461431944,0.00941883407732715
"NS1","H1N1","pseaac",0,0.984035916873754,0.00791307136034572
"NS1","H1N2","two_mer",0.1913,0.991678889989198,0.00358952129027571
"NS1","H1N2","CTDc",0.1621,0.990547652794426,0.00420125972285836
"NS1","H1N2","CTDd",0.1539,0.991261011513351,0.00355063120098551
"NS1","H1N2","CTDt",0.1586,0.991245672264513,0.00327701250945323
"NS1","H1N2","triad",0.1915,0.991327744127024,0.00420095045190387
"NS1","H1N2","pseaac",0.1426,0.989735246659942,0.0021600149654252
"NS1","H3N2","two_mer",0.3528,0.992189880503853,0.00254158609663337
"NS1","H3N2","CTDc",0.0611,0.991176670674628,0.00201180277154369
"NS1","H3N2","CTDd",0.0798,0.992238327323766,0.00157073853338148
"NS1","H3N2","CTDt",0.169,0.991093669761041,0.00319905551057087
"NS1","H3N2","triad",0.3354,0.99225494703193,0.00190509954936989
"NS1","H3N2","pseaac",0.0019,0.989700653351041,0.00273545119986063
"NS1","H3N6","two_mer",0.2484,0.992027855697798,0.00148411311708731
"NS1","H3N6","CTDc",0.1172,0.991648455236774,0.000988527344262545
"NS1","H3N6","CTDd",0.1447,0.991638792788883,0.00211057929536307
"NS1","H3N6","CTDt",0.1419,0.991615952586118,0.00142837157803075
"NS1","H3N6","triad",0.2775,0.992036399678754,0.00139616248216533
"NS1","H3N6","pseaac",0.0704,0.990259534574566,0.00263471346200167
"NS1","H3N8","two_mer",0.3041,0.991882703166347,0.00231870353392055
"NS1","H3N8","CTDc",0.0484,0.991661744405139,0.00208193406050972
"NS1","H3N8","CTDd",0.0699,0.991921275506599,0.0025322811870527
"NS1","H3N8","CTDt",0.0863,0.991819674755933,0.00260663612224166
"NS1","H3N8","triad",0.4854,0.99209864579284,0.00331419138854933
"NS1","H3N8","pseaac",0.006,0.99021124386599,0.00290234920418915
"NS1","H4N2","two_mer",0.1758,0.99182986581277,0.00430216449396591
"NS1","H4N2","CTDc",0.1648,0.991456088005634,0.00515880023884837
"NS1","H4N2","CTDd",0.1629,0.99147838957797,0.00409671855435393
"NS1","H4N2","CTDt",0.1644,0.991551928515845,0.00434423893922999
"NS1","H4N2","triad",0.1761,0.991712555375789,0.00446579414454064
"NS1","H4N2","pseaac",0.156,0.990641636399779,0.0051787515556157
"NS1","H4N6","two_mer",0.2514,0.992130721712535,0.00274506504052801
"NS1","H4N6","CTDc",0.0226,0.992095219965523,0.00314929257722635
"NS1","H4N6","CTDd",0.0251,0.991624556841454,0.00306051006737365
"NS1","H4N6","CTDt",0.0973,0.991986065835904,0.00184979728270135
"NS1","H4N6","triad",0.6036,0.992229733013132,0.00348285587461041
"NS1","H4N6","pseaac",0,0.99003697418141,0.00342966316822668
"NS1","H5N1","two_mer",0.2957,0.99279574754383,0.0059685112412026
"NS1","H5N1","CTDc",0.055,0.99207437868855,0.00594339996113998
"NS1","H5N1","CTDd",0.0446,0.991780320320147,0.00565074086433686
"NS1","H5N1","CTDt",0.1067,0.992287542552709,0.00583219897141163
"NS1","H5N1","triad",0.4933,0.992541531621705,0.00549678915377016
"NS1","H5N1","pseaac",0.0047,0.990371282249581,0.00628888999422935
"NS1","H5N2","two_mer",0.3,0.992520636176678,0.00213091515612908
"NS1","H5N2","CTDc",0.0602,0.99218517326178,0.00187510916539301
"NS1","H5N2","CTDd",0.0694,0.992010844778379,0.00177422481727532
"NS1","H5N2","CTDt",0.0745,0.991836387892204,0.00239398981605965
"NS1","H5N2","triad",0.4923,0.991983820341722,0.00200550710887711
"NS1","H5N2","pseaac",0.0037,0.989930681362406,0.00222446536958583
"NS1","H5N3","two_mer",0.293,0.992469196385541,0.00219721982575905
"NS1","H5N3","CTDc",0.0479,0.991929966617076,0.00236418435565481
"NS1","H5N3","CTDd",0.0678,0.992374284490891,0.00171402553859918
"NS1","H5N3","CTDt",0.0908,0.992213889958505,0.00246212875427572
"NS1","H5N3","triad",0.4888,0.992520622391144,0.00243842165468414
"NS1","H5N3","pseaac",0.0117,0.989594047813905,0.00267746511295715
"NS1","H5N5","two_mer",0.8046,0.992387871069681,0.00236069206647794
"NS1","H5N5","CTDc",0,0.991552508149849,0.00301906809107057
"NS1","H5N5","CTDd",0,0.991235053531669,0.00335185091162727
"NS1","H5N5","CTDt",0,0.991296239582913,0.00248592591428568
"NS1","H5N5","triad",0.1954,0.992226306867926,0.00260638085189844
"NS1","H5N5","pseaac",0,0.990588196024726,0.00399614418748593
"NS1","H5N6","two_mer",0.3248,0.992272448907933,0.00195692571332021
"NS1","H5N6","CTDc",0.0623,0.991468045796164,0.00168779789471643
"NS1","H5N6","CTDd",0.0609,0.992370633618798,0.00264264099031035
"NS1","H5N6","CTDt",0.1795,0.991921276593514,0.00273573086561543
"NS1","H5N6","triad",0.3726,0.992088268035823,0.00212726479592257
"NS1","H5N6","pseaac",0,0.990250680546452,0.00237721344564728
"NS1","H5N8","two_mer",0.2753,0.991667169073354,0.00507533689374568
"NS1","H5N8","CTDc",0.0557,0.991588670049467,0.00487951972044884
"NS1","H5N8","CTDd",0.0572,0.991453076132177,0.0051004047920131
"NS1","H5N8","CTDt",0.1025,0.991591895003833,0.0056641555181737
"NS1","H5N8","triad",0.5093,0.991691478493673,0.00502106031961043
"NS1","H5N8","pseaac",0,0.990089108335303,0.00589239447833429
"NS1","H6N1","two_mer",0.2439,0.991690540024811,0.00230269525732273
"NS1","H6N1","CTDc",0.123,0.99169844651378,0.00230116304941826
"NS1","H6N1","CTDd",0.1396,0.99214004761652,0.00199106607214777
"NS1","H6N1","CTDt",0.1365,0.991420097606444,0.00224795041702621
"NS1","H6N1","triad",0.3021,0.991696381051336,0.00182242582654082
"NS1","H6N1","pseaac",0.0549,0.989818565314975,0.00239810236297293
"NS1","H6N2","two_mer",0.2444,0.992865219209784,0.00127114827220993
"NS1","H6N2","CTDc",1e-04,0.992033095921093,0.0021168899158824
"NS1","H6N2","CTDd",0,0.992180126308273,0.0034188180699937
"NS1","H6N2","CTDt",0.1061,0.992047292264807,0.00334546450924375
"NS1","H6N2","triad",0.6494,0.99271446662826,0.00215936004500489
"NS1","H6N2","pseaac",0,0.990715796719916,0.00190011475862534
"NS1","H6N6","two_mer",0.045,0.993219898646723,0.00278308356439457
"NS1","H6N6","CTDc",0,0.992612232567538,0.00247549758909277
"NS1","H6N6","CTDd",0,0.992711047323331,0.00307843437886097
"NS1","H6N6","CTDt",0.0235,0.992467058898128,0.00278429740018066
"NS1","H6N6","triad",0.9315,0.99331845933159,0.00282251817967286
"NS1","H6N6","pseaac",0,0.990544164183791,0.00357456035855703
"NS1","H7N1","two_mer",0.191,0.991312307096997,0.0043687613910709
"NS1","H7N1","CTDc",0.1647,0.990684702032431,0.00508053633600935
"NS1","H7N1","CTDd",0.1467,0.990801124076533,0.00404507315873045
"NS1","H7N1","CTDt",0.1622,0.990754899765671,0.00560657172718067
"NS1","H7N1","triad",0.1906,0.991236660883296,0.00407361951193947
"NS1","H7N1","pseaac",0.1447,0.990070969866668,0.00399137322544783
"NS1","H7N3","two_mer",0.7294,0.992577929514137,0.00238832645003304
"NS1","H7N3","CTDc",0,0.991571211105088,0.00262795083628235
"NS1","H7N3","CTDd",0,0.992027459893603,0.00234304581419281
"NS1","H7N3","CTDt",0,0.991416612841498,0.00426445052192749
"NS1","H7N3","triad",0.2706,0.992469811666123,0.00271318632748547
"NS1","H7N3","pseaac",0,0.989838011159447,0.00246250864299252
"NS1","H7N7","two_mer",0.2541,0.992929837516343,0.00360287039910446
"NS1","H7N7","CTDc",0.0679,0.992311083147041,0.00293177690414548
"NS1","H7N7","CTDd",0.1064,0.992897472949579,0.00364744499751306
"NS1","H7N7","CTDt",0.1184,0.991632675454006,0.00375424867747096
"NS1","H7N7","triad",0.4417,0.992570762977794,0.00311108867562686
"NS1","H7N7","pseaac",0.0116,0.989972223448534,0.00265703427203066
"NS1","H7N9","two_mer",0.7686,0.99258119741497,0.00364612614754922
"NS1","H7N9","CTDc",0,0.9918501040996,0.00282863245736021
"NS1","H7N9","CTDd",0,0.992132802384371,0.00376308187309196
"NS1","H7N9","CTDt",0,0.99180136734506,0.00239449251099301
"NS1","H7N9","triad",0.2314,0.992228307438787,0.00271390957741164
"NS1","H7N9","pseaac",0,0.990523092347791,0.00302098139512186
"NS1","H9N2","two_mer",0.2262,0.993303443561149,0.00263710414725056
"NS1","H9N2","CTDc",0.1416,0.993583218752267,0.0028430044659473
"NS1","H9N2","CTDd",0.1527,0.99408186126598,0.00207913070621878
"NS1","H9N2","CTDt",0.1566,0.993702195155088,0.00209780192594306
"NS1","H9N2","triad",0.2598,0.993538391058954,0.00259930480531704
"NS1","H9N2","pseaac",0.0631,0.992345114910642,0.00304265961147869
"PA","H10N7","two_mer",1,0.993463141031892,0.00239411190629056
"PA","H10N7","CTDc",0,0.980623560070373,0.00322724864772702
"PA","H10N7","CTDd",0,0.988767721418364,0.00298752997889449
"PA","H10N7","CTDt",0,0.98906269969246,0.00373021859422431
"PA","H10N7","triad",0,0.991846281880567,0.00270054515970056
"PA","H10N7","pseaac",0,0.985116710281216,0.00263160029518756
"PA","H16N3","two_mer",1,0.993070689248824,0.00183192800203222
"PA","H16N3","CTDc",0,0.980403262739428,0.00327777641886068
"PA","H16N3","CTDd",0,0.988485491021556,0.00232987636361787
"PA","H16N3","CTDt",0,0.988961759924066,0.00241132518640533
"PA","H16N3","triad",0,0.991528628471425,0.00221172935926864
"PA","H16N3","pseaac",0,0.98411977512288,0.00343033350189818
"PA","H17N10","two_mer",0.7121,0.992986327293503,0.00216391934470527
"PA","H17N10","CTDc",0.0215,0.979694295018473,0.00335744897286794
"PA","H17N10","CTDd",0.0077,0.988771859453982,0.00197824612068032
"PA","H17N10","CTDt",0.0351,0.989103597882371,0.00250395228991741
"PA","H17N10","triad",0.2128,0.991973514841835,0.00187400605982367
"PA","H17N10","pseaac",0.0109,0.984187027442103,0.00424236435165026
"PA","H18N11","two_mer",0.9502,0.992718259459914,0.0029129528949561
"PA","H18N11","CTDc",0.0065,0.980077919107431,0.00237117963451961
"PA","H18N11","CTDd",0,0.988467219687296,0.00376333922651788
"PA","H18N11","CTDt",0.0112,0.988898691869568,0.00369509556755234
"PA","H18N11","triad",0.032,0.991346158729747,0.00403002862252834
"PA","H18N11","pseaac",0,0.984761715138224,0.0026528158001814
"PA","H1N1","two_mer",0.8034,0.98560722512651,0.00786247766186677
"PA","H1N1","CTDc",0,0.967339997907457,0.010240126932691
"PA","H1N1","CTDd",0,0.979788484572201,0.0102248347995716
"PA","H1N1","CTDt",0,0.980098642950236,0.00897404692901397
"PA","H1N1","triad",0.1966,0.984409122309064,0.00929361569151887
"PA","H1N1","pseaac",0,0.974163616188081,0.0104765040163726
"PA","H1N2","two_mer",1,0.992679559227664,0.00160497417313188
"PA","H1N2","CTDc",0,0.980670051755829,0.0043579824863127
"PA","H1N2","CTDd",0,0.987964419206299,0.00343233588516796
"PA","H1N2","CTDt",0,0.988336715588986,0.00323896357326599
"PA","H1N2","triad",0,0.991483294141156,0.00209723960082563
"PA","H1N2","pseaac",0,0.984672151433489,0.00227384311202549
"PA","H3N2","two_mer",1,0.991539520972219,0.00430325128907917
"PA","H3N2","CTDc",0,0.979423379035833,0.00320040816368514
"PA","H3N2","CTDd",0,0.987664908143268,0.00283746138415096
"PA","H3N2","CTDt",0,0.987946838525404,0.00341832366694834
"PA","H3N2","triad",0,0.990240401114284,0.00403507211349699
"PA","H3N2","pseaac",0,0.982012242137927,0.0032545558409885
"PA","H3N6","two_mer",0.3941,0.993102190080204,0.00159779591642439
"PA","H3N6","CTDc",0.0571,0.980331217360399,0.00165218480818907
"PA","H3N6","CTDd",0.1001,0.989400965734985,0.00215733920950183
"PA","H3N6","CTDt",0.115,0.989531175366222,0.000994616829502432
"PA","H3N6","triad",0.2816,0.992287727423919,0.00235087557081777
"PA","H3N6","pseaac",0.052,0.985029002149934,0.00161662409563613
"PA","H3N8","two_mer",0.8042,0.993341222118442,0.00296992518361449
"PA","H3N8","CTDc",0.0146,0.980458729688609,0.00476325972011602
"PA","H3N8","CTDd",0.0014,0.98963093671236,0.00262935698544297
"PA","H3N8","CTDt",0.0255,0.989367174684592,0.00338894836109563
