"PROT","HOLD","FEAT","CLASS","IMP","value","sd"
"NA","H3N2","two_mer","Canidae",0.0054,0.96868199275928,0.00584170755190409
"NA","H3N2","two_mer","Equidae",0.0085,0.951645640890141,0.00838670252317655
"NA","H3N2","two_mer","Hominidae",0.0447,0.953653159687133,0.00598273463975294
"NA","H3N2","two_mer","Phyllostomidae",0.0075,0.961666325447367,0.00753268525704492
"NA","H3N2","two_mer","Suidae",0.0966,0.966927916536921,0.00608659457952976
"NA","H3N2","CTDc","Canidae",0.0036,0.955903158121709,0.00960155094702033
"NA","H3N2","CTDc","Equidae",0.011,0.96868199275928,0.00584170755190409
"NA","H3N2","CTDc","Hominidae",0.0591,0.951645640890141,0.00838670252317655
"NA","H3N2","CTDc","Phyllostomidae",0.0042,0.953653159687133,0.00598273463975294
"NA","H3N2","CTDc","Suidae",0.0242,0.961666325447367,0.00753268525704492
"NA","H3N2","CTDd","Canidae",0.0068,0.966927916536921,0.00608659457952976
"NA","H3N2","CTDd","Equidae",0.0119,0.955903158121709,0.00960155094702033
"NA","H3N2","CTDd","Hominidae",0.049,0.96868199275928,0.00584170755190409
"NA","H3N2","CTDd","Phyllostomidae",0.0019,0.951645640890141,0.00838670252317655
"NA","H3N2","CTDd","Suidae",0.0658,0.953653159687133,0.00598273463975294
"NA","H3N2","CTDt","Canidae",0.0045,0.961666325447367,0.00753268525704492
"NA","H3N2","CTDt","Equidae",0.0132,0.966927916536921,0.00608659457952976
"NA","H3N2","CTDt","Hominidae",0.06,0.955903158121709,0.00960155094702033
"NA","H3N2","CTDt","Phyllostomidae",0.0035,0.96868199275928,0.00584170755190409
"NA","H3N2","CTDt","Suidae",0.0562,0.951645640890141,0.00838670252317655
"NA","H3N2","triad","Canidae",0.0091,0.953653159687133,0.00598273463975294
"NA","H3N2","triad","Equidae",0.0108,0.961666325447367,0.00753268525704492
"NA","H3N2","triad","Hominidae",0.1159,0.966927916536921,0.00608659457952976
"NA","H3N2","triad","Phyllostomidae",0.0042,0.955903158121709,0.00960155094702033
"NA","H3N2","triad","Suidae",0.1635,0.96868199275928,0.00584170755190409
"NA","H3N2","pseaac","Canidae",0.0023,0.951645640890141,0.00838670252317655
"NA","H3N2","pseaac","Equidae",0.0094,0.953653159687133,0.00598273463975294
"NA","H3N2","pseaac","Hominidae",0.0539,0.961666325447367,0.00753268525704492
"NA","H3N2","pseaac","Phyllostomidae",3e-04,0.966927916536921,0.00608659457952976
"NA","H3N2","pseaac","Suidae",0.093,0.955903158121709,0.00960155094702033
"NA","H3N6","two_mer","Canidae",0.0065,0.968875619588953,0.00443084743956182
"NA","H3N6","two_mer","Equidae",0.0151,0.949228322405934,0.00396360191327273
"NA","H3N6","two_mer","Hominidae",0.1334,0.954084351541506,0.00401933167185307
"NA","H3N6","two_mer","Phyllostomidae",0.0013,0.956734089933807,0.00359389807667258
"NA","H3N6","two_mer","Suidae",0.1923,0.966667137839274,0.00119269184120588
"NA","H3N6","CTDc","Canidae",0.0038,0.955627411708889,0.00439546580552336
"NA","H3N6","CTDc","Equidae",0.0031,0.968875619588953,0.00443084743956182
"NA","H3N6","CTDc","Hominidae",0.0276,0.949228322405934,0.00396360191327273
"NA","H3N6","CTDc","Phyllostomidae",0.0018,0.954084351541506,0.00401933167185307
"NA","H3N6","CTDc","Suidae",0.0126,0.956734089933807,0.00359389807667258
"NA","H3N6","CTDd","Canidae",0.0054,0.966667137839274,0.00119269184120588
"NA","H3N6","CTDd","Equidae",0.0112,0.955627411708889,0.00439546580552336
"NA","H3N6","CTDd","Hominidae",0.0442,0.968875619588953,0.00443084743956182
"NA","H3N6","CTDd","Phyllostomidae",0.0017,0.949228322405934,0.00396360191327273
"NA","H3N6","CTDd","Suidae",0.0633,0.954084351541506,0.00401933167185307
"NA","H3N6","CTDt","Canidae",0.0017,0.956734089933807,0.00359389807667258
"NA","H3N6","CTDt","Equidae",0.0036,0.966667137839274,0.00119269184120588
"NA","H3N6","CTDt","Hominidae",0.0625,0.955627411708889,0.00439546580552336
"NA","H3N6","CTDt","Phyllostomidae",0.004,0.968875619588953,0.00443084743956182
"NA","H3N6","CTDt","Suidae",0.0948,0.949228322405934,0.00396360191327273
"NA","H3N6","triad","Canidae",0.0086,0.954084351541506,0.00401933167185307
"NA","H3N6","triad","Equidae",0.0126,0.956734089933807,0.00359389807667258
"NA","H3N6","triad","Hominidae",0.0885,0.966667137839274,0.00119269184120588
"NA","H3N6","triad","Phyllostomidae",0.0029,0.955627411708889,0.00439546580552336
"NA","H3N6","triad","Suidae",0.1126,0.968875619588953,0.00443084743956182
"NA","H3N6","pseaac","Canidae",0.0042,0.949228322405934,0.00396360191327273
"NA","H3N6","pseaac","Equidae",0.0033,0.954084351541506,0.00401933167185307
"NA","H3N6","pseaac","Hominidae",0.0421,0.956734089933807,0.00359389807667258
"NA","H3N6","pseaac","Phyllostomidae",0.0023,0.966667137839274,0.00119269184120588
"NA","H3N6","pseaac","Suidae",0.0331,0.955627411708889,0.00439546580552336
"NA","H3N8","two_mer","Canidae",0.0108,0.970684216782298,0.00955300323969024
"NA","H3N8","two_mer","Equidae",0.0038,0.946967537707933,0.00817619570702457
"NA","H3N8","two_mer","Hominidae",0.1445,0.955693131557051,0.0066171784636806
"NA","H3N8","two_mer","Phyllostomidae",0.0026,0.958825627005824,0.00552398531188684
"NA","H3N8","two_mer","Suidae",0.1948,0.967554223726438,0.00859753016789211
"NA","H3N8","CTDc","Canidae",0.0026,0.95658798726282,0.00753954569110507
"NA","H3N8","CTDc","Equidae",5e-04,0.970684216782298,0.00955300323969024
"NA","H3N8","CTDc","Hominidae",0.0459,0.946967537707933,0.00817619570702457
"NA","H3N8","CTDc","Phyllostomidae",0.002,0.955693131557051,0.0066171784636806
"NA","H3N8","CTDc","Suidae",0.0138,0.958825627005824,0.00552398531188684
"NA","H3N8","CTDd","Canidae",0.0056,0.967554223726438,0.00859753016789211
"NA","H3N8","CTDd","Equidae",0.0032,0.95658798726282,0.00753954569110507
"NA","H3N8","CTDd","Hominidae",0.0727,0.970684216782298,0.00955300323969024
"NA","H3N8","CTDd","Phyllostomidae",0.0012,0.946967537707933,0.00817619570702457
"NA","H3N8","CTDd","Suidae",0.0317,0.955693131557051,0.0066171784636806
"NA","H3N8","CTDt","Canidae",0.0019,0.958825627005824,0.00552398531188684
"NA","H3N8","CTDt","Equidae",4e-04,0.967554223726438,0.00859753016789211
"NA","H3N8","CTDt","Hominidae",0.0222,0.95658798726282,0.00753954569110507
"NA","H3N8","CTDt","Phyllostomidae",0.0044,0.970684216782298,0.00955300323969024
"NA","H3N8","CTDt","Suidae",0.0826,0.946967537707933,0.00817619570702457
"NA","H3N8","triad","Canidae",0.0068,0.955693131557051,0.0066171784636806
"NA","H3N8","triad","Equidae",0.0024,0.958825627005824,0.00552398531188684
"NA","H3N8","triad","Hominidae",0.1053,0.967554223726438,0.00859753016789211
"NA","H3N8","triad","Phyllostomidae",0.0046,0.95658798726282,0.00753954569110507
"NA","H3N8","triad","Suidae",0.1648,0.970684216782298,0.00955300323969024
"NA","H3N8","pseaac","Canidae",0.0045,0.946967537707933,0.00817619570702457
"NA","H3N8","pseaac","Equidae",8e-04,0.955693131557051,0.0066171784636806
"NA","H3N8","pseaac","Hominidae",0.0301,0.958825627005824,0.00552398531188684
"NA","H3N8","pseaac","Phyllostomidae",0.0018,0.967554223726438,0.00859753016789211
"NA","H3N8","pseaac","Suidae",0.0313,0.95658798726282,0.00753954569110507
"NA","H4N2","two_mer","Canidae",0.0051,0.967494675441272,0.00547864176137406
"NA","H4N2","two_mer","Equidae",0.0082,0.947371406723487,0.00840413542679153
"NA","H4N2","two_mer","Hominidae",0.0914,0.954453025749291,0.002444718436014
"NA","H4N2","two_mer","Phyllostomidae",0.0028,0.957983078854534,0.0101009636014822
"NA","H4N2","two_mer","Suidae",0.1682,0.966609716447546,0.00500563025634793
"NA","H4N2","CTDc","Canidae",0.0045,0.955557025666292,0.00547861860798651
"NA","H4N2","CTDc","Equidae",0.0087,0.967494675441272,0.00547864176137406
"NA","H4N2","CTDc","Hominidae",0.0089,0.947371406723487,0.00840413542679153
"NA","H4N2","CTDc","Phyllostomidae",0.0026,0.954453025749291,0.002444718436014
"NA","H4N2","CTDc","Suidae",0.0334,0.957983078854534,0.0101009636014822
"NA","H4N2","CTDd","Canidae",0.0058,0.966609716447546,0.00500563025634793
"NA","H4N2","CTDd","Equidae",0.0135,0.955557025666292,0.00547861860798651
"NA","H4N2","CTDd","Hominidae",0.0559,0.967494675441272,0.00547864176137406
"NA","H4N2","CTDd","Phyllostomidae",0.0041,0.947371406723487,0.00840413542679153
"NA","H4N2","CTDd","Suidae",0.053,0.954453025749291,0.002444718436014
"NA","H4N2","CTDt","Canidae",0.0064,0.957983078854534,0.0101009636014822
"NA","H4N2","CTDt","Equidae",0.0049,0.966609716447546,0.00500563025634793
"NA","H4N2","CTDt","Hominidae",0.0605,0.955557025666292,0.00547861860798651
"NA","H4N2","CTDt","Phyllostomidae",0.0039,0.967494675441272,0.00547864176137406
"NA","H4N2","CTDt","Suidae",0.0425,0.947371406723487,0.00840413542679153
"NA","H4N2","triad","Canidae",0.0079,0.954453025749291,0.002444718436014
"NA","H4N2","triad","Equidae",0.0112,0.957983078854534,0.0101009636014822
"NA","H4N2","triad","Hominidae",0.1133,0.966609716447546,0.00500563025634793
"NA","H4N2","triad","Phyllostomidae",0.0017,0.955557025666292,0.00547861860798651
"NA","H4N2","triad","Suidae",0.1239,0.967494675441272,0.00547864176137406
"NA","H4N2","pseaac","Canidae",0.0046,0.947371406723487,0.00840413542679153
"NA","H4N2","pseaac","Equidae",0.0026,0.954453025749291,0.002444718436014
"NA","H4N2","pseaac","Hominidae",0.0583,0.957983078854534,0.0101009636014822
"NA","H4N2","pseaac","Phyllostomidae",9e-04,0.966609716447546,0.00500563025634793
"NA","H4N2","pseaac","Suidae",0.0912,0.955557025666292,0.00547861860798651
"NA","H4N6","two_mer","Canidae",0.0033,0.967755196313428,0.00326149896064514
"NA","H4N6","two_mer","Equidae",0.0083,0.946338478456214,0.00622917498052634
"NA","H4N6","two_mer","Hominidae",0.1213,0.950620804750941,0.00143709309425454
"NA","H4N6","two_mer","Phyllostomidae",0.0011,0.956935242736737,0.00748435160620272
"NA","H4N6","two_mer","Suidae",0.1587,0.965729440595706,0.00438749412465348
"NA","H4N6","CTDc","Canidae",0.0017,0.955806829056312,0.00331390583255344
"NA","H4N6","CTDc","Equidae",0.001,0.967755196313428,0.00326149896064514
"NA","H4N6","CTDc","Hominidae",0.0149,0.946338478456214,0.00622917498052634
"NA","H4N6","CTDc","Phyllostomidae",0.0015,0.950620804750941,0.00143709309425454
"NA","H4N6","CTDc","Suidae",0.0329,0.956935242736737,0.00748435160620272
"NA","H4N6","CTDd","Canidae",0.0012,0.965729440595706,0.00438749412465348
"NA","H4N6","CTDd","Equidae",0.012,0.955806829056312,0.00331390583255344
"NA","H4N6","CTDd","Hominidae",0.0333,0.967755196313428,0.00326149896064514
"NA","H4N6","CTDd","Phyllostomidae",4e-04,0.946338478456214,0.00622917498052634
"NA","H4N6","CTDd","Suidae",0.0293,0.950620804750941,0.00143709309425454
"NA","H4N6","CTDt","Canidae",0.0022,0.956935242736737,0.00748435160620272
"NA","H4N6","CTDt","Equidae",9e-04,0.965729440595706,0.00438749412465348
"NA","H4N6","CTDt","Hominidae",0.0501,0.955806829056312,0.00331390583255344
"NA","H4N6","CTDt","Phyllostomidae",0.0021,0.967755196313428,0.00326149896064514
"NA","H4N6","CTDt","Suidae",0.1398,0.946338478456214,0.00622917498052634
"NA","H4N6","triad","Canidae",0.0055,0.950620804750941,0.00143709309425454
"NA","H4N6","triad","Equidae",0.0064,0.956935242736737,0.00748435160620272
"NA","H4N6","triad","Hominidae",0.1075,0.965729440595706,0.00438749412465348
"NA","H4N6","triad","Phyllostomidae",0.0015,0.955806829056312,0.00331390583255344
"NA","H4N6","triad","Suidae",0.1414,0.967755196313428,0.00326149896064514
"NA","H4N6","pseaac","Canidae",0.0044,0.946338478456214,0.00622917498052634
"NA","H4N6","pseaac","Equidae",9e-04,0.950620804750941,0.00143709309425454
"NA","H4N6","pseaac","Hominidae",0.0514,0.956935242736737,0.00748435160620272
"NA","H4N6","pseaac","Phyllostomidae",0.0033,0.965729440595706,0.00438749412465348
"NA","H4N6","pseaac","Suidae",0.0616,0.955806829056312,0.00331390583255344
"NA","H5N1","two_mer","Canidae",0.005,0.968379472510007,0.0093887759284555
"NA","H5N1","two_mer","Equidae",0.0052,0.946583037841566,0.00773157660518565
"NA","H5N1","two_mer","Hominidae",0.2073,0.950416813270296,0.00692916166373976
"NA","H5N1","two_mer","Phyllostomidae",0.0028,0.955207523749788,0.00682526574045393
"NA","H5N1","two_mer","Suidae",0.2432,0.96526512291585,0.00981766808127613
"NA","H5N1","CTDc","Canidae",0.0027,0.953287912488678,0.00850129066415693
"NA","H5N1","CTDc","Equidae",0.0054,0.968379472510007,0.0093887759284555
"NA","H5N1","CTDc","Hominidae",0.0095,0.946583037841566,0.00773157660518565
"NA","H5N1","CTDc","Phyllostomidae",0.0023,0.950416813270296,0.00692916166373976
"NA","H5N1","CTDc","Suidae",0.0098,0.955207523749788,0.00682526574045393
"NA","H5N1","CTDd","Canidae",0.0043,0.96526512291585,0.00981766808127613
"NA","H5N1","CTDd","Equidae",0.0063,0.953287912488678,0.00850129066415693
"NA","H5N1","CTDd","Hominidae",0.0236,0.968379472510007,0.0093887759284555
"NA","H5N1","CTDd","Phyllostomidae",0.0014,0.946583037841566,0.00773157660518565
"NA","H5N1","CTDd","Suidae",0.0356,0.950416813270296,0.00692916166373976
"NA","H5N1","CTDt","Canidae",0.0059,0.955207523749788,0.00682526574045393
"NA","H5N1","CTDt","Equidae",0.0025,0.96526512291585,0.00981766808127613
"NA","H5N1","CTDt","Hominidae",0.0318,0.953287912488678,0.00850129066415693
"NA","H5N1","CTDt","Phyllostomidae",0.003,0.968379472510007,0.0093887759284555
"NA","H5N1","CTDt","Suidae",0.0482,0.946583037841566,0.00773157660518565
"NA","H5N1","triad","Canidae",0.0112,0.950416813270296,0.00692916166373976
"NA","H5N1","triad","Equidae",0.0127,0.955207523749788,0.00682526574045393
"NA","H5N1","triad","Hominidae",0.1196,0.96526512291585,0.00981766808127613
"NA","H5N1","triad","Phyllostomidae",0.0026,0.953287912488678,0.00850129066415693
"NA","H5N1","triad","Suidae",0.1009,0.968379472510007,0.0093887759284555
"NA","H5N1","pseaac","Canidae",0.0021,0.946583037841566,0.00773157660518565
"NA","H5N1","pseaac","Equidae",0.0033,0.950416813270296,0.00692916166373976
"NA","H5N1","pseaac","Hominidae",0.0368,0.955207523749788,0.00682526574045393
"NA","H5N1","pseaac","Phyllostomidae",2e-04,0.96526512291585,0.00981766808127613
"NA","H5N1","pseaac","Suidae",0.0546,0.953287912488678,0.00850129066415693
"NA","H5N2","two_mer","Canidae",0.0109,0.966155805652134,0.00612972339403129
"NA","H5N2","two_mer","Equidae",0.0134,0.944227177364937,0.00704946323603483
"NA","H5N2","two_mer","Hominidae",0.0655,0.95042333738362,0.00845174184801226
"NA","H5N2","two_mer","Phyllostomidae",0.0029,0.954470380724946,0.00388606764697596
"NA","H5N2","two_mer","Suidae",0.1838,0.965915721887885,0.0038738175013271
"NA","H5N2","CTDc","Canidae",0.0046,0.952805426937074,0.00512229603910847
"NA","H5N2","CTDc","Equidae",0.0057,0.966155805652134,0.00612972339403129
"NA","H5N2","CTDc","Hominidae",0.053,0.944227177364937,0.00704946323603483
"NA","H5N2","CTDc","Phyllostomidae",0.0024,0.95042333738362,0.00845174184801226
"NA","H5N2","CTDc","Suidae",0.0239,0.954470380724946,0.00388606764697596
"NA","H5N2","CTDd","Canidae",0.0084,0.965915721887885,0.0038738175013271
"NA","H5N2","CTDd","Equidae",0.0086,0.952805426937074,0.00512229603910847
"NA","H5N2","CTDd","Hominidae",0.0583,0.966155805652134,0.00612972339403129
"NA","H5N2","CTDd","Phyllostomidae",0.0022,0.944227177364937,0.00704946323603483
"NA","H5N2","CTDd","Suidae",0.0294,0.95042333738362,0.00845174184801226
"NA","H5N2","CTDt","Canidae",0.0098,0.954470380724946,0.00388606764697596
"NA","H5N2","CTDt","Equidae",0.0057,0.965915721887885,0.0038738175013271
"NA","H5N2","CTDt","Hominidae",0.0781,0.952805426937074,0.00512229603910847
"NA","H5N2","CTDt","Phyllostomidae",0.0035,0.966155805652134,0.00612972339403129
"NA","H5N2","CTDt","Suidae",0.1315,0.944227177364937,0.00704946323603483
"NA","H5N2","triad","Canidae",0.0055,0.95042333738362,0.00845174184801226
"NA","H5N2","triad","Equidae",0.0112,0.954470380724946,0.00388606764697596
"NA","H5N2","triad","Hominidae",0.0839,0.965915721887885,0.0038738175013271
"NA","H5N2","triad","Phyllostomidae",0.0022,0.952805426937074,0.00512229603910847
"NA","H5N2","triad","Suidae",0.0737,0.966155805652134,0.00612972339403129
"NA","H5N2","pseaac","Canidae",0.0027,0.944227177364937,0.00704946323603483
"NA","H5N2","pseaac","Equidae",0.0046,0.95042333738362,0.00845174184801226
"NA","H5N2","pseaac","Hominidae",0.0463,0.954470380724946,0.00388606764697596
"NA","H5N2","pseaac","Phyllostomidae",0.0012,0.965915721887885,0.0038738175013271
"NA","H5N2","pseaac","Suidae",0.0672,0.952805426937074,0.00512229603910847
"NA","H5N3","two_mer","Canidae",0.0051,0.968428117949666,0.00429268361071533
"NA","H5N3","two_mer","Equidae",0.0125,0.947976740712026,0.00474117278448982
"NA","H5N3","two_mer","Hominidae",0.1405,0.953534768698617,0.00552945336039096
"NA","H5N3","two_mer","Phyllostomidae",0.0043,0.957530327540871,0.00802885268420421
"NA","H5N3","two_mer","Suidae",0.2571,0.966427374738871,0.00339456456807602
"NA","H5N3","CTDc","Canidae",0.0035,0.953757732485541,0.00427200054409076
"NA","H5N3","CTDc","Equidae",0.0041,0.968428117949666,0.00429268361071533
"NA","H5N3","CTDc","Hominidae",0.0202,0.947976740712026,0.00474117278448982
"NA","H5N3","CTDc","Phyllostomidae",7e-04,0.953534768698617,0.00552945336039096
"NA","H5N3","CTDc","Suidae",0.0283,0.957530327540871,0.00802885268420421
"NA","H5N3","CTDd","Canidae",0.0025,0.966427374738871,0.00339456456807602
"NA","H5N3","CTDd","Equidae",0.0094,0.953757732485541,0.00427200054409076
"NA","H5N3","CTDd","Hominidae",0.0132,0.968428117949666,0.00429268361071533
"NA","H5N3","CTDd","Phyllostomidae",0.0016,0.947976740712026,0.00474117278448982
"NA","H5N3","CTDd","Suidae",0.0504,0.953534768698617,0.00552945336039096
"NA","H5N3","CTDt","Canidae",0.0053,0.957530327540871,0.00802885268420421
"NA","H5N3","CTDt","Equidae",0.0054,0.966427374738871,0.00339456456807602
"NA","H5N3","CTDt","Hominidae",0.0776,0.953757732485541,0.00427200054409076
"NA","H5N3","CTDt","Phyllostomidae",0.0068,0.968428117949666,0.00429268361071533
"NA","H5N3","CTDt","Suidae",0.0375,0.947976740712026,0.00474117278448982
"NA","H5N3","triad","Canidae",0.012,0.953534768698617,0.00552945336039096
"NA","H5N3","triad","Equidae",0.0054,0.957530327540871,0.00802885268420421
"NA","H5N3","triad","Hominidae",0.0919,0.966427374738871,0.00339456456807602
"NA","H5N3","triad","Phyllostomidae",0.0051,0.953757732485541,0.00427200054409076
"NA","H5N3","triad","Suidae",0.1359,0.968428117949666,0.00429268361071533
"NA","H5N3","pseaac","Canidae",0.0021,0.947976740712026,0.00474117278448982
"NA","H5N3","pseaac","Equidae",0.0029,0.953534768698617,0.00552945336039096
"NA","H5N3","pseaac","Hominidae",0.0383,0.957530327540871,0.00802885268420421
"NA","H5N3","pseaac","Phyllostomidae",0.0029,0.966427374738871,0.00339456456807602
"NA","H5N3","pseaac","Suidae",0.0174,0.953757732485541,0.00427200054409076
"NA","H5N5","two_mer","Canidae",0.0096,0.969309280669426,0.00649891841776201
"NA","H5N5","two_mer","Equidae",0.0077,0.947450553110728,0.00934523799729202
"NA","H5N5","two_mer","Hominidae",0.1647,0.953409853618932,0.00466378393961474
"NA","H5N5","two_mer","Phyllostomidae",0.0024,0.957390196649095,0.0084681610524423
"NA","H5N5","two_mer","Suidae",0.1359,0.965553589358648,0.00705377062879472
"NA","H5N5","CTDc","Canidae",0.0034,0.958050744605185,0.00370406420885065
"NA","H5N5","CTDc","Equidae",0.0071,0.969309280669426,0.00649891841776201
"NA","H5N5","CTDc","Hominidae",0.0141,0.947450553110728,0.00934523799729202
"NA","H5N5","CTDc","Phyllostomidae",0.0016,0.953409853618932,0.00466378393961474
"NA","H5N5","CTDc","Suidae",0.0258,0.957390196649095,0.0084681610524423
"NA","H5N5","CTDd","Canidae",0.0057,0.965553589358648,0.00705377062879472
"NA","H5N5","CTDd","Equidae",0.0143,0.958050744605185,0.00370406420885065
"NA","H5N5","CTDd","Hominidae",0.0371,0.969309280669426,0.00649891841776201
"NA","H5N5","CTDd","Phyllostomidae",0.0041,0.947450553110728,0.00934523799729202
"NA","H5N5","CTDd","Suidae",0.0609,0.953409853618932,0.00466378393961474
"NA","H5N5","CTDt","Canidae",0.0059,0.957390196649095,0.0084681610524423
"NA","H5N5","CTDt","Equidae",0.007,0.965553589358648,0.00705377062879472
"NA","H5N5","CTDt","Hominidae",0.0496,0.958050744605185,0.00370406420885065
"NA","H5N5","CTDt","Phyllostomidae",0.0051,0.969309280669426,0.00649891841776201
"NA","H5N5","CTDt","Suidae",0.0545,0.947450553110728,0.00934523799729202
"NA","H5N5","triad","Canidae",0.0087,0.953409853618932,0.00466378393961474
"NA","H5N5","triad","Equidae",0.0063,0.957390196649095,0.0084681610524423
"NA","H5N5","triad","Hominidae",0.0862,0.965553589358648,0.00705377062879472
"NA","H5N5","triad","Phyllostomidae",0.0042,0.958050744605185,0.00370406420885065
"NA","H5N5","triad","Suidae",0.1967,0.969309280669426,0.00649891841776201
"NA","H5N5","pseaac","Canidae",0.0045,0.947450553110728,0.00934523799729202
"NA","H5N5","pseaac","Equidae",0.0043,0.953409853618932,0.00466378393961474
"NA","H5N5","pseaac","Hominidae",0.0457,0.957390196649095,0.0084681610524423
"NA","H5N5","pseaac","Phyllostomidae",0.0021,0.965553589358648,0.00705377062879472
"NA","H5N5","pseaac","Suidae",0.025,0.958050744605185,0.00370406420885065
"NA","H5N6","two_mer","Canidae",0.0121,0.967491288048853,0.00256343499106366
"NA","H5N6","two_mer","Equidae",0.0106,0.947372465568294,0.00723970272585488
"NA","H5N6","two_mer","Hominidae",0.0707,0.954660887763297,0.00605032556431318
"NA","H5N6","two_mer","Phyllostomidae",0.0013,0.959308863333309,0.00425316203249769
"NA","H5N6","two_mer","Suidae",0.0664,0.966164831730748,0.00418774418077951
"NA","H5N6","CTDc","Canidae",0.0126,0.954221585746473,0.0073777848132984
"NA","H5N6","CTDc","Equidae",0.0095,0.967491288048853,0.00256343499106366
"NA","H5N6","CTDc","Hominidae",0.0558,0.947372465568294,0.00723970272585488
"NA","H5N6","CTDc","Phyllostomidae",0.0014,0.954660887763297,0.00605032556431318
"NA","H5N6","CTDc","Suidae",0.0808,0.959308863333309,0.00425316203249769
"NA","H5N6","CTDd","Canidae",0.0133,0.966164831730748,0.00418774418077951
"NA","H5N6","CTDd","Equidae",0.012,0.954221585746473,0.0073777848132984
"NA","H5N6","CTDd","Hominidae",0.0703,0.967491288048853,0.00256343499106366
"NA","H5N6","CTDd","Phyllostomidae",0.0038,0.947372465568294,0.00723970272585488
"NA","H5N6","CTDd","Suidae",0.0694,0.954660887763297,0.00605032556431318
"NA","H5N6","CTDt","Canidae",0.0067,0.959308863333309,0.00425316203249769
"NA","H5N6","CTDt","Equidae",0.0053,0.966164831730748,0.00418774418077951
"NA","H5N6","CTDt","Hominidae",0.0622,0.954221585746473,0.0073777848132984
"NA","H5N6","CTDt","Phyllostomidae",0.0027,0.967491288048853,0.00256343499106366
"NA","H5N6","CTDt","Suidae",0.0648,0.947372465568294,0.00723970272585488
"NA","H5N6","triad","Canidae",0.0094,0.954660887763297,0.00605032556431318
"NA","H5N6","triad","Equidae",0.0112,0.959308863333309,0.00425316203249769
"NA","H5N6","triad","Hominidae",0.069,0.966164831730748,0.00418774418077951
"NA","H5N6","triad","Phyllostomidae",0.0046,0.954221585746473,0.0073777848132984
"NA","H5N6","triad","Suidae",0.1018,0.967491288048853,0.00256343499106366
"NA","H5N6","pseaac","Canidae",0.0055,0.947372465568294,0.00723970272585488
"NA","H5N6","pseaac","Equidae",0.0101,0.954660887763297,0.00605032556431318
"NA","H5N6","pseaac","Hominidae",0.0683,0.959308863333309,0.00425316203249769
"NA","H5N6","pseaac","Phyllostomidae",8e-04,0.966164831730748,0.00418774418077951
"NA","H5N6","pseaac","Suidae",0.0876,0.954221585746473,0.0073777848132984
"NA","H5N8","two_mer","Canidae",0.0048,0.969641475937562,0.0112450305673497
"NA","H5N8","two_mer","Equidae",0.0175,0.947258338182899,0.0138419508146626
"NA","H5N8","two_mer","Hominidae",0.1478,0.95434852536384,0.0100501412707494
"NA","H5N8","two_mer","Phyllostomidae",0.0024,0.957673239976133,0.0103811036808205
"NA","H5N8","two_mer","Suidae",0.1987,0.964765637085546,0.0105015444189519
"NA","H5N8","CTDc","Canidae",0.0022,0.955679147851581,0.0124372271212246
"NA","H5N8","CTDc","Equidae",0.002,0.969641475937562,0.0112450305673497
"NA","H5N8","CTDc","Hominidae",0.0288,0.947258338182899,0.0138419508146626
"NA","H5N8","CTDc","Phyllostomidae",8e-04,0.95434852536384,0.0100501412707494
"NA","H5N8","CTDc","Suidae",0.0589,0.957673239976133,0.0103811036808205
"NA","H5N8","CTDd","Canidae",0.0081,0.964765637085546,0.0105015444189519
"NA","H5N8","CTDd","Equidae",0.0072,0.955679147851581,0.0124372271212246
"NA","H5N8","CTDd","Hominidae",0.022,0.969641475937562,0.0112450305673497
"NA","H5N8","CTDd","Phyllostomidae",0.0016,0.947258338182899,0.0138419508146626
"NA","H5N8","CTDd","Suidae",0.0428,0.95434852536384,0.0100501412707494
"NA","H5N8","CTDt","Canidae",0.0072,0.957673239976133,0.0103811036808205
"NA","H5N8","CTDt","Equidae",0.0089,0.964765637085546,0.0105015444189519
"NA","H5N8","CTDt","Hominidae",0.0345,0.955679147851581,0.0124372271212246
"NA","H5N8","CTDt","Phyllostomidae",0.0019,0.969641475937562,0.0112450305673497
"NA","H5N8","CTDt","Suidae",0.0763,0.947258338182899,0.0138419508146626
"NA","H5N8","triad","Canidae",0.0062,0.95434852536384,0.0100501412707494
"NA","H5N8","triad","Equidae",0.0198,0.957673239976133,0.0103811036808205
"NA","H5N8","triad","Hominidae",0.0874,0.964765637085546,0.0105015444189519
"NA","H5N8","triad","Phyllostomidae",9e-04,0.955679147851581,0.0124372271212246
"NA","H5N8","triad","Suidae",0.1197,0.969641475937562,0.0112450305673497
"NA","H5N8","pseaac","Canidae",0.0038,0.947258338182899,0.0138419508146626
"NA","H5N8","pseaac","Equidae",0.0018,0.95434852536384,0.0100501412707494
"NA","H5N8","pseaac","Hominidae",0.0433,0.957673239976133,0.0103811036808205
"NA","H5N8","pseaac","Phyllostomidae",4e-04,0.964765637085546,0.0105015444189519
"NA","H5N8","pseaac","Suidae",0.0421,0.955679147851581,0.0124372271212246
"NA","H6N1","two_mer","Canidae",0.0111,0.968188231950713,0.00453030888494145
"NA","H6N1","two_mer","Equidae",0.0114,0.948971208918429,0.00864392126547103
"NA","H6N1","two_mer","Hominidae",0.1157,0.952725675227076,0.00257154581219793
"NA","H6N1","two_mer","Phyllostomidae",0.0045,0.956260372060932,0.00405044815220595
"NA","H6N1","two_mer","Suidae",0.2138,0.965761191729519,0.00546344424994304
