KU517787.1
KU517795.1
KU517803.1
JF714023.1
JF714012.1
JF714004.1
JF713996.1
CY039926.1
HF674898.1
HF674906.1
CY062628.1
CY125948.1
CY103895.1
CY103879.1
CY103887.1
CY009629.1
CY053648.1
KX247678.1
CY194446.1
CY158866.1
KC631899.1
KC631907.1
CY158626.1
CY097784.1
KX264768.1
GQ150331.1
CY195079.1
CY195328.1
CY195336.1
CY195360.1
CY195400.1
CY195472.1
CY245666.1
CY245674.1
CY245690.1
CY245754.1
CY245802.1
CY245858.1
CY245914.1
CY245986.1
MF768558.1
CY246090.1
CY246098.1
MF768526.1
CY246228.1
CY246405.1
CY246461.1
CY246477.1
CY246557.1
CY246541.1
MF768478.1
CY245642.1
CY246653.1
CY246756.1
CY158618.1
CY159034.1
KC222607.1
KC222575.1
FJ200421.1
KC222543.1
AB600868.1
KC876544.1
CY092327.1
KC876528.1
KC876552.1
KC876536.1
KC876520.1
CY075859.1
CY075867.1
CY044259.1
CY025003.1
CY157992.1
CY158930.1
CY159426.1
CY159916.1
CY159442.1
CY159434.1
KP137719.1
KP341362.1
KP341371.1
KY938617.1
MF145461.1
MF145484.1
KU695680.1
KT825090.1
KU229933.1
KU229911.1
KP341356.1
KP461620.1
KT965392.1
KU143639.1
KT198629.1
KT274679.1
MG662681.1
CY194606.1
CY157584.1
CY157784.1
CY157888.1
CY158130.1
CY158138.1
CY158146.1
CY159907.1
CY158258.1
CY158274.1
CY158954.1
CY159967.1
CY158466.1
CY158474.1
CY158482.1
CY158490.1
CY160060.1
CY160080.1
CY160088.1
CY158498.1
CY158506.1
CY159458.1
KJ889303.1
KJ889335.1
KJ889343.1
KJ889311.1
KJ889351.1
GQ161107.1
EU478807.1
HM440052.1
HM440060.1
HM440068.1
HM440076.1
HM440084.1
HM440116.1
KF057138.1
FJ536768.1
KF057139.1
FJ536771.1
KR700902.1
KR701371.1
KR701434.1
KR701220.1
KR700818.1
KR699967.1
KR699975.1
KR701164.1
KR699895.1
KR701379.1
KR700842.1
KR700858.1
KR701228.1
KR700894.1
KR699887.1
KR699959.1
KR700826.1
KR701244.1
KR700031.1
KR699935.1
KR699951.1
KR701236.1
CY037994.1
KR699943.1
CY115876.1
EU478808.1
CY077945.1
MG572191.1
KF683617.1
KM507543.1
KM496990.1
KM507522.1
KM507528.1
KM497006.1
KF680299.1
KF680289.1
KM507514.1
KM496998.1
KP027588.1
KP027596.1
KP027604.1
CY158610.1
CY245978.1
CY246066.1
CY246469.1
CY115884.1
KC779043.1
KM872089.1
KT356672.1
KT356664.1
KT735006.1
KU752447.1
MF425634.1
MF145490.1
KY509927.1
CY028781.1
JF707787.1
AB434347.1
FJ752505.1
AB914495.1
AB914503.1
AB914487.1
AB910582.1
FJ200429.1
MF099354.1
MF099237.1
MF099150.1
MF098800.1
MF099036.1
MF099100.1
MF098943.1
MF099256.1
MF098815.1
MF099103.1
MF098982.1
MF098803.1
MF098805.1
MF099136.1
MF098936.1
MF099222.1
MF099231.1
MF099030.1
MF099353.1
MF099215.1
MF099026.1
MF099249.1
MF099000.1
MF099058.1
MF098904.1
MF099002.1
MF098987.1
MF099374.1
MF099341.1
MF099405.1
MF098881.1
MF099098.1
MF098932.1
MF099303.1
MF099072.1
MF098896.1
MF098930.1
MF099113.1
MF099330.1
CY207246.1
MF099402.1
MF098810.1
AB434307.1
AB434315.1
EU053144.1
CY207086.1
CY207142.1
CY207150.1
CY207158.1
CY207166.1
CY207094.1
CY207118.1
KC703344.1
CY207070.1
CY207078.1
CY207126.1
CY207102.1
CY207110.1
CY207134.1
CY207054.1
CY207046.1
KC197846.1
CY159450.1
CY009301.1
JX092625.1
KC436072.1
KY938611.1
KX358882.1
CY157696.1
CY158266.1
AM922104.1
AM922103.1
CY115838.1
CY115845.1
CY115852.1
KC514527.1
CY116370.1
CY116391.1
AM922101.1
AM922102.1
MF098802.1
MF194681.1
KR700571.1
KR700579.1
KR700060.1
KR700068.1
KR700076.1
KR700132.1
KR700124.1
KR700084.1
KF514382.1
KR700480.1
KR700092.1
KR700100.1
KR700108.1
KR700116.1
KC900267.1
KC900259.1
KC900278.1
KC900247.1
CY038026.1
EU053136.1
KC222583.1
HM440092.1
HM440108.1
HM440124.1
HM440132.1
KC222535.1
MF099344.1
CY115899.1
KR700651.1
KR700635.1
CY115907.1
CY115915.1
CY115922.1
CY115930.1
KR700448.1
KR700786.1
KR701092.1
KR701060.1
KR700762.1
KR700496.1
KR700416.1
KR700432.1
KR700778.1
KR700424.1
KR699863.1
KR700810.1
KR699855.1
KR701076.1
KR701068.1
KR701084.1
KR699871.1
CY115946.1
CY115938.1
KR700666.1
CY115954.1
KR700714.1
CY115962.1
CY115970.1
KR700706.1
KR700770.1
CY115978.1
KR700682.1
KR701100.1
KR700690.1
JF290394.1
KR700674.1
KR700627.1
CY115986.1
CY115994.1
CY115999.1
CY116007.1
CY116015.1
CY116023.1
CY116031.1
CY116039.1
CY116047.1
CY116061.1
CY116069.1
CY116077.1
KR700643.1
CY116085.1
CY116093.1
KR700754.1
CY116106.1
KR700619.1
CY116114.1
KR700408.1
CY116122.1
CY116130.1
CY116138.1
CY116146.1
CY116154.1
CY116162.1
KR700456.1
CY116170.1
CY116178.1
CY116186.1
CY116193.1
CY116201.1
CY116209.1
KR700604.1
CY116217.1
KR701357.1
CY116225.1
CY116233.1
KR700802.1
KR700794.1
CY116247.1
KR700738.1
CY116255.1
CY116263.1
CY116271.1
CY116279.1
CY116294.1
CY116302.1
KR700746.1
KR700464.1
CY116310.1
CY116318.1
CY116326.1
KR700698.1
CY116333.1
KR700440.1
KR700337.1
CY116341.1
CY116346.1
CY037909.1
CY037917.1
CY037947.1
CY037955.1
CY038010.1
KR700400.1
KR701028.1
CY116359.1
KU752502.1
KU752489.1
KR700981.1
KY364115.1
KY364147.1
KR700957.1
KC514530.1
KR700329.1
KR700973.1
KR700917.1
KR700949.1
KR700933.1
KM267912.1
KY364123.1
KY364155.1
KR700290.1
KR700941.1
KY364131.1
KR700313.1
KY364139.1
KY364187.1
KR700965.1
KY364179.1
KY364107.1
KR700925.1
KR700520.1
KR701571.1
KR701315.1
KY364099.1
KY364091.1
KF229772.1
KY364163.1
KY364171.1
KR700219.1
KR700243.1
KR700227.1
KR700259.1
KR700196.1
KR699737.1
KR700267.1
KR701499.1
KR700321.1
KR699745.1
KR700305.1
KR699753.1
KR699801.1
KR700235.1
KR701487.1
KR700204.1
KR700282.1
KR699793.1
KR699785.1
KR699761.1
KR700251.1
KR699769.1
KR699777.1
CY037932.1
CY037978.1
CY037986.1
CY038018.1
KC222559.1
KC222567.1
GU646019.1
KM186306.1
FJ536811.1
GU086100.1
FJ536779.1
JN105976.1
KC222631.1
KC631923.1
KC631931.1
CY116421.1
CY116429.1
CY116437.1
CY116445.1
CY116453.1
CY158290.1
CY159656.1
CY159808.1
KJ889359.1
KR700377.1
KR701323.1
KR701331.1
KR699682.1
KR699713.1
KR699705.1
KR701172.1
KR701410.1
KR700361.1
KR700392.1
KR699650.1
KR699666.1
KR699697.1
KR699674.1
KR699721.1
KR701180.1
KR700369.1
KJ889367.1
KR701188.1
KR699658.1
KR701402.1
KR699729.1
EU478822.1
EU478823.1
FJ830858.1
CY091732.1
EU620729.1
HM223595.1
EU620737.1
EU620745.1
HM215160.1
HM215152.1
HM223587.1
HM210861.1
