ASB33172.1	ASB33172.1
ASB33172.1	ASB33184.1
ASB33172.1	ASB33208.1
ASB33172.1	ASB33244.1
ASB33172.1	ASB33256.1
ASB33172.1	ASB33292.1
ASB33172.1	ASB33316.1
ASB33172.1	ASB33364.1
ASB33172.1	ASB33376.1
ASB33172.1	ASB33388.1
ASB33172.1	ASB33424.1
ASB33172.1	ASB33765.1
ASB33172.1	ASB33809.1
ASB33172.1	ASB33820.1
ASB33172.1	ASB33832.1
ASB33172.1	ASB34000.1
ASB33172.1	ATB53808.1
ASB33172.1	ATB53831.1
ASB33172.1	ATB53865.1
ASB33172.1	ATB53911.1
ASB33172.1	ATB53923.1
ASB33172.1	ATE48742.1
ASB33172.1	ATE48754.1
ASB33172.1	ATE48811.1
ASB33172.1	ATE48851.1
ASB33172.1	ATE48954.1
ASB33172.1	ATE48978.1
ASB33172.1	ATE48992.1
ASB33172.1	ATE49085.1
ASB33172.1	ATE49107.1
ASB33172.1	ATE49147.1
ASB33172.1	ATE49168.1
ASB33172.1	ATE49180.1
ASB33172.1	ATE49192.1
ASB33172.1	ATE49252.1
ASB33172.1	ATE49264.1
ASB33172.1	ATE49300.1
ASB33172.1	ATE49329.1
ASB33172.1	ATE49417.1
ASB33172.1	ATE49429.1
ASB33172.1	ATE49441.1
ASB33172.1	ATE49563.1
ASB33172.1	ATE49575.1
ASB33172.1	ATE49587.1
ASB33172.1	ART29549.1
ASB33172.1	ASB33196.1
ASB33172.1	ASB33220.1
ASB33172.1	ASB33232.1
ASB33172.1	ASB33268.1
ASB33172.1	ASB33280.1
ASB33172.1	ASB33304.1
ASB33172.1	ASB33328.1
ASB33172.1	ASB33340.1
ASB33172.1	ASB33352.1
ASB33172.1	ASB33412.1
ASB33172.1	ASB33482.1
ASB33172.1	APA16483.1
ASB33172.1	ANK57572.1
ASB33172.1	ANK57592.1
ASB33172.1	ANK57612.1
ASB33172.1	ANK57632.1
ASB33172.1	AMY15717.1
ASB33172.1	AMY16288.1
ASB33172.1	AKM14357.1
ASB33172.1	AKM14410.1
ASB33172.1	AKM14422.1
ASB33172.1	ALE66631.1
ASB33172.1	ALE66643.1
ASB33172.1	ALE66674.1
ASB33172.1	ALE66699.1
ASB33172.1	ALE66742.1
ASB33172.1	AJI76414.1
ASB33172.1	AKA63576.1
ASB33172.1	AKC44822.1
ASB33172.1	AKC44834.1
ASB33172.1	AIE51524.1
ASB33172.1	AII31079.1
ASB33172.1	AIL90248.1
ASB33172.1	AIL90258.1
ASB33172.1	AIT16703.1
ASB33172.1	AIA61980.1
ASB33172.1	AIA62023.1
ASB33172.1	AIE52539.1
ASB33172.1	AGV74373.1
ASB33172.1	AGY42077.1
ASB33172.1	AHA11541.1
ASB33172.1	AHA38267.1
ASB33172.1	AHB72809.1
ASB33172.1	AHG26740.1
ASB33172.1	AHL21328.1
ASB33172.1	AHL21330.1
ASB33172.1	AHL21332.1
ASB33172.1	AHL21334.1
ASB33172.1	AHN19666.1
ASB33172.1	AGI02555.1
ASB33172.1	AGJ73388.1
ASB33172.1	AGK24181.1
ASB33172.1	AGK62693.1
ASB33172.1	AGN69588.1
ASB33172.1	AGN69702.1
ASB33172.1	AGN69762.1
ASB33172.1	AGO51513.1
ASB33172.1	AGQ88670.1
ASB33172.1	AGS08808.1
ASB33172.1	AGS08952.1
ASB33172.1	AGS09001.1
ASB33172.1	AFU09931.1
ASB33172.1	AFU09951.1
ASB33172.1	AFU09963.1
ASB33172.1	AFU09991.1
ASB33172.1	AFU10059.1
ASB33172.1	AFU83166.1
ASB33172.1	AFU92376.1
ASB33172.1	AFV68689.1
ASB33172.1	AFW15999.1
ASB33172.1	AFX65293.1
ASB33172.1	AFY08114.1
ASB33172.1	AFY08126.1
ASB33172.1	AGB08447.1
ASB33172.1	AGB08499.1
ASB33172.1	AGB85008.1
ASB33172.1	AGC13627.1
ASB33172.1	AGC96226.1
ASB33172.1	AGC96367.1
ASB33172.1	AGE83901.1
ASB33172.1	AGE83986.1
ASB33172.1	AGF37767.1
ASB33172.1	AGF68985.1
ASB33172.1	AGF69001.1
ASB33172.1	AGG12608.1
ASB33172.1	AEP17139.1
ASB33172.1	AEP17141.1
ASB33172.1	AEP17143.1
ASB33172.1	AEP17151.1
ASB33172.1	AEP17153.1
ASB33172.1	AEP17155.1
ASB33172.1	AEP17157.1
ASB33172.1	AEP17159.1
ASB33172.1	AEP17161.1
ASB33172.1	AEP17163.1
ASB33172.1	AEP17181.1
ASB33172.1	AEP17191.1
ASB33172.1	AEP17193.1
ASB33172.1	AEP17205.1
ASB33172.1	AEP17209.1
ASB33172.1	AEP17213.1
ASB33172.1	AET10032.1
ASB33172.1	AET10034.1
ASB33172.1	AEY75602.1
ASB33172.1	AEY75611.1
ASB33172.1	AEY75620.1
ASB33172.1	AEZ54164.1
ASB33172.1	AEZ54170.1
ASB33172.1	AEZ54172.1
ASB33172.1	AEZ54176.1
ASB33172.1	AFC18011.1
ASB33172.1	AFD32579.1
ASB33172.1	AFD32587.1
ASB33172.1	AFD32593.1
ASB33172.1	AFD32626.1
ASB33172.1	AFD32658.1
ASB33172.1	AFD32680.1
ASB33172.1	AFH41234.1
ASB33172.1	AFH53644.1
ASB33172.1	AFH53717.1
ASB33172.1	AFH53728.1
ASB33172.1	AFH53739.1
ASB33172.1	AFJ19081.1
ASB33172.1	AFJ19091.1
ASB33172.1	AFJ19105.1
ASB33172.1	AFM46496.1
ASB33172.1	AFM46514.1
ASB33172.1	AFM46741.1
ASB33172.1	AFM46747.1
ASB33172.1	AFM46749.1
ASB33172.1	AFM46759.1
ASB33172.1	AFM46777.1
ASB33172.1	AFM46783.1
ASB33172.1	AFM46921.1
ASB33172.1	AFM46959.1
ASB33172.1	AFM46965.1
ASB33172.1	AFM47131.1
ASB33172.1	AFN66889.1
ASB33172.1	AFP99370.1
ASB33172.1	AFS50211.1
ASB33172.1	AFU08618.1
ASB33172.1	AFU08658.1
ASB33172.1	AFU08762.1
ASB33172.1	AFU08794.1
ASB33172.1	AFU08850.1
ASB33172.1	ADK26601.1
ASB33172.1	ADK89131.1
ASB33172.1	ADU85697.1
ASB33172.1	ADU85701.1
ASB33172.1	ADU85820.1
ASB33172.1	ADU85915.1
ASB33172.1	ADV19289.1
ASB33172.1	ADV58831.1
ASB33172.1	ADV58833.1
ASB33172.1	ADV58835.1
ASB33172.1	ADV58839.1
ASB33172.1	ADV58841.1
ASB33172.1	ADV58849.1
ASB33172.1	ADV58851.1
ASB33172.1	ADX60677.1
ASB33172.1	ADX60680.1
ASB33172.1	ADZ05670.1
ASB33172.1	ADZ05674.1
ASB33172.1	ADZ05676.1
ASB33172.1	ADZ05678.1
ASB33172.1	ADZ05680.1
ASB33172.1	ADZ05684.1
ASB33172.1	AEA29337.1
ASB33172.1	AEA29339.1
ASB33172.1	AEA29347.1
ASB33172.1	AEA29359.1
ASB33172.1	AEA29367.1
ASB33172.1	AEA29369.1
ASB33172.1	AEA29429.1
ASB33172.1	AEA29431.1
ASB33172.1	AEA92642.1
ASB33172.1	AEC23261.1
ASB33172.1	AEC23269.1
ASB33172.1	AEC23273.1
ASB33172.1	AEC23289.1
ASB33172.1	AEC23297.1
ASB33172.1	AEF33022.1
ASB33172.1	AEF33024.1
ASB33172.1	AEF33034.1
ASB33172.1	AEI30093.1
ASB33172.1	AEI30097.1
ASB33172.1	AEI87778.1
ASB33172.1	AEI87784.1
ASB33172.1	AEI87794.1
ASB33172.1	AEI87798.1
ASB33172.1	AEI87800.1
ASB33172.1	AEI87806.1
ASB33172.1	AEI87810.1
ASB33172.1	AEI87814.1
ASB33172.1	ABY40432.1
ASB33172.1	ABY40439.1
ASB33172.1	ACD65189.1
ASB33172.1	ACE77948.1
