KU517781.1
KU517789.1
KU517797.1
JF714017.1
JF714006.1
JF713998.1
JF713990.1
GU052274.1
HF674903.1
HF674911.1
CY062634.1
CY125942.1
CY103889.1
CY103873.1
CY103881.1
CY009635.1
CY053642.1
KX247672.1
CY194452.1
CY158872.1
KC631893.1
KC631901.1
CY158632.1
JN617971.1
KX264692.1
GQ150325.1
CY195085.1
CY195334.1
CY195342.1
CY195366.1
CY195406.1
CY195478.1
CY245672.1
CY245680.1
CY245696.1
CY245760.1
CY245808.1
CY245864.1
CY245920.1
CY245992.1
MF768552.1
CY246096.1
CY246104.1
MF768520.1
CY246234.1
CY246411.1
CY246467.1
CY246483.1
CY246563.1
CY246547.1
MF768472.1
CY245648.1
CY246659.1
CY246762.1
CY158624.1
CY159040.1
KC222601.1
KC222569.1
FJ200417.1
KC222537.1
AB600246.1
KC876546.1
CY092321.1
KC876530.1
KC876554.1
KC876538.1
KC876522.1
CY075853.1
CY075861.1
CY047749.1
CY025009.1
CY157998.1
CY158936.1
CY159432.1
CY159922.1
CY159448.1
CY159440.1
KX670627.1
KY056445.1
KY056471.1
KY938613.1
MF145457.1
MF145480.1
KX851850.1
KX670698.1
KU752436.1
KU752394.1
KY056329.1
KX670657.1
KY056347.1
KY056496.1
KX671209.1
KX671257.1
MG662677.1
CY194612.1
CY157590.1
CY157790.1
CY157894.1
CY158136.1
CY158144.1
CY158152.1
CY159914.1
CY158264.1
CY158280.1
CY158960.1
CY159973.1
CY158472.1
CY158480.1
CY158488.1
CY158496.1
CY160066.1
CY160086.1
CY160094.1
CY158504.1
CY158512.1
CY159464.1
KJ889297.1
KJ889329.1
KJ889337.1
KJ889305.1
KJ889345.1
EU053146.1
GQ161126.1
HM440058.1
HM440066.1
HM440074.1
HM440082.1
HM440090.1
HM440122.1
KF057096.1
FJ536767.1
KF057097.1
FJ536777.1
KR700896.1
KR701365.1
KR701428.1
KR701214.1
KR700812.1
KR699961.1
KR699969.1
KR701158.1
KR699889.1
KR701373.1
KR700836.1
KR700852.1
KR701222.1
KR700888.1
KR699881.1
KR699953.1
KR700820.1
KR701238.1
KR700025.1
KR699929.1
KR699945.1
KR701230.1
CY037988.1
KR699937.1
CY115870.1
GQ161167.1
CY077939.1
MG572185.1
KF683611.1
KM507538.1
KM496984.1
KM507517.1
KM507524.1
KM497000.1
KF680293.1
KF680286.1
KM507508.1
KM496992.1
KP027582.1
KP027590.1
KP027598.1
CY158616.1
CY245984.1
CY246072.1
CY246475.1
CY115878.1
KC779037.1
KM872083.1
KT356666.1
KT356658.1
KT735000.1
KU752441.1
MF425628.1
MF145486.1
KY509923.1
CY028787.1
JF707781.1
AB434341.1
AB434325.1
FJ752499.1
AB914489.1
AB914497.1
AB914481.1
AB910576.1
FJ200425.1
MF099273.1
MF098926.1
MF099278.1
MF099275.1
MF099292.1
MF098845.1
MF098832.1
MF099014.1
MF098835.1
MF099023.1
MF098923.1
MF099387.1
MF099223.1
MF099174.1
MF098940.1
MF098952.1
MF098949.1
MF099063.1
MF099227.1
MF099211.1
MF098985.1
MF099315.1
MF099085.1
MF099162.1
MF099383.1
MF099166.1
MF098877.1
MF098854.1
MF099221.1
MF098974.1
MF098846.1
MF098954.1
MF099251.1
MF098957.1
MF099329.1
MF098839.1
MF099015.1
MF099309.1
MF098981.1
CY207252.1
MF098950.1
MF099016.1
AB434317.1
AB434301.1
AB434309.1
EU053138.1
CY207092.1
CY207148.1
CY207156.1
CY207164.1
CY207172.1
CY207100.1
CY207124.1
KC703345.1
KC703316.1
KC703310.1
CY207132.1
CY207108.1
CY207116.1
CY207140.1
CY207060.1
CY207052.1
KC197851.1
CY159456.1
CY009307.1
KC508555.1
KX907913.1
KY938607.1
KY401949.1
CY157702.1
CY158272.1
AM921749.1
AM921750.1
CY110910.1
CY110912.1
CY110911.1
KC477397.1
