ASK51678.1:1-230	ASK51678.1:1-230
ASK51678.1:1-230	ASK51689.1:1-230
ASK51678.1:1-230	ASK51700.1:1-230
ASK51678.1:1-230	ASU54973.1:1-230
ASK51678.1:1-230	ASU54987.1:1-230
ASK51678.1:1-230	ASU55165.1:1-230
ASK51678.1:1-230	ASU55295.1:1-230
ASK51678.1:1-230	ASU55352.1:1-230
ASK51678.1:1-230	ASV60403.1:1-230
ASK51678.1:1-230	ASV60472.1:1-230
ASK51678.1:1-230	ASV60814.1:1-230
ASK51678.1:1-230	ASV61853.1:1-230
ASK51678.1:1-230	ASW34313.1:1-230
ASK51678.1:1-230	ASY99003.1:1-230
ASK51678.1:1-230	ASY99074.1:1-230
ASK51678.1:1-230	ASY99299.1:1-230
ASK51678.1:1-230	ASY99470.1:1-230
ASK51678.1:1-230	ASY99616.1:1-230
ASK51678.1:1-230	ASY99619.1:1-230
ASK51678.1:1-230	ASY99918.1:1-230
ASK51678.1:1-230	ATI21647.1:1-230
ASK51678.1:1-230	ATN44825.1:1-230
ASK51678.1:1-230	ATN44835.1:1-230
ASK51678.1:1-230	ATP16915.1:1-230
ASK51678.1:1-230	ATP16927.1:1-230
ASK51678.1:1-230	ATQ38893.1:1-230
ASK51678.1:1-230	ATY72546.1:1-230
ASK51678.1:1-230	ATY72558.1:1-230
ASK51678.1:1-230	ATY72581.1:1-230
ASK51678.1:1-230	ATY72687.1:1-230
ASK51678.1:1-230	ATY72731.1:1-230
ASK51678.1:1-230	ATY72846.1:1-230
ASK51678.1:1-230	ATY72861.1:1-230
ASK51678.1:1-230	ATY72878.1:1-230
ASK51678.1:1-230	ATY72884.1:1-230
ASK51678.1:1-230	ATY72903.1:1-230
ASK51678.1:1-230	ATY72969.1:1-230
ASK51678.1:1-230	ATY73013.1:1-230
ASK51678.1:1-230	ATY73033.1:1-230
ASK51678.1:1-230	ATY73044.1:1-230
ASK51678.1:1-230	ATY73062.1:1-230
ASK51678.1:1-230	ATY73115.1:1-230
ASK51678.1:1-230	ATY73128.1:1-230
ASK51678.1:1-230	ATY73172.1:1-230
ASK51678.1:1-230	ATY73258.1:1-230
ASK51678.1:1-230	ATY73345.1:1-230
ASK51678.1:1-230	ATY73386.1:1-230
ASK51678.1:1-230	ATY73399.1:1-230
ASK51678.1:1-230	ATY73431.1:1-230
ASK51678.1:1-230	ATY73531.1:1-230
ASK51678.1:1-230	ATY73628.1:1-230
ASK51678.1:1-230	ATY73750.1:1-230
ASK51678.1:1-230	ATY73755.1:1-230
ASK51678.1:1-230	ATY73848.1:1-230
ASK51678.1:1-230	ATY74274.1:1-230
ASK51678.1:1-230	AUI42211.1:1-230
ASK51678.1:1-230	AUI42223.1:1-230
ASK51678.1:1-230	AUI42234.1:1-230
ASK51678.1:1-230	AUN87278.1:1-230
ASK51678.1:1-230	AUN87290.1:1-230
ASK51678.1:1-230	AUO30227.1:1-230
ASK51678.1:1-230	AUO30239.1:1-230
ASK51678.1:1-230	AUO30251.1:1-230
ASK51678.1:1-230	AUO30275.1:1-230
ASK51678.1:1-230	ARV89035.1:1-230
ASK51678.1:1-230	ARX91536.1:1-228
ASK51678.1:1-230	ARX91575.1:1-230
ASK51678.1:1-230	ARX91661.1:1-230
ASK51678.1:1-230	ARX91685.1:1-230
ASK51678.1:1-230	ARX91865.1:1-230
ASK51678.1:1-230	ARX91922.1:1-230
ASK51678.1:1-230	ARX92020.1:1-230
ASK51678.1:1-230	ARX92106.1:1-230
ASK51678.1:1-230	ARX92194.1:1-230
ASK51678.1:1-230	ARX92394.1:1-230
ASK51678.1:1-230	ARX92403.1:1-230
ASK51678.1:1-230	ARX92465.1:1-230
ASK51678.1:1-230	ARX92584.1:1-230
ASK51678.1:1-230	ARX92613.1:1-230
ASK51678.1:1-230	ARX92886.1:1-230
ASK51678.1:1-230	ARX92933.1:1-230
ASK51678.1:1-230	ARX93144.1:1-230
ASK51678.1:1-230	ARX93327.1:1-230
ASK51678.1:1-230	ARX93588.1:1-230
ASK51678.1:1-230	ARX93677.1:1-230
ASK51678.1:1-230	ARX93779.1:1-230
ASK51678.1:1-230	ARX93971.1:1-230
ASK51678.1:1-230	ARX94247.1:1-230
ASK51678.1:1-230	ARX94504.1:1-230
ASK51678.1:1-230	ARX94554.1:1-230
ASK51678.1:1-230	ARX94734.1:1-230
ASK51678.1:1-230	ARX94863.1:1-230
ASK51678.1:1-230	ARX94950.1:1-230
ASK51678.1:1-230	ARX97468.1:1-230
ASK51678.1:1-230	ASF57749.1:1-230
ASK51678.1:1-230	ASJ81987.2:1-230
ASK51678.1:1-230	ASJ82065.2:1-230
ASK51678.1:1-230	ARQ84424.1:1-230
ASK51678.1:1-230	ARQ84436.1:1-230
ASK51678.1:1-230	ARQ84451.1:1-230
ASK51678.1:1-230	ARQ84466.1:1-230
ASK51678.1:1-230	ARQ84475.1:1-230
ASK51678.1:1-230	ARQ84486.1:1-230
ASK51678.1:1-230	ARQ84496.1:1-230
