"","Iteration","Lh","Tree.No","qAB","qAD","qAE","qAH","qAP","qBA","qBD","qBE","qBH","qBP","qDA","qDB","qDE","qDH","qDP","qEA","qEB","qED","qEH","qEP","qHA","qHB","qHD","qHE","qHP","qPA","qPB","qPD","qPE","qPH","RecNode.P.A.","RecNode.P.B.","RecNode.P.D.","RecNode.P.E.","RecNode.P.H.","RecNode.P.P."
"80",169000,-151.207698,1,0,1.176243,0,0,1.176243,0,1.176243,1.176243,0,1.176243,19.180051,0,19.180051,1.176243,0,1.176243,1.176243,1.176243,0,1.176243,0,1.176243,0,0,19.180051,1.176243,0,0,0,1.176243,0.166737,0.166619,0.1667,0.166664,0.166637,0.166644
"81",171000,-147.115582,1,0,1.221989,0,0,1.221989,0,0,0,0,0,19.456353,1.221989,19.456353,0,0,1.221989,0,0,1.221989,1.221989,0,0,0,0,19.456353,1.221989,0,0,0,1.221989,0.198898,0,0.189403,0.203802,0.204094,0.203802
"82",173000,-143.018607,1,0,0.782351,0,0,0.782351,0,0,0,0,0,16.638307,0.782351,16.638307,0.782351,0,0.782351,0,0.782351,0,0.782351,0,0.782351,0,0,16.638307,0.782351,0,0,0,0.782351,0.208195,0,0.198534,0.207736,0.184144,0.201391
"83",175000,-144.553697,1,0,1.419333,0,0,1.419333,0,0,0,0,0,19.023094,1.419333,19.023094,1.419333,19.023094,0,1.419333,0,0,0,0,1.419333,1.419333,0,19.023094,1.419333,0,0,0,1.419333,0.263301,0,0.128908,0,0.279196,0.328595
"84",177000,-151.670581,1,0,1.318904,0,0,1.318904,0,0,0,0,0,15.931129,0,15.931129,0,0,0,1.318904,1.318904,0,15.931129,1.318904,1.318904,0,0,15.931129,1.318904,0,0,1.318904,1.318904,0.22494,0,0.203902,0.18111,0.182495,0.207554
"85",179000,-144.094945,1,0,0.827474,0,0,0.827474,0,0,0,0,0,21.86302,0,21.86302,0.827474,0,0.827474,0.827474,0.827474,0,0,0.827474,0.827474,0,0.827474,21.86302,0.827474,0,0,0,0.827474,0.236551,0,0.159946,0.094984,0.242228,0.266291
"86",181000,-143.203792,1,0,0.762226,0,0,0.762226,0,0,0,0,0,12.23763,0,12.23763,0.762226,0,0.762226,12.23763,0.762226,12.23763,0,0.762226,0.762226,0,0.762226,12.23763,0.762226,0,0,0,0.762226,0.250733,0,0.148793,0.067717,0.245351,0.287406
"87",183000,-146.6128,1,0,0.614986,0,0,0.614986,0,0,0,0,0,6.425864,0,6.425864,0.614986,0,0,0.614986,6.425864,0.614986,0,0.614986,0.614986,0.614986,0.614986,6.425864,0.614986,0,0,0,0.614986,0.228012,0,0.19889,0.169725,0.186012,0.217361
"88",185000,-145.082834,1,0,0.798021,0,0,0.798021,0,0,0,0,0,20.449957,0,20.449957,0.798021,0.798021,0,0,20.449957,0.798021,0.798021,0.798021,0.798021,0.798021,0.798021,20.449957,0.798021,0,0,0,0.798021,0.206228,0,0.20494,0.204318,0.18608,0.198434
"89",187000,-145.086935,1,0,1.053147,0,0,1.053147,0,0,0,0,0,11.211666,0,11.211666,0,1.053147,0,1.053147,11.211666,1.053147,1.053147,1.053147,1.053147,0,1.053147,11.211666,1.053147,0,0,0,1.053147,0.223167,0,0.199535,0.173321,0.186059,0.217919
"90",189000,-145.864257,1,0,0.876682,0,0,0.876682,0,0,0,0,0,0,0.876682,23.133247,0.876682,0.876682,23.133247,0,23.133247,0.876682,23.133247,0,0.876682,0.876682,0,23.133247,0.876682,0,0,0,0.876682,0.207391,0,0.188534,0.201511,0.193977,0.208587
"91",191000,-150.717605,1,0,0.657073,0,0,0.657073,0.657073,0,0,0,0,0.657073,0,16.416183,0.657073,0.657073,16.416183,0,16.416183,0.657073,0,0,0.657073,0.657073,0,16.416183,0.657073,0,0,0,0.657073,0.171767,0.154574,0.171309,0.171535,0.165192,0.165623
"92",193000,-152.282896,1,0,0.857382,0,0,0.857382,0.857382,0,0,0.857382,0,0.857382,0.857382,18.909181,0,0,18.909181,18.909181,18.909181,18.909181,0.857382,0.857382,0.857382,0.857382,0.857382,18.909181,0.857382,0,0,0.857382,0.857382,0.167017,0.16609,0.166604,0.166628,0.16681,0.166851
"93",195000,-153.626755,1,0,0.70068,0,0,0.70068,0.70068,0,0,0,0,0.70068,0.70068,13.279908,0,0,13.279908,0,13.279908,0,13.279908,0,0.70068,0,0.70068,13.279908,0.70068,0,0,0,0.70068,0.170677,0.156477,0.168583,0.169077,0.167277,0.167909
"94",197000,-157.821057,1,0,0.56603,0.56603,0,0.56603,0,0,0,0,0,0,0.56603,0,18.41377,0,0.56603,0.56603,0,0.56603,0.56603,0.56603,0.56603,0.56603,0.56603,18.41377,0.56603,0,0.56603,0.56603,0.56603,0.22653,0,0.200599,0.141584,0.20978,0.221508
"95",199000,-156.237435,1,0,0,0.836327,0,0.836327,0.836327,0,0,0,0,0,0.836327,0,13.868078,13.868078,0.836327,0.836327,0.836327,0,0.836327,0.836327,0.836327,0,0,13.868078,0.836327,0,0,0,0.836327,0.168477,0.156872,0.169452,0.165633,0.169424,0.170142
"96",201000,-159.972563,1,0,0.888529,0.888529,0,0.888529,0.888529,0.888529,0,0,0,0,23.125152,0.888529,0.888529,0,0.888529,0,0,0.888529,0.888529,0.888529,0,0.888529,0.888529,23.125152,0.888529,0,0,0,0.888529,0.167719,0.157122,0.157832,0.172595,0.17211,0.172623
"97",203000,-149.260121,1,0.047027,0.047027,0.047027,0.047027,0.873807,0.047027,0.047027,0.047027,0.873807,0.047027,0.047027,15.320786,0.047027,0.047027,0.047027,0.873807,0.047027,0.047027,0.047027,0,0.047027,0.047027,0.047027,0.047027,15.320786,0.873807,0.047027,0.047027,0.047027,0.873807,0.171574,0.155192,0.154336,0.178387,0.170219,0.170292
"98",205000,-143.814835,1,0.034285,0.034285,0.034285,0,1.572943,0.034285,0.034285,0.034285,0.034285,0.034285,0.034285,18.417957,0.034285,0.034285,0,1.572943,0.034285,0.034285,0.034285,0.034285,0.034285,0.034285,0.034285,0.034285,18.417957,1.572943,0,0.034285,0.034285,1.572943,0.218464,0.055111,0.054885,0.230364,0.220493,0.220682
"99",207000,-148.047192,1,0.106519,0,0.106519,0.106519,1.373707,0.106519,0.106519,0.106519,0.106519,0.106519,0.106519,0.106519,0.106519,0.106519,35.095609,0.106519,0.106519,0.106519,0.106519,0.106519,0.106519,0.106519,0.106519,0,35.095609,1.373707,0,0.106519,0.106519,1.373707,0.183804,0.128718,0.186196,0.12862,0.186375,0.186287
"100",209000,-150.416159,1,0.031701,0.871815,0.031701,0.031701,0.871815,0,0.031701,0.031701,0,0.031701,17.103836,0,0.031701,17.103836,0,0.031701,0.031701,0.031701,0.031701,0,0.031701,0,0.031701,0.031701,17.103836,0.871815,0.031701,0,0.031701,0.871815,0.23865,0.016728,0.238724,0.030037,0.238197,0.237664
"101",211000,-148.834843,1,0.05551,0.878607,0.05551,0.05551,0.878607,0.05551,0.05551,0.05551,0.05551,0,13.24534,0.05551,0.05551,0.05551,0.05551,0,0.05551,0.05551,0.05551,0.05551,0.05551,0.05551,0.05551,0.05551,13.24534,0.878607,0.05551,0.05551,0,0.878607,0.216943,0.063159,0.216729,0.061915,0.220364,0.22089
"102",213000,-144.459095,1,0,0.085118,0.085118,0.085118,0.853199,0,0.085118,0.085118,0.085118,0.085118,0.085118,0.085118,0.085118,0.085118,14.057345,0.085118,0.085118,0.085118,0.085118,0.085118,0.085118,0.085118,0.853199,0.085118,14.057345,0.853199,0,0.085118,0.085118,0.853199,0.202787,0.087338,0.199797,0.109667,0.199797,0.200615
"103",215000,-155.431341,1,0,0,0.494895,0,0.494895,0,0,0,0,0,0.494895,0,0.494895,8.705842,0,0.494895,0.494895,0.494895,0.494895,0.494895,0,0,0,0.494895,8.705842,0.494895,0,0,0.494895,0.494895,0.222889,0,0.210403,0.145199,0.210401,0.211108
"104",217000,-150.277916,1,0,0,0.75032,0,0.75032,0,0,0,0,0,14.219456,14.219456,0.75032,0,14.219456,0.75032,0.75032,0.75032,14.219456,0.75032,0.75032,0,0.75032,0,14.219456,0.75032,0,0,0,0.75032,0.228046,0,0.104569,0.203601,0.228338,0.235446
"105",219000,-149.722681,1,0,0,0.888338,0,0.888338,0.888338,0.888338,0,0,0,0.888338,15.48072,0,0.888338,0,0.888338,0,15.48072,15.48072,15.48072,0.888338,0,0.888338,0,15.48072,0.888338,0,0,0,0.888338,0.169253,0.161286,0.161734,0.167366,0.169956,0.170405
"106",221000,-155.078423,1,0,0,0.997322,0,0.997322,0,0,0,0.997322,0,13.568431,0.997322,13.568431,13.568431,0.997322,0.997322,0.997322,13.568431,0.997322,0,0.997322,0,0.997322,0,13.568431,0.997322,0,0,0,0.997322,0.168945,0.155407,0.168488,0.167735,0.169672,0.169753
"107",223000,-146.316429,1,0,0,0.918574,0,0.918574,0,0,0,0,0,13.374429,13.374429,13.374429,0,0.918574,0,0,13.374429,13.374429,0.918574,0,0.918574,0,0.918574,13.374429,0.918574,0,0,0,0.918574,0.241474,0,0.091814,0.160061,0.235672,0.270979
"108",225000,-149.859938,1,0,0,1.125079,0,1.125079,1.125079,1.125079,0,1.125079,0,0,11.51743,11.51743,0,0,1.125079,1.125079,11.51743,1.125079,1.125079,0,1.125079,0,1.125079,11.51743,1.125079,0,0,0,1.125079,0.166645,0.166551,0.166541,0.166569,0.16683,0.166865
"109",227000,-151.345915,1,0,0,0.64189,0,0.64189,0.64189,0.64189,0,0,0.64189,0,13.86126,13.86126,13.86126,0,0.64189,0.64189,13.86126,0.64189,0.64189,0,0.64189,0,0,13.86126,0.64189,0,0,0,0.64189,0.168155,0.165901,0.16623,0.166226,0.166689,0.166799
"110",229000,-154.627407,1,0,0,0.761673,0,0.761673,0.761673,0.761673,19.504184,0,0,0.761673,0,19.504184,19.504184,0,0,19.504184,19.504184,0,0.761673,0.761673,0,0.761673,0.761673,19.504184,0.761673,0,0,0,0.761673,0.167077,0.166553,0.166584,0.166557,0.166613,0.166616
"111",231000,-153.923792,1,0,0,0.399322,0,0.399322,0.399322,0.399322,0,0,0.399322,0.399322,0.399322,11.489775,11.489775,11.489775,0,0.399322,11.489775,0,0,0.399322,0,0.399322,0.399322,11.489775,0.399322,0.399322,0,0,0.399322,0.18285,0.163092,0.163511,0.162775,0.163874,0.163897
"112",233000,-151.549525,1,0,0,0.608909,0,0.608909,0,0,0.608909,0.608909,0,0.608909,0.608909,0.608909,13.650824,0.608909,0.608909,0.608909,13.650824,0.608909,0.608909,0,0,0,0,13.650824,0.608909,0.608909,0,0,0.608909,0.179628,0.154263,0.166517,0.166517,0.166517,0.166557
"113",235000,-151.241816,1,0,0,0.652521,0,0.652521,0,0.652521,0.652521,0,0.652521,23.119143,23.119143,0.652521,23.119143,0,0.652521,0,23.119143,0,0,0.652521,0,0,0,23.119143,0.652521,0.652521,0,0,0.652521,0.170523,0.164197,0.166831,0.166922,0.165786,0.165742
"114",237000,-150.700523,1,0,0,0.6927,0,0.6927,0,0.6927,0.6927,0.6927,0.6927,16.544914,0.6927,0,16.544914,0,0,0.6927,16.544914,0,0.6927,0.6927,0,0.6927,0,16.544914,0.6927,0.6927,0,0,0.6927,0.168487,0.165737,0.16714,0.167053,0.165821,0.165763
"115",239000,-149.968342,1,0,0,0.535009,0,0.535009,0.535009,0,0,0,0.535009,13.562054,0.535009,13.562054,13.562054,0.535009,0,0.535009,13.562054,0.535009,0,0.535009,0.535009,0.535009,0,13.562054,0.535009,0.535009,0,0,0.535009,0.173891,0.162496,0.168434,0.16811,0.163627,0.163441
"116",241000,-151.357626,1,0,1.256863,0,0,1.256863,1.256863,0,0,0,0,17.344842,0,17.344842,17.344842,1.256863,0,17.344842,1.256863,1.256863,1.256863,0,0,1.256863,1.256863,17.344842,1.256863,0,0,0,1.256863,0.167615,0.164562,0.166836,0.164952,0.167891,0.168144
"117",243000,-150.18936,1,0,0.76388,0,0,0.76388,0.76388,0,23.19307,0,0,23.19307,0.76388,23.19307,0.76388,0,0,23.19307,0,0.76388,0,0,0.76388,0.76388,0,23.19307,0.76388,0,0,0,0.76388,0.171821,0.156099,0.163929,0.15616,0.175556,0.176435
"118",245000,-148.941413,1,0,0.749986,0,0,0.749986,15.53446,15.53446,15.53446,0.749986,0.749986,0.749986,0.749986,15.53446,0.749986,0,0,15.53446,15.53446,0,0,0.749986,0.749986,0.749986,0,15.53446,0.749986,0,0,0,0.749986,0.167473,0.167618,0.167758,0.167765,0.164831,0.164555
"119",247000,-156.150398,1,0,0.551783,0,0.551783,0.551783,0.551783,0.551783,0.551783,0,0.551783,0.551783,0,18.508738,0.551783,0.551783,0,18.508738,0.551783,0,0,0.551783,0,0.551783,0.551783,18.508738,0.551783,0,0,0.551783,0.551783,0.168433,0.165892,0.165815,0.165776,0.167024,0.16706
"120",249000,-156.238815,1,0,0.775811,0.775811,0.775811,0.775811,0.775811,0,0.775811,0,0.775811,0,0.775811,10.22294,0,0,10.22294,10.22294,10.22294,0,10.22294,0.775811,0,0.775811,10.22294,10.22294,0.775811,0,0,0,0.775811,0.166679,0.166579,0.166642,0.166659,0.166698,0.166744
"121",251000,-153.762756,1,0,0,0.576499,0,0.576499,10.262543,0.576499,10.262543,0,0,0,0,10.262543,10.262543,10.262543,0,10.262543,10.262543,0,0,0,0,0,0.576499,10.262543,0.576499,0,0,0.576499,0.576499,0.16817,0.167467,0.166056,0.166749,0.16571,0.165848
"122",253000,-153.188103,1,0,0,0.612694,0,0.612694,12.300942,0,0.612694,0,0.612694,0,0,12.300942,0.612694,0,0,12.300942,12.300942,0.612694,0,0,0.612694,0.612694,0.612694,12.300942,0.612694,0,0,0,0.612694,0.168897,0.168897,0.168999,0.168965,0.162448,0.161794
"123",255000,-154.245965,1,0,0,0.942462,0,0.942462,0,0,0,0,0,0,0.942462,11.070858,0.942462,11.070858,11.070858,0,11.070858,0.942462,0.942462,0.942462,0.942462,0,0.942462,11.070858,0.942462,0,0,0,0.942462,0.216253,0,0.189722,0.202946,0.182511,0.208567
"124",257000,-146.028964,1,0,0,0.801869,0,0.801869,0,0,0,0,0,11.153043,11.153043,11.153043,0.801869,0.801869,11.153043,0.801869,11.153043,11.153043,0.801869,0,0,0.801869,0,11.153043,0.801869,0,0,0.801869,0.801869,0.244405,0,0.099604,0.18006,0.234504,0.241427
"125",259000,-150.715026,1,0,0,0.813514,0,0.813514,0,0,0,0,0,9.497317,9.497317,9.497317,0,0.813514,9.497317,0,9.497317,9.497317,9.497317,0,0.813514,0,0,9.497317,0.813514,0,0,0,0.813514,0.242817,0,0.10104,0.196296,0.212539,0.247309
"126",261000,-148.105434,1,0,0.328003,0.328003,0,1.425671,0,1.425671,0,0,0,16.359047,1.425671,1.425671,0.328003,1.425671,0.328003,1.425671,0,0,0,0.328003,1.425671,0,1.425671,16.359047,1.425671,0,0,0,1.425671,0.16821,0.165801,0.16763,0.16084,0.168359,0.16916
"127",263000,-150.991293,1,0,0.372634,0.372634,0,0.372634,0.372634,0.372634,0,0,0,14.829867,0.372634,0.372634,14.829867,0,0.372634,0.372634,0.372634,0.372634,0,0.372634,0,0.372634,0.372634,14.829867,0.372634,0,0.372634,0,0.372634,0.172168,0.158347,0.169963,0.163176,0.168112,0.168234
"128",265000,-152.353687,1,0,0,1.009049,0,1.009049,0,1.009049,0,0,0,19.241828,19.241828,19.241828,19.241828,19.241828,1.009049,0,1.009049,1.009049,1.009049,1.009049,0,1.009049,0,19.241828,1.009049,0,0,0,1.009049,0.170865,0.150155,0.166634,0.16988,0.171122,0.171344
"129",267000,-152.724085,1,0,0.754756,0,0,0.754756,0.754756,0.754756,15.772709,15.772709,0,0.754756,0,15.772709,0.754756,0.754756,0.754756,15.772709,0.754756,0.754756,0,0.754756,0.754756,0.754756,0,15.772709,0.754756,0,0.754756,0,0.754756,0.167163,0.166567,0.166567,0.166567,0.166567,0.166567
"130",269000,-153.371121,1,0,0.824643,0,0,0.824643,0.824643,0.824643,9.644342,0,0,0.824643,9.644342,9.644342,9.644342,9.644342,0.824643,9.644342,0,0,0,0.824643,0.824643,0,0.824643,9.644342,0.824643,0,0,0,0.824643,0.167802,0.164839,0.166436,0.164769,0.167832,0.168323
"131",271000,-149.323639,1,0,0.64934,0,0,0.64934,0,0.64934,0.64934,0,0,0.64934,0,11.301947,11.301947,11.301947,0.64934,11.301947,0.64934,0,0.64934,0.64934,0.64934,0.64934,0.64934,11.301947,0.64934,0,0,0,0.64934,0.18561,0.133222,0.170334,0.138481,0.18324,0.189112
"132",273000,-148.414638,1,0,1.243353,0,0,1.243353,1.243353,0,20.826555,0,1.243353,20.826555,0,20.826555,20.826555,0,0,20.826555,0,0,0,0,1.243353,0,0,20.826555,1.243353,0,0,0,1.243353,0.167695,0.164478,0.166739,0.164254,0.168326,0.168509
"133",275000,-154.915755,1,0,0.423065,0.423065,0,0.423065,0.423065,0.423065,13.264086,0,0.423065,0,0,0,13.264086,0,0,13.264086,0,0,0.423065,0.423065,0,0,0,13.264086,0.423065,0,0,0.423065,0.423065,0.176011,0.158714,0.169199,0.158257,0.16908,0.168739
"134",277000,-155.879358,1,0,0,1.036812,0,1.036812,0,1.036812,12.338892,0,0,1.036812,1.036812,1.036812,12.338892,12.338892,12.338892,12.338892,12.338892,1.036812,0,0,0,1.036812,0,12.338892,1.036812,0,0,0,1.036812,0.166832,0.166702,0.166593,0.166707,0.166573,0.166594
"135",279000,-150.484534,1,0,0,0.653607,0,0.653607,0,0,0,0,0,0,0,0.653607,16.958835,0.653607,16.958835,0,16.958835,0,0.653607,0,0.653607,0.653607,0,16.958835,0.653607,0,0,0,0.653607,0.212638,0,0.191015,0.201973,0.189869,0.204505
"136",281000,-148.376526,1,0,0,1.042804,0,1.042804,0,0,0,0,0,1.042804,0,1.042804,9.319163,0,1.042804,1.042804,9.319163,0,0,1.042804,1.042804,0,0,9.319163,1.042804,0,0,0,1.042804,0.218741,0,0.195207,0.166251,0.191412,0.228389
"137",283000,-150.445425,1,0,0,1.130838,0,1.130838,0,0,0,0,0,1.130838,1.130838,1.130838,21.192596,21.192596,1.130838,0,21.192596,0,1.130838,0,1.130838,0,0,21.192596,1.130838,0,0,0,1.130838,0.212158,0,0.191585,0.194321,0.190993,0.210943
"138",285000,-148.752259,1,0,0,1.040875,0,1.040875,0,0,0,0,0,16.283316,1.040875,1.040875,16.283316,16.283316,1.040875,1.040875,16.283316,16.283316,0,0,1.040875,1.040875,1.040875,16.283316,1.040875,0,0,0,1.040875,0.212335,0,0.197667,0.184086,0.191135,0.214777
"139",287000,-152.111353,1,0,0,1.010616,0,1.010616,0,0,0,0,0,0,0,1.010616,13.912353,0,0,1.010616,0,13.912353,13.912353,1.010616,0,1.010616,1.010616,13.912353,1.010616,0,0,0,1.010616,0.199769,0,0.202762,0.189917,0.203324,0.204227
"140",289000,-147.799461,1,0,0.488508,0.488508,0,0.488508,0,0,0.488508,0,0,15.585287,0,0.488508,15.585287,0.488508,0,0.488508,0.488508,0,0,0,0.488508,0,0.488508,15.585287,0.488508,0,0.488508,0,0.488508,0.191289,0.057429,0.202389,0.112003,0.214657,0.222234
"141",291000,-154.574791,1,0,0.696092,0,0,0.696092,0,0,0,0,0.696092,19.493154,0.696092,19.493154,19.493154,0.696092,0.696092,0.696092,0.696092,0,0,0,0,0,0,19.493154,0.696092,0.696092,0,0,0.696092,0.18802,0.136042,0.174402,0.170687,0.16554,0.165308
"142",293000,-150.952526,1,0,1.063398,0,0,1.063398,1.063398,0,1.063398,1.063398,0,15.527459,1.063398,15.527459,15.527459,1.063398,1.063398,1.063398,0,0,1.063398,1.063398,0,0,0,15.527459,1.063398,0,1.063398,0,1.063398,0.166735,0.166575,0.166674,0.166574,0.166722,0.166719
"143",295000,-148.779008,1,0,0.591347,0,0,0.591347,0,0,0.591347,0.591347,0,17.783589,17.783589,17.783589,17.783589,17.783589,0.591347,0.591347,0.591347,0,0.591347,0.591347,0.591347,0.591347,0,17.783589,0.591347,0,0.591347,0,0.591347,0.173841,0.153789,0.166641,0.164197,0.1705,0.171032
"144",297000,-156.240239,1,0.298184,0.298184,0,0,0.298184,0.298184,0.298184,0.298184,0.298184,0.298184,0.298184,0,19.786148,19.786148,0.298184,19.786148,0.298184,0,0.298184,0.298184,0.298184,0.298184,0,0.298184,19.786148,0.298184,0.298184,0.298184,0.298184,0.298184,0.168211,0.165028,0.166992,0.168192,0.16578,0.165798
"145",299000,-158.475786,1,0.397585,0.397585,0.397585,0.397585,0.397585,0.397585,0.397585,0.397585,0.397585,0,0.397585,0.397585,22.869082,0.397585,0.397585,22.869082,0,0.397585,0.397585,0.397585,0.397585,0.397585,0.397585,0.397585,22.869082,0.397585,0,0.397585,0,0.397585,0.167079,0.166832,0.167084,0.167084,0.165977,0.165943
"146",301000,-160.1441,1,0.319322,0.319322,0.319322,0.319322,0.319322,0.319322,0.319322,0.319322,0.319322,0.319322,0.319322,13.424222,0,0.319322,0.319322,13.424222,0.319322,0,0.319322,0.319322,0.319322,0.319322,0,0.319322,13.424222,0.319322,0,0.319322,0.319322,0.319322,0.16748,0.165521,0.165471,0.16753,0.167,0.166998
"147",303000,-159.325975,1,0.382226,0.382226,0,0.382226,0.382226,0.382226,0,0.382226,0.382226,0.382226,0.382226,13.998689,0.382226,0.382226,0,13.998689,0,13.998689,0.382226,0.382226,0,0.382226,0,0.382226,13.998689,0.382226,0,0.382226,0.382226,0.382226,0.167453,0.16615,0.166132,0.166797,0.166724,0.166744
"148",305000,-154.250155,1,0,0.36768,0.36768,0.36768,0.36768,0,0.36768,0.36768,0,0.36768,0,22.522403,0,0.36768,0.36768,0.36768,0.36768,0.36768,0,0.36768,0,0.36768,0.36768,0.36768,22.522403,0.36768,0,0.36768,0,0.36768,0.18467,0.144812,0.14508,0.163663,0.180426,0.181348
"149",307000,-154.204331,1,0.299238,0.299238,0.299238,0.299238,0.299238,0.299238,0,0.299238,0.299238,0.299238,10.922279,0.299238,0.299238,0.299238,0,0.299238,0.299238,0.299238,0.299238,0,0.299238,0,0.299238,0,10.922279,0.299238,0,0.299238,0,0.299238,0.167409,0.160054,0.167291,0.161031,0.172108,0.172108
"150",309000,-156.56246,1,0.366375,0.366375,0.366375,0,0.366375,0.366375,0.366375,0.366375,0,0.366375,0.366375,0,0,0.366375,0,12.089263,0.366375,0.366375,0.366375,0.366375,0.366375,0.366375,0.366375,0.366375,12.089263,0.366375,0,0.366375,0.366375,0.366375,0.168867,0.166258,0.156311,0.168892,0.169782,0.169889
"151",311000,-157.46039,1,0.788412,0.788412,0,0,0.788412,0,0.788412,0,0,0,9.57539,0,9.57539,0.788412,0,9.57539,0,0,0.788412,0,0.788412,0,0.788412,0.788412,9.57539,0.788412,0,0,0.788412,0.788412,0.165983,0.1533,0.166942,0.166942,0.173189,0.173643
"152",313000,-152.573194,1,0,0.544511,0.544511,0,0.544511,0,0,0,0,0.544511,3.717798,3.717798,0.544511,0.544511,0.544511,3.717798,0.544511,0,3.717798,3.717798,0.544511,0,0,0,17.902187,0.544511,0,0,0.544511,0.544511,0.173842,0.13255,0.156872,0.176298,0.180275,0.180162
"153",315000,-159.981792,1,0,0,0,0,0.868802,0.868802,0.868802,0,0.868802,0,0.868802,0.868802,0.868802,0.868802,0.868802,0.868802,0,0,0.868802,0,0.868802,0.868802,0.868802,0.868802,19.650634,0.868802,0,0.868802,0,0.868802,0.160591,0.166396,0.167908,0.1719,0.166707,0.166498
"154",317000,-151.92525,1,0.158692,0.158692,0.158692,0,0.834605,0.834605,0,0,0.834605,0.834605,0,0,11.570676,0.158692,11.570676,0,0,0.158692,0.158692,0.158692,0.158692,0,0.158692,0,11.570676,0.834605,0.158692,0.158692,0,0.834605,0.178613,0.186816,0.149721,0.115987,0.184568,0.184295
"155",319000,-147.369518,1,0,0.665655,0,0,0.665655,0,0.665655,0.665655,0.665655,0,0.665655,0.665655,17.155002,0.665655,0,0.665655,0.665655,0,0,0.665655,0,0.665655,0.665655,0.665655,17.155002,0.665655,0,0,0,0.665655,0.168728,0.161494,0.164367,0.164394,0.170146,0.170871
"156",321000,-149.657132,1,0,0.907401,0,0,0.907401,0,0.907401,0.907401,0,0,0.907401,0.907401,11.099718,0,0.907401,0.907401,0.907401,0.907401,0.907401,0.907401,0.907401,0,0,0,11.099718,0.907401,0,0,0,0.907401,0.167576,0.161062,0.165992,0.166219,0.169576,0.169576
"157",323000,-151.549374,1,0,0.628667,0,0,0.628667,0,0.628667,0.628667,0,0.628667,0.628667,0.628667,14.260005,0.628667,0.628667,0,0.628667,0.628667,0,0,0.628667,0,0,0.628667,14.260005,0.628667,0,0,0,0.628667,0.186116,0.140067,0.113841,0.101562,0.226496,0.231917
"158",325000,-149.576807,1,0,0.577952,0,0,0.577952,0.577952,0.577952,0.577952,0,0,0.577952,0.577952,12.720612,12.720612,0,0.577952,0.577952,0.577952,0,0,0,0,0.577952,0.577952,12.720612,0.577952,0,0,0,0.577952,0.170742,0.16357,0.165712,0.163608,0.167969,0.168399
"159",327000,-151.879273,1,0,0.581584,0,0,0.581584,0.67223,0.581584,0,0,0.581584,0.67223,10.243403,10.243403,0,0,0.67223,0.67223,0,10.243403,0,0.67223,0.67223,0,0.581584,10.243403,0.67223,0,0,0,0.67223,0.168073,0.165604,0.166105,0.166661,0.166738,0.166819
"160",329000,-153.224979,1,0,0.848604,0,0,0.848604,14.682931,0,0,0,0,0.848604,14.682931,14.682931,0,0.848604,0,0.848604,14.682931,0,0.848604,0,0,0.848604,0.848604,14.682931,0.848604,0,0,0,0.848604,0.167207,0.16732,0.167315,0.167315,0.165478,0.165365
"161",331000,-155.184906,1,0,0.543788,0,0,0.543788,16.885646,0.543788,0,0.543788,0,0.543788,0,16.885646,16.885646,0.543788,0.543788,0.543788,0.543788,0.543788,0,0,0.543788,0,0.543788,16.885646,0.543788,0.543788,0,0,0.543788,0.16691,0.166909,0.166515,0.166438,0.166606,0.166622
"162",333000,-150.147912,1,0,0.466083,0.466083,0,0.466083,0,0.466083,0,0.466083,0.466083,0.466083,0,17.866637,17.866637,0.466083,0.466083,0.466083,0.466083,0.466083,0,0.466083,0,0,0.466083,17.866637,0.466083,0.466083,0,0,0.466083,0.17466,0.159148,0.166561,0.166068,0.166872,0.166692
"163",335000,-152.722104,1,0,0.712251,0,0,0.712251,0.712251,17.037573,0,0.712251,17.037573,0.712251,0.712251,17.037573,17.037573,0.712251,0.712251,0,0.712251,0.712251,0,0.712251,0,0,0,17.037573,0.712251,0.712251,0,0,0.712251,0.167396,0.166531,0.166506,0.166453,0.166558,0.166557
"164",337000,-148.910619,1,0,0.581344,0,0,0.581344,0.581344,0,0,0.581344,0.581344,22.328398,22.328398,22.328398,22.328398,0,0,0.581344,0.581344,0.581344,0.581344,0,0.581344,0.581344,0.581344,22.328398,0.581344,0.581344,0,0,0.581344,0.170992,0.166334,0.166698,0.163311,0.166239,0.166426
"165",339000,-151.636237,1,0,0.671061,0,0,0.671061,0.671061,0,26.026432,0,0,0.671061,0.671061,26.026432,26.026432,0,0,26.026432,0,0,0.671061,0,0,0,0.671061,26.026432,0.671061,0,0,0,0.671061,0.173494,0.153034,0.165054,0.15309,0.177404,0.177923
"166",341000,-150.905401,1,0,0.53752,0,0,0.53752,0,0.53752,19.785585,0,0,0.53752,0.53752,19.785585,19.785585,0,0,19.785585,0.53752,0,0,0,0.53752,0,0.53752,19.785585,0.53752,0,0,0,0.53752,0.209355,0.093946,0.154833,0.093946,0.220563,0.227356
"167",343000,-149.137151,1,0.444444,0.444444,0,0,0.444444,0.444444,0,14.220405,0,0.444444,0.444444,0,0,14.220405,14.220405,0.444444,14.220405,0,0.444444,0,0,0,0,0,14.220405,0.444444,0.444444,0,0,0.444444,0.171074,0.16484,0.166433,0.164838,0.166356,0.16646
