"","Iteration","Lh","Tree.No","q.0","q.1","q.2","q.3","q.4","q.5","q.6","q.7","q.8","q.9","q.A","q.B","q.D","q.E","q.H","q.P","q0.","q01","q02","q03","q04","q05","q06","q07","q08","q09","q0A","q0B","q0D","q0E","q0H","q0P","q1.","q10","q12","q13","q14","q15","q16","q17","q18","q19","q1A","q1B","q1D","q1E","q1H","q1P","q2.","q20","q21","q23","q24","q25","q26","q27","q28","q29","q2A","q2B","q2D","q2E","q2H","q2P","q3.","q30","q31","q32","q34","q35","q36","q37","q38","q39","q3A","q3B","q3D","q3E","q3H","q3P","q4.","q40","q41","q42","q43","q45","q46","q47","q48","q49","q4A","q4B","q4D","q4E","q4H","q4P","q5.","q50","q51","q52","q53","q54","q56","q57","q58","q59","q5A","q5B","q5D","q5E","q5H","q5P","q6.","q60","q61","q62","q63","q64","q65","q67","q68","q69","q6A","q6B","q6D","q6E","q6H","q6P","q7.","q70","q71","q72","q73","q74","q75","q76","q78","q79","q7A","q7B","q7D","q7E","q7H","q7P","q8.","q80","q81","q82","q83","q84","q85","q86","q87","q89","q8A","q8B","q8D","q8E","q8H","q8P","q9.","q90","q91","q92","q93","q94","q95","q96","q97","q98","q9A","q9B","q9D","q9E","q9H","q9P","qA.","qA0","qA1","qA2","qA3","qA4","qA5","qA6","qA7","qA8","qA9","qAB","qAD","qAE","qAH","qAP","qB.","qB0","qB1","qB2","qB3","qB4","qB5","qB6","qB7","qB8","qB9","qBA","qBD","qBE","qBH","qBP","qD.","qD0","qD1","qD2","qD3","qD4","qD5","qD6","qD7","qD8","qD9","qDA","qDB","qDE","qDH","qDP","qE.","qE0","qE1","qE2","qE3","qE4","qE5","qE6","qE7","qE8","qE9","qEA","qEB","qED","qEH","qEP","qH.","qH0","qH1","qH2","qH3","qH4","qH5","qH6","qH7","qH8","qH9","qHA","qHB","qHD","qHE","qHP","qP.","qP0","qP1","qP2","qP3","qP4","qP5","qP6","qP7","qP8","qP9","qPA","qPB","qPD","qPE","qPH","RecNode...S.0....P...","RecNode...S.0....P.0.","RecNode...S.0....P.1.","RecNode...S.0....P.2.","RecNode...S.0....P.3.","RecNode...S.0....P.4.","RecNode...S.0....P.5.","RecNode...S.0....P.6.","RecNode...S.0....P.7.","RecNode...S.0....P.8.","RecNode...S.0....P.9.","RecNode...S.0....P.A.","RecNode...S.0....P.B.","RecNode...S.0....P.D.","RecNode...S.0....P.E.","RecNode...S.0....P.H.","RecNode...S.0....P.P.","RecNode...S.1....P...","RecNode...S.1....P.0.","RecNode...S.1....P.1.","RecNode...S.1....P.2.","RecNode...S.1....P.3.","RecNode...S.1....P.4.","RecNode...S.1....P.5.","RecNode...S.1....P.6.","RecNode...S.1....P.7.","RecNode...S.1....P.8.","RecNode...S.1....P.9.","RecNode...S.1....P.A.","RecNode...S.1....P.B.","RecNode...S.1....P.D.","RecNode...S.1....P.E.","RecNode...S.1....P.H.","RecNode...S.1....P.P.","RecNode...S.2....P...","RecNode...S.2....P.0.","RecNode...S.2....P.1.","RecNode...S.2....P.2.","RecNode...S.2....P.3.","RecNode...S.2....P.4.","RecNode...S.2....P.5.","RecNode...S.2....P.6.","RecNode...S.2....P.7.","RecNode...S.2....P.8.","RecNode...S.2....P.9.","RecNode...S.2....P.A.","RecNode...S.2....P.B.","RecNode...S.2....P.D.","RecNode...S.2....P.E.","RecNode...S.2....P.H.","RecNode...S.2....P.P.","RecNode...S.3....P...","RecNode...S.3....P.0.","RecNode...S.3....P.1.","RecNode...S.3....P.2.","RecNode...S.3....P.3.","RecNode...S.3....P.4.","RecNode...S.3....P.5.","RecNode...S.3....P.6.","RecNode...S.3....P.7.","RecNode...S.3....P.8.","RecNode...S.3....P.9.","RecNode...S.3....P.A.","RecNode...S.3....P.B.","RecNode...S.3....P.D.","RecNode...S.3....P.E.","RecNode...S.3....P.H.","RecNode...S.3....P.P.","RecNode...S.4....P...","RecNode...S.4....P.0.","RecNode...S.4....P.1.","RecNode...S.4....P.2.","RecNode...S.4....P.3.","RecNode...S.4....P.4.","RecNode...S.4....P.5.","RecNode...S.4....P.6.","RecNode...S.4....P.7.","RecNode...S.4....P.8.","RecNode...S.4....P.9.","RecNode...S.4....P.A.","RecNode...S.4....P.B.","RecNode...S.4....P.D.","RecNode...S.4....P.E.","RecNode...S.4....P.H.","RecNode...S.4....P.P.","RecNode...S.5....P...","RecNode...S.5....P.0.","RecNode...S.5....P.1.","RecNode...S.5....P.2.","RecNode...S.5....P.3.","RecNode...S.5....P.4.","RecNode...S.5....P.5.","RecNode...S.5....P.6.","RecNode...S.5....P.7.","RecNode...S.5....P.8.","RecNode...S.5....P.9.","RecNode...S.5....P.A.","RecNode...S.5....P.B.","RecNode...S.5....P.D.","RecNode...S.5....P.E.","RecNode...S.5....P.H.","RecNode...S.5....P.P.","RecNode...S.6....P...","RecNode...S.6....P.0.","RecNode...S.6....P.1.","RecNode...S.6....P.2.","RecNode...S.6....P.3.","RecNode...S.6....P.4.","RecNode...S.6....P.5.","RecNode...S.6....P.6.","RecNode...S.6....P.7.","RecNode...S.6....P.8.","RecNode...S.6....P.9.","RecNode...S.6....P.A.","RecNode...S.6....P.B.","RecNode...S.6....P.D.","RecNode...S.6....P.E.","RecNode...S.6....P.H.","RecNode...S.6....P.P.","RecNode...S.7....P...","RecNode...S.7....P.0.","RecNode...S.7....P.1.","RecNode...S.7....P.2.","RecNode...S.7....P.3.","RecNode...S.7....P.4.","RecNode...S.7....P.5.","RecNode...S.7....P.6.","RecNode...S.7....P.7.","RecNode...S.7....P.8.","RecNode...S.7....P.9.","RecNode...S.7....P.A.","RecNode...S.7....P.B.","RecNode...S.7....P.D.","RecNode...S.7....P.E.","RecNode...S.7....P.H.","RecNode...S.7....P.P.","RecNode...S.8....P...","RecNode...S.8....P.0.","RecNode...S.8....P.1.","RecNode...S.8....P.2.","RecNode...S.8....P.3.","RecNode...S.8....P.4.","RecNode...S.8....P.5.","RecNode...S.8....P.6.","RecNode...S.8....P.7.","RecNode...S.8....P.8.","RecNode...S.8....P.9.","RecNode...S.8....P.A.","RecNode...S.8....P.B.","RecNode...S.8....P.D.","RecNode...S.8....P.E.","RecNode...S.8....P.H.","RecNode...S.8....P.P.","RecNode...S.9....P...","RecNode...S.9....P.0.","RecNode...S.9....P.1.","RecNode...S.9....P.2.","RecNode...S.9....P.3.","RecNode...S.9....P.4.","RecNode...S.9....P.5.","RecNode...S.9....P.6.","RecNode...S.9....P.7.","RecNode...S.9....P.8.","RecNode...S.9....P.9.","RecNode...S.9....P.A.","RecNode...S.9....P.B.","RecNode...S.9....P.D.","RecNode...S.9....P.E.","RecNode...S.9....P.H.","RecNode...S.9....P.P.","RecNode...S.10....P...","RecNode...S.10....P.0.","RecNode...S.10....P.1.","RecNode...S.10....P.2.","RecNode...S.10....P.3.","RecNode...S.10....P.4.","RecNode...S.10....P.5.","RecNode...S.10....P.6.","RecNode...S.10....P.7.","RecNode...S.10....P.8.","RecNode...S.10....P.9.","RecNode...S.10....P.A.","RecNode...S.10....P.B.","RecNode...S.10....P.D.","RecNode...S.10....P.E.","RecNode...S.10....P.H.","RecNode...S.10....P.P."
"1",11000,-210.653093,1,0.239573,0,0,0,0,0,0.239573,0.239573,0,0.239573,0,0,0.239573,0,0,0,0.239573,0.239573,0,0,0.239573,0,0,0.239573,0.239573,0,0.239573,0,0,0.239573,0,0,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0,0.239573,0,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0,0.239573,0,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0,0.239573,0,0,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0,0,0.239573,0.239573,0,0,0.239573,0.239573,0.239573,0.239573,0,0,0.239573,0.239573,0.239573,0.239573,0.239573,0,0,0,0,0.239573,0.239573,0.239573,0.239573,0,0,0.239573,0.239573,0,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0,0,0.239573,0.239573,0.239573,0,0.239573,0.239573,0.239573,0,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0,0.239573,0,0.239573,0.239573,0,0.239573,0,0.239573,0.239573,0,0.239573,0.239573,0.239573,0.239573,0,0,0,0.239573,0.239573,0.239573,0,0.239573,0.239573,0,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0,0.239573,0.239573,0,0.239573,0.239573,0,0,0.239573,0,0.239573,0.239573,0.239573,0,0.239573,0.239573,0.239573,0,0.239573,0.239573,0,0.239573,0.239573,0.239573,0.239573,0,0.239573,0,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0,0,0.239573,0.239573,0.239573,0,0.239573,0.239573,0.239573,0,0.239573,0.239573,0.239573,0,0,0.239573,0,0,0.239573,0,0,0.239573,0.239573,0.239573,0.239573,0,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0.239573,0,0,1.5e-05,1.5e-05,0,1.5e-05,1.5e-05,1e-06,0,0,0,0.009295,1.5e-05,1e-06,1.5e-05,1.5e-05,0.990598,0.366764,0.338025,8.7e-05,0.27414,0.002773,3.4e-05,0.015719,0.000448,1.4e-05,0.00012,0.001849,4e-06,1e-06,4e-06,7e-06,3e-06,8e-06,0.364933,0.343624,0.007817,7.5e-05,0.000748,0.266992,1e-06,0.000245,7.9e-05,8e-06,0.015455,3e-06,4e-06,3e-06,4e-06,1e-06,7e-06,0.354188,0.338795,2.5e-05,0.000768,0.298868,0.000906,0.000526,3.4e-05,2.4e-05,0.005825,2.5e-05,2e-06,2e-06,2e-06,3e-06,2e-06,5e-06,0.360299,0.342189,2e-05,1.8e-05,0.294946,0.001263,5e-06,3e-06,0.000918,5.5e-05,0.000269,1e-06,4e-06,1e-06,3e-06,1e-06,4e-06,0.230262,0.218512,8e-06,0.171371,6e-06,0.005199,2.1e-05,4.7e-05,0.000319,0.17809,0.196138,5e-06,1e-06,3e-06,4e-06,4e-06,8e-06,0.282312,0.270711,0.230966,0.213797,3.2e-05,9e-06,2e-05,0.001177,0.000115,0.000816,2e-05,4e-06,1e-06,4e-06,7e-06,2e-06,8e-06,0.280766,0.26991,0.231146,5.1e-05,0.002304,0.213714,2.3e-05,0.00063,2.7e-05,2.6e-05,0.001377,3e-06,4e-06,5e-06,5e-06,1e-06,8e-06,0.366054,0.345978,0.000102,5.8e-05,7.2e-05,4.4e-05,1.9e-05,0.000806,0.000103,0.286707,4e-05,2e-06,1e-06,1e-06,3e-06,2e-06,6e-06,0.361096,0.347297,0.289584,7.6e-05,6.4e-05,0.001381,1.6e-05,3.2e-05,0.000299,6.8e-05,6.8e-05,3e-06,2e-06,3e-06,4e-06,1e-06,6e-06,0.277335,0.262082,0.224255,0.001394,0.001233,5.3e-05,0.000494,3.2e-05,0.233051,2.2e-05,2e-05,5e-06,3e-06,5e-06,8e-06,1e-06,8e-06
"2",13000,-203.743467,1,0.28707,0,0,0,0,0,0.28707,0.28707,0,0.28707,0,0,0.28707,0,0,0,0.28707,0.28707,0,0,0.28707,0,0,0.28707,0,0,0.28707,0,0,0,0,0,0.28707,0.28707,0,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0,0.28707,0,0.28707,0.28707,0.28707,0,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0,0.28707,0,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0,0,0,0,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0,0,0.28707,0,0,0,0.28707,0.28707,0,0.28707,0,0,0.28707,0.28707,0.28707,0.28707,0.28707,0,0,0,0,0.28707,0.28707,0.28707,0.28707,0,0,0,0.28707,0,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0,0,0.28707,0.28707,0.28707,0,0.28707,0.28707,0.28707,0.28707,0.28707,0,0,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0,0.28707,0,0,0.28707,0,0,0,0.28707,0.28707,0,0.28707,0.28707,0,0.28707,0,0,0,0.28707,0.28707,0.28707,0,0.28707,0.28707,0,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0,0.28707,0.28707,0,0.28707,0.28707,0.28707,0,0.28707,0,0.28707,0.28707,0.28707,0,0,0.28707,0.28707,0,0.28707,0.28707,0,0.28707,0.28707,0.28707,0.28707,0,0.28707,0,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0,0,0.28707,0,0.28707,0,0.28707,0,0.28707,0,0.28707,0.28707,0.28707,0,0,0.28707,0,0,0.28707,0,0,0.28707,0.28707,0.28707,0.28707,0,0.28707,0.28707,0,0.28707,0.28707,0.28707,0,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0.28707,0,0,2.2e-05,2.2e-05,0,2.2e-05,2.2e-05,1e-06,0,0,0,0.011266,2.2e-05,1e-06,1e-06,2.2e-05,0.988598,0.366012,0.358878,8.5e-05,0.258401,0.003375,4.9e-05,0.010025,0.000652,2.2e-05,0.000172,0.002291,6e-06,4e-06,6e-06,1e-05,5e-06,7e-06,0.360569,0.368156,0.008779,6.3e-05,0.000953,0.248439,1e-06,0.000351,0.00011,7e-06,0.012543,5e-06,6e-06,5e-06,5e-06,1e-06,5e-06,0.347166,0.34729,3.1e-05,0.000594,0.297097,0.001054,0.000328,4.9e-05,3.7e-05,0.006308,2.6e-05,3e-06,4e-06,2e-06,5e-06,2e-06,3e-06,0.351259,0.355739,2.9e-05,1.4e-05,0.290008,0.001446,2e-06,4e-06,0.001101,6.2e-05,0.000317,2e-06,5e-06,2e-06,4e-06,1e-06,2e-06,0.228111,0.224663,8e-06,0.160241,1e-05,0.005888,1.7e-05,6.9e-05,0.000441,0.173134,0.207385,7e-06,2e-06,5e-06,6e-06,5e-06,8e-06,0.283388,0.287042,0.223291,0.203248,4.7e-05,1.4e-05,2.9e-05,0.001465,0.000172,0.001258,1.5e-05,6e-06,2e-06,6e-06,8e-06,3e-06,7e-06,0.278469,0.288394,0.227365,4.9e-05,0.002791,0.201234,1e-05,0.000773,4.1e-05,2.4e-05,0.000816,5e-06,7e-06,7e-06,5e-06,1e-06,7e-06,0.364411,0.35737,0.000144,4.5e-05,0.000103,6.2e-05,1.9e-05,0.000981,0.000145,0.276654,4.8e-05,3e-06,1e-06,2e-06,3e-06,2e-06,5e-06,0.352367,0.36606,0.279219,6e-05,9e-05,0.001607,1.8e-05,4.6e-05,0.000411,7e-05,2.7e-05,4e-06,4e-06,4e-06,6e-06,1e-06,5e-06,0.276044,0.27887,0.217058,0.001197,0.001593,7.6e-05,0.000575,4.6e-05,0.224459,3.1e-05,1.2e-05,7e-06,7e-06,7e-06,1.1e-05,1e-06,7e-06
"3",15000,-201.810428,1,0.195445,0,0,0,0,0,0.195445,0.195445,0,0.195445,0,0,0.195445,0,0,0,0.195445,0,0,0,0.195445,0,0,0.195445,0,0,0.195445,0,0,0,0,0,0.195445,0.195445,0,0.195445,0.195445,0.195445,0,0.195445,0.195445,0.195445,0.195445,0,0.195445,0,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0,0.195445,0.195445,0.195445,0.195445,0.195445,0,0.195445,0,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0,0,0,0,0,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0,0,0,0,0.195445,0,0,0,0.195445,0,0,0.195445,0.195445,0,0.195445,0,0.195445,0.195445,0.195445,0,0,0,0,0.195445,0.195445,0.195445,0.195445,0,0,0,0.195445,0,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0,0,0.195445,0.195445,0.195445,0,0,0.195445,0.195445,0.195445,0.195445,0,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0,0,0.195445,0,0,0,0.195445,0,0,0.195445,0.195445,0,0.195445,0,0,0,0.195445,0.195445,0.195445,0,0.195445,0.195445,0,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0,0.195445,0.195445,0.195445,0,0.195445,0,0.195445,0.195445,0.195445,0,0,0.195445,0.195445,0,0.195445,0,0,0.195445,0.195445,0.195445,0.195445,0,0.195445,0,0.195445,0.195445,0.195445,0.195445,0.195445,0,0.195445,0.195445,0,0,0.195445,0,0.195445,0,0.195445,0,0.195445,0,0.195445,0.195445,0.195445,0,0,0.195445,0,0,0,0,0,0.195445,0.195445,0.195445,0.195445,0,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0.195445,0,0,1e-05,1e-05,0,0,1e-05,1e-06,0,1e-05,0,0.007451,1e-05,1e-06,1e-06,1e-05,0.992488,0.350835,0.353483,3.2e-05,0.287871,0.0023,1.3e-05,0.003515,0.000299,8e-06,6.6e-05,0.001562,2e-06,3e-06,1e-06,2e-06,1e-06,5e-06,0.350031,0.357163,0.005883,5.2e-05,0.000578,0.279371,0,0.000163,5.2e-05,1e-06,0.006691,2e-06,5e-06,2e-06,1e-06,0,4e-06,0.340581,0.34921,1.2e-05,0.000628,0.30597,0.000371,2e-06,2.3e-05,1.5e-05,0.003166,1.2e-05,1e-06,4e-06,1e-06,1e-06,1e-06,3e-06,0.343168,0.354597,1.2e-05,1.2e-05,0.300741,0.000517,0,2e-06,0.000714,1.6e-05,0.000213,1e-06,4e-06,1e-06,1e-06,0,2e-06,0.217705,0.221921,3e-06,0.179182,4e-06,0.003506,1e-06,3.1e-05,0.000209,0.171376,0.206048,3e-06,2e-06,1e-06,1e-06,2e-06,5e-06,0.269652,0.272244,0.231268,0.225187,2.1e-05,3e-06,3e-06,0.000949,7.2e-05,0.000582,6e-06,2e-06,2e-06,1e-06,2e-06,1e-06,5e-06,0.267303,0.274168,0.23511,3.1e-05,0.001893,0.220428,0,0.000508,1.7e-05,7e-06,0.000519,2e-06,5e-06,3e-06,1e-06,0,5e-06,0.358135,0.360418,5.8e-05,3.9e-05,4.8e-05,1.3e-05,0,0.00066,6.9e-05,0.280535,1.8e-05,1e-06,1e-06,1e-06,0,1e-06,4e-06,0.345252,0.354854,0.298981,4.2e-05,4.3e-05,0.000566,0,2.1e-05,0.000197,2e-05,1.2e-05,2e-06,3e-06,2e-06,1e-06,0,4e-06,0.267312,0.269379,0.229232,0.001164,0.000947,2e-05,0.000167,2.1e-05,0.231727,9e-06,2e-06,3e-06,5e-06,2e-06,3e-06,0,5e-06
"4",17000,-202.567079,1,0.314439,0,0,0,0,0,0.314439,0.314439,0,0.314439,0,0,0.314439,0,0,0,0.314439,0,0,0,0,0,0,0.314439,0,0,0.314439,0,0,0,0,0,0.314439,0.314439,0,0.314439,0.314439,0.314439,0,0.314439,0.314439,0.314439,0.314439,0,0.314439,0.314439,0,0,0.314439,0.314439,0.314439,0.314439,0.314439,0,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0,0.314439,0.314439,0.314439,0.314439,0.314439,0,0.314439,0,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0,0,0,0,0,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0,0.314439,0,0.314439,0,0,0,0.314439,0,0,0.314439,0.314439,0,0,0,0.314439,0.314439,0.314439,0,0,0,0,0.314439,0.314439,0.314439,0.314439,0,0,0,0.314439,0,0.314439,0.314439,0,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0,0.314439,0.314439,0.314439,0,0,0.314439,0.314439,0.314439,0.314439,0,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0,0,0,0.314439,0,0.314439,0,0.314439,0,0,0.314439,0.314439,0,0.314439,0,0,0.314439,0.314439,0.314439,0.314439,0,0.314439,0.314439,0,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0,0.314439,0.314439,0.314439,0,0.314439,0,0.314439,0.314439,0.314439,0,0,0.314439,0.314439,0,0.314439,0,0,0.314439,0.314439,0.314439,0.314439,0,0.314439,0,0.314439,0.314439,0.314439,0.314439,0.314439,0,0.314439,0.314439,0,0,0.314439,0,0.314439,0,0.314439,0,0.314439,0,0.314439,0.314439,0.314439,0,0,0.314439,0,0,0,0,0.314439,0.314439,0,0.314439,0.314439,0,0.314439,0.314439,0.314439,0.314439,0.314439,0.314439,0,0.314439,0.314439,0.314439,0.314439,0.314439,0,0.314439,0.314439,0.314439,0.314439,0.314439,0,0,0,2.6e-05,0,2.6e-05,2.7e-05,2e-06,0,2.6e-05,0,0.012352,2.6e-05,2e-06,2e-06,2.7e-05,0.987484,0.354772,0.368457,8.5e-05,0.259479,0.00361,3.2e-05,0.011115,0.000753,1.6e-05,0.000164,0.001471,1.4e-05,1e-05,4e-06,6e-06,2e-06,1.1e-05,0.362465,0.374979,0.009354,0.00013,0.001075,0.24089,1e-06,0.000419,7.7e-05,4e-06,0.010561,1.2e-05,1.4e-05,6e-06,2e-06,1e-06,1e-05,0.342605,0.361561,3.6e-05,0.001001,0.289142,0.000544,0.000363,5.9e-05,2.4e-05,0.004629,0,9e-06,1.1e-05,2e-06,2e-06,2e-06,9e-06,0.346128,0.371283,3.6e-05,3.3e-05,0.280945,0.000744,2e-06,5e-06,0.000747,4.1e-05,5e-06,7e-06,1.3e-05,3e-06,2e-06,1e-06,5e-06,0.227642,0.236759,1e-05,0.167349,1.2e-05,0.00503,1e-05,8.1e-05,0.00036,0.155975,0.206733,1.5e-05,6e-06,3e-06,4e-06,3e-06,1e-05,0.274732,0.289028,0.22667,0.206732,5.5e-05,9e-06,2.6e-05,0.001558,0.00013,0.00101,4e-06,1.2e-05,6e-06,4e-06,5e-06,3e-06,1.5e-05,0.27628,0.288161,0.237078,8.7e-05,0.003044,0.193537,1.1e-05,0.000843,3.2e-05,2e-05,0.000856,1.1e-05,1.4e-05,8e-06,3e-06,1e-06,1.2e-05,0.367363,0.381493,0.000146,0.000102,0.000123,2.9e-05,7e-06,0.001075,9.2e-05,0.249538,0,9e-06,5e-06,2e-06,1e-06,3e-06,1.1e-05,0.344342,0.365746,0.288402,0.000115,0.000107,0.000855,1.7e-05,5.4e-05,0.000266,5.4e-05,0,1.1e-05,1e-05,5e-06,3e-06,1e-06,1.1e-05,0.273671,0.288436,0.225986,0.001795,0.001788,5e-05,0.000627,5.5e-05,0.207503,2.8e-05,0,1.5e-05,1.5e-05,7e-06,8e-06,3e-06,1.5e-05
"5",19000,-196.422046,1,0.347672,0,0,0,0,0.347672,0,0.347672,0,0.347672,0,0,0.347672,0,0,0,0.347672,0,0,0,0,0,0,0.347672,0,0,0.347672,0,0,0,0,0,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0,0.347672,0.347672,0.347672,0.347672,0,0.347672,0.347672,0.347672,0,0.347672,0.347672,0.347672,0.347672,0.347672,0,0.347672,0.347672,0,0.347672,0.347672,0.347672,0.347672,0.347672,0,0.347672,0.347672,0.347672,0.347672,0.347672,0,0.347672,0,0.347672,0.347672,0,0.347672,0.347672,0.347672,0,0,0,0,0.347672,0.347672,0,0,0.347672,0,0,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0,0,0,0.347672,0.347672,0,0,0.347672,0,0,0,0.347672,0,0,0,0.347672,0.347672,0,0,0,0,0,0.347672,0.347672,0.347672,0.347672,0,0,0.347672,0,0,0.347672,0.347672,0,0,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0,0.347672,0,0.347672,0,0,0.347672,0.347672,0,0.347672,0.347672,0,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0,0,0.347672,0,0.347672,0,0.347672,0,0,0.347672,0.347672,0,0.347672,0,0,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0,0.347672,0.347672,0,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0,0,0.347672,0.347672,0,0.347672,0,0.347672,0.347672,0.347672,0,0,0,0.347672,0,0.347672,0,0,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0,0.347672,0.347672,0.347672,0.347672,0.347672,0,0.347672,0.347672,0,0,0.347672,0.347672,0.347672,0,0,0,0.347672,0,0.347672,0,0,0,0.347672,0,0,0,0,0,0.347672,0,0,0.347672,0,0,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0,0.347672,0.347672,0.347672,0,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0.347672,0,0,0,3.2e-05,0,3.2e-05,2e-06,2e-06,0,3.2e-05,0,0.013608,0,2e-06,0,3.3e-05,0.986256,0.354094,0.367295,0.000155,0.258976,0.003948,3.4e-05,0.012084,0.000572,1.9e-05,8.7e-05,0.00268,1.7e-05,9e-06,5e-06,6e-06,0,1.9e-05,0.347969,0.372219,0.00981,0.000158,0.001068,0.252906,0,0.000255,7.9e-05,1e-05,0.015472,1.4e-05,1.4e-05,7e-06,2e-06,0,1.5e-05,0.340645,0.36075,5.5e-05,0.001081,0.290803,0.000682,0.000357,2.8e-05,3.1e-05,0.005473,4.9e-05,2e-05,7e-06,4e-06,3e-06,0,1.3e-05,0.343851,0.371666,4.4e-05,4.1e-05,0.282134,0.000939,2e-06,2e-06,0.000846,6.3e-05,0.000377,1.3e-05,9e-06,3e-06,1e-06,0,7e-06,0.231891,0.239122,1.9e-05,0.163389,9e-06,0.005155,3e-06,6e-05,0.000408,0.153927,0.205968,1.2e-05,8e-06,7e-06,2e-06,0,1.9e-05,0.278086,0.296634,0.214379,0.209004,6.8e-05,7e-06,1e-05,0.000875,9.9e-05,0.000764,1.8e-05,1.6e-05,7e-06,6e-06,8e-06,1e-06,1.9e-05,0.279398,0.290572,0.214212,0.000107,0.002624,0.21077,7e-06,0.000615,2.5e-05,3.3e-05,0.001574,1.5e-05,1.4e-05,1e-05,4e-06,0,1.9e-05,0.362742,0.382694,0.000173,7.5e-05,0.000119,4.9e-05,0,0.00076,0.000113,0.25318,5.6e-05,1.1e-05,5e-06,7e-06,2e-06,0,1.4e-05,0.353882,0.378222,0.265437,0.000145,0.000116,0.001845,0,2.6e-05,0.00015,6.7e-05,5.6e-05,1.4e-05,1.2e-05,7e-06,4e-06,1e-06,1.4e-05,0.277816,0.293329,0.208875,0.002004,0.001988,4e-05,0.000332,3.3e-05,0.215483,2.3e-05,9e-06,2.1e-05,1.5e-05,9e-06,1e-05,2e-06,1.2e-05
